,accession,gene
33053,>NM_001341441.1,AT4G20480
33055,>NM_001341442.1,AT4G20530
33057,>NM_001341443.1,AT4G20535
33059,>NM_001341444.1,AT4G20540
33061,>NM_001341445.1,AT4G20545
33063,>NM_001341446.1,AT4G20555
33065,>NM_001341447.1,AT4G20565
33067,>NM_001341448.1,AT4G20575
33069,>NM_001341449.1,AT4G20630
33071,>NM_001341450.1,AT4G20645
33073,>NM_001341451.1,AT4G20650
33075,>NM_001341452.1,AT4G20700
33077,>NM_001341453.1,AT4G20703
33079,>NM_001341454.1,AT4G20707
33081,>NM_001341455.1,AT4G20720
33083,>NM_001341456.1,AT4G20735
33085,>NM_001341457.1,AT4G20760
33087,>NM_001341458.1,AT4G20835
33089,>NM_001341459.1,FAH2
33091,>NM_001341460.1,MS5
33093,>NM_001341461.1,AT4G20920
33095,>NM_001341462.1,AT4G20920
33097,>NM_001341463.1,AT4G20920
33099,>NM_001341464.1,AT4G20920
33101,>NM_001341465.1,AT4G20930
33103,>NM_001341466.1,AT4G20935
33105,>NM_001341467.1,GHR1
33107,>NM_001341468.1,AT4G20947
33109,>NM_001341469.1,AT4G20953
33111,>NM_001341470.1,AT4G21063
33113,>NM_001341471.1,AT4G21105
33115,>NM_001341472.1,AT4G21110
33117,>NM_001341473.1,AAT1
33119,>NM_001341474.1,AT4G21170
33121,>NM_001341475.1,ATERDJ2B
33123,>NM_001341476.1,GA2OX8
33125,>NM_001341477.1,AT4G21310
33127,>NM_001341478.1,RK3
33129,>NM_001341479.1,B120
33131,>NM_001341480.1,CRK28
33133,>NM_001341481.1,CRK28
33135,>NM_001341482.1,CRK28
33137,>NM_001341483.1,CRK28
33139,>NM_001341484.1,CRK28
33141,>NM_001341485.1,CRK28
33143,>NM_001341486.1,CRK28
33145,>NM_001341487.1,CRK28
33147,>NM_001341488.1,CRK29
33149,>NM_001341489.1,CRK29
33151,>NM_001341490.1,AT4G21460
33153,>NM_001341491.1,NDB3
33155,>NM_001341492.1,FBS2
33157,>NM_001341493.1,AT4G21515
33159,>NM_001341494.1,AT4G21520
33161,>NM_001341495.1,SPHK2
33163,>NM_001341496.1,SPHK1
33165,>NM_001341497.1,VAL3
33167,>NM_001341498.1,VAL3
33169,>NM_001341499.1,VPS28-1
33171,>NM_001341500.1,AT4G21570
33173,>NM_001341501.1,ENDO4
33175,>NM_001341502.1,ENDO4
33177,>NM_001341503.1,ENDO4
33179,>NM_001341504.1,ENDO4
33181,>NM_001341505.1,ENDO4
33183,>NM_001341506.1,LOL2
33185,>NM_001341507.1,AT4G21630
33187,>NM_001341508.1,AT4G21660
33189,>NM_001341509.1,AT4G21720
33191,>NM_001341510.1,ATML1
33193,>NM_001341511.1,ATML1
33195,>NM_001341512.1,BGLU47
33197,>NM_001341513.1,AT4G21770
33199,>NM_001341514.1,AT4G21780
33201,>NM_001341515.1,AT4G21780
33203,>NM_001341516.1,AT4G21820
33205,>NM_001341517.1,AT4G21820
33207,>NM_001341518.1,MSRB2
33209,>NM_001341519.1,AT4G21880
33211,>NM_001341520.1,AT4G21895
33213,>NM_001341521.1,AT4G21903
33215,>NM_001341522.1,AT4G21910
33217,>NM_001341523.1,CPK15
33219,>NM_001341524.1,AT4G21950
33221,>NM_001341525.1,AT4G22035
33223,>NM_001341526.1,WRKY31
33225,>NM_001341527.1,WRKY31
33227,>NM_001341528.1,WRKY31
33229,>NM_001341529.1,AT4G22110
33231,>NM_001341530.1,EBS
33233,>NM_001341531.1,KT2/3
33235,>NM_001341532.1,LCR85
33237,>NM_001341533.1,MRB1
33239,>NM_001341534.1,AT4G22285
33241,>NM_001341535.1,AT4G22305
33243,>NM_001341536.1,AT4G22350
33245,>NM_001341537.1,AT4G22350
33247,>NM_001341538.1,AT4G22370
33249,>NM_001341539.1,AT4G22370
33251,>NM_001341540.1,AT4G22370
33253,>NM_001341541.1,AT4G22390
33255,>NM_001341542.1,AT4G22410
33257,>NM_001341543.1,AT4G22410
33259,>NM_001341544.1,AT4G22463
33261,>NM_001341545.1,AT4G22467
33263,>NM_001341546.1,AT4G22475
33265,>NM_001341547.1,AT4G22475
33267,>NM_001341548.1,AT4G22495
33269,>NM_001341549.1,AT4G22510
33271,>NM_001341550.1,AT4G22510
33273,>NM_001341551.1,AT4G22530
33275,>NM_001341552.1,ORP2A
33277,>NM_001341553.1,ORP2A
33279,>NM_001341554.1,APT3
33281,>NM_001341555.1,AT4G22630
33283,>NM_001341556.1,AT4G22630
33285,>NM_001341557.1,AT4G22640
33287,>NM_001341558.1,AT4G22730
33289,>NM_001341559.1,AT4G22758
33291,>NM_001341560.1,AT4G22770
33293,>NM_001341561.1,ACR7
33295,>NM_001341562.1,AT4G22860
33297,>NM_001341563.1,LDOX
33299,>NM_001341564.1,PGR5-LIKE A
33301,>NM_001341565.1,NYE1
33303,>NM_001341566.1,PYR4
33305,>NM_001341567.1,AT4G22940
33307,>NM_001341568.1,AGL19
33309,>NM_001341569.1,AGL19
33311,>NM_001341570.1,ESP
33313,>NM_001341571.1,AT4G22990
33315,>NM_001341572.1,AT4G23000
33317,>NM_001341573.1,AT4G23015
33319,>NM_001341574.1,AT4G23080
33321,>NM_001341575.1,CRK5
33323,>NM_001341576.1,CRK8
33325,>NM_001341577.1,CRK8
33327,>NM_001341578.1,CRK8
33329,>NM_001341579.1,CRK10
33331,>NM_001341580.1,CRK10
33333,>NM_001341581.1,CRK11
33335,>NM_001341582.1,CRK11
33337,>NM_001341583.1,CRK11
33339,>NM_001341584.1,CRK12
33341,>NM_001341585.1,CRK12
33343,>NM_001341586.1,CRK13
33345,>NM_001341587.1,CRK13
33347,>NM_001341588.1,CRK16
33349,>NM_001341589.1,CRK16
33351,>NM_001341590.1,EMB1290
33353,>NM_001341591.1,EMB1290
33355,>NM_001341592.1,CRK18
33357,>NM_001341593.1,CRK19
33359,>NM_001341594.1,CRK19
33361,>NM_001341595.1,CRK20
33363,>NM_001341596.1,CRK20
33365,>NM_001341597.1,CRK20
33367,>NM_001341598.1,CRK23
33369,>NM_001341599.1,CRK24
33371,>NM_001341600.1,CRK24
33373,>NM_001341601.1,CRK24
33375,>NM_001341602.1,AT4G23330
33377,>NM_001341603.1,AT4G23330
33379,>NM_001341604.1,AT4G23330
33381,>NM_001341605.1,AT4G23355
33383,>NM_001341606.1,AT4G23365
33385,>NM_001341607.1,AT4G23370
33387,>NM_001341608.1,AT4G23373
33389,>NM_001341609.1,AT4G23420
33391,>NM_001341610.1,AT4G23420
33393,>NM_001341611.1,Tic32-IVa
33395,>NM_001341612.1,AT4G23440
33397,>NM_001341613.1,AT4G23440
33399,>NM_001341614.1,AIRP1
33401,>NM_001341615.1,AIRP1
33403,>NM_001341616.1,AIRP1
33405,>NM_001341617.1,AT4G23460
33407,>NM_001341618.1,AT4G23470
33409,>NM_001341619.1,AT4G23510
33411,>NM_001341620.1,AT4G23510
33413,>NM_001341621.1,AT4G23515
33415,>NM_001341622.1,AT4G23515
33417,>NM_001341623.1,BTI1
33419,>NM_001341624.1,PPT1
33421,>NM_001341625.1,PPT1
33423,>NM_001341626.1,CHX17
33425,>NM_001341627.1,AT4G23730
33427,>NM_001341628.1,AT4G23730
33429,>NM_001341629.1,AT4G23740
33431,>NM_001341630.1,AT4G23770
33433,>NM_001341631.1,AT4G23780
33435,>NM_001341632.1,AT4G23780
33437,>NM_001341633.1,AT4G23860
33439,>NM_001341634.1,AT4G23895
33441,>NM_001341635.1,AT4G23960
33443,>NM_001341636.1,CSLG3
33445,>NM_001341637.1,CSLG2
33447,>NM_001341638.1,NLP7
33449,>NM_001341639.1,AT4G24050
33451,>NM_001341640.1,ALL1
33453,>NM_001341641.1,AT4G24100
33455,>NM_001341642.1,AT4G24100
33457,>NM_001341643.1,AT4G24100
33459,>NM_001341644.1,GRF8
33461,>NM_001341645.1,GRF8
33463,>NM_001341646.1,AT4G24170
33465,>NM_001341647.1,AT4G24175
33467,>NM_001341648.1,TLP1
33469,>NM_001341649.1,TLP1
33471,>NM_001341650.1,TLP1
33473,>NM_001341651.1,TLP1
33475,>NM_001341652.1,TLP1
33477,>NM_001341653.1,AT4G24200
33479,>NM_001341654.1,WRKY7
33481,>NM_001341655.1,MLO13
33483,>NM_001341656.1,GH9A3
33485,>NM_001341657.1,GH9A3
33487,>NM_001341658.1,AT4G24265
33489,>NM_001341659.1,AT4G24265
33491,>NM_001341660.1,EMB140
33493,>NM_001341661.1,EMB140
33495,>NM_001341662.1,AT4G24290
33497,>NM_001341663.1,AT4G24350
33499,>NM_001341664.1,AT4G24350
33501,>NM_001341665.1,AT4G24380
33503,>NM_001341666.1,AT4G24380
33505,>NM_001341667.1,AT4G24380
33507,>NM_001341668.1,AT4G24380
33509,>NM_001341669.1,AT4G24413
33511,>NM_001341670.1,AT4G24420
33513,>NM_001341671.1,AT4G24420
33515,>NM_001341672.1,AT4G24430
33517,>NM_001341673.1,PWD
33519,>NM_001341674.1,PWD
33521,>NM_001341675.1,CLT2
33523,>NM_001341676.1,CLT2
33525,>NM_001341677.1,AT4G24480
33527,>NM_001341678.1,AT4G24480
33529,>NM_001341679.1,SIC
33531,>NM_001341680.1,REN1
33533,>NM_001341681.1,REN1
33535,>NM_001341682.1,REN1
33537,>NM_001341683.1,AT4G24590
33539,>NM_001341684.1,AT4G24590
33541,>NM_001341685.1,AT4G24590
33543,>NM_001341686.1,AT4G24590
33545,>NM_001341687.1,AT4G24610
33547,>NM_001341688.1,AT4G24610
33549,>NM_001341689.1,AT4G24615
33551,>NM_001341690.1,HB22
33553,>NM_001341691.1,MOS1
33555,>NM_001341692.1,MOS1
33557,>NM_001341693.1,MOS1
33559,>NM_001341694.1,MOS1
33561,>NM_001341695.1,AT4G24710
33563,>NM_001341696.1,AT4G24710
33565,>NM_001341697.1,AT4G24710
33567,>NM_001341698.1,FC2
33569,>NM_001341699.1,FC2
33571,>NM_001341700.1,FC2
33573,>NM_001341701.1,FC2
33575,>NM_001341702.1,FC2
33577,>NM_001341703.1,FC2
33579,>NM_001341704.1,FC2
33581,>NM_001341705.1,FC2
33583,>NM_001341706.1,RBP31
33585,>NM_001341707.1,AT4G24790
33587,>NM_001341708.1,AT4G24790
33589,>NM_001341709.1,AT4G24790
33591,>NM_001341710.1,ECIP1
33593,>NM_001341711.1,AT4G24810
33595,>NM_001341712.1,AT4G24810
33597,>NM_001341713.1,AT4G24810
33599,>NM_001341714.1,AT4G24860
33601,>NM_001341715.1,AT4G24860
33603,>NM_001341716.1,AT4G24860
33605,>NM_001341717.1,AT4G24880
33607,>NM_001341718.1,TTL
33609,>NM_001341719.1,AT4G24920
33611,>NM_001341720.1,ATGP4
33613,>NM_001341721.1,CHLM
33615,>NM_001341722.1,SRS2
33617,>NM_001341723.1,AT4G25225
33619,>NM_001341724.1,RIN2
33621,>NM_001341725.1,SKS1
33623,>NM_001341726.1,AT4G25280
33625,>NM_001341727.1,AT4G25310
33627,>NM_001341728.1,AT4G25315
33629,>NM_001341729.1,AT4G25400
33631,>NM_001341730.1,AT4G25410
33633,>NM_001341731.1,GA20OX1
33635,>NM_001341732.1,NUDT10
33637,>NM_001341733.1,NUDT10
33639,>NM_001341734.1,NUDT10
33641,>NM_001341735.1,NUDT10
33643,>NM_001341736.1,NUDT10
33645,>NM_001341737.1,NUDT10
33647,>NM_001341738.1,NUDT10
33649,>NM_001341739.1,NUDT10
33651,>NM_001341740.1,NUDT10
33653,>NM_001341741.1,NUDT10
33655,>NM_001341742.1,NUDT10
33657,>NM_001341743.1,ZFWD1
33659,>NM_001341744.1,ZFWD1
33661,>NM_001341745.1,RS40
33663,>NM_001341746.1,RS40
33665,>NM_001341747.1,RS40
33667,>NM_001341748.1,RS40
33669,>NM_001341749.1,SLK1
33671,>NM_001341750.1,LAF1
33673,>NM_001341751.1,ACYB-2
33675,>NM_001341752.1,AT4G25580
33677,>NM_001341753.1,ADF7
33679,>NM_001341754.1,AT4G25600
33681,>NM_001341755.1,AT4G25600
33683,>NM_001341756.1,AT4G25600
33685,>NM_001341757.1,AT4G25610
33687,>NM_001341758.1,DTX35
33689,>NM_001341759.1,BETA-OHASE 1
33691,>NM_001341760.1,AT4G25707
33693,>NM_001341761.1,AT4G25707
33695,>NM_001341762.1,QC
33697,>NM_001341763.1,QC
33699,>NM_001341764.1,AT4G25770
33701,>NM_001341765.1,ORP4B
33703,>NM_001341766.1,ORP4A
33705,>NM_001341767.1,PUM6
33707,>NM_001341768.1,PUM6
33709,>NM_001341769.1,VATG3
33711,>NM_001341770.1,AT4G25980
33713,>NM_001341771.1,CIL
33715,>NM_001341772.1,AT4G26010
33717,>NM_001341773.1,AT4G26020
33719,>NM_001341774.1,MEK1
33721,>NM_001341775.1,MEK1
33723,>NM_001341776.1,AT4G26120
33725,>NM_001341777.1,BGAL12
33727,>NM_001341778.1,BGAL12
33729,>NM_001341779.1,BGAL12
33731,>NM_001341780.1,BGAL12
33733,>NM_001341781.1,BGAL12
33735,>NM_001341782.1,BGAL12
33737,>NM_001341783.1,BGAL12
33739,>NM_001341784.1,AT4G26145
33741,>NM_001341785.1,AT4G26180
33743,>NM_001341786.1,AT4G26180
33745,>NM_001341787.1,AT4G26190
33747,>NM_001341788.1,AT4G26190
33749,>NM_001341789.1,AT4G26190
33751,>NM_001341790.1,AT4G26190
33753,>NM_001341791.1,emb1027
33755,>NM_001341792.1,emb1027
33757,>NM_001341793.1,emb1027
33759,>NM_001341794.1,emb1027
33761,>NM_001341795.1,UNE17
33763,>NM_001341796.1,AT4G26370
33765,>NM_001341797.1,AT4G26415
33767,>NM_001341798.1,GAMT1
33769,>NM_001341799.1,AT4G26450
33771,>NM_001341800.1,AT4G26460
33773,>NM_001341801.1,AT4G26470
33775,>NM_001341802.1,AT4G26480
33777,>NM_001341803.1,AT4G26480
33779,>NM_001341804.1,UKL4
33781,>NM_001341805.1,UKL4
33783,>NM_001341806.1,FBA7
33785,>NM_001341807.1,FBA7
33787,>NM_001341808.1,FBA7
33789,>NM_001341809.1,FBA5
33791,>NM_001341810.1,AT4G26550
33793,>NM_001341811.1,AT4G26555
33795,>NM_001341812.1,AT4G26555
33797,>NM_001341813.1,CBL3
33799,>NM_001341814.1,AT4G26600
33801,>NM_001341815.1,AT4G26600
33803,>NM_001341816.1,AT4G26600
33805,>NM_001341817.1,AT4G26600
33807,>NM_001341818.1,AT4G26600
33809,>NM_001341819.1,AT4G26600
33811,>NM_001341820.1,AT4G26600
33813,>NM_001341821.1,WRKY20
33815,>NM_001341822.1,WRKY20
33817,>NM_001341823.1,WRKY20
33819,>NM_001341824.1,WRKY20
33821,>NM_001341825.1,WRKY20
33823,>NM_001341826.1,FIM1
33825,>NM_001341827.1,FIM1
33827,>NM_001341828.1,FIM1
33829,>NM_001341829.1,FIM1
33831,>NM_001341830.1,AT4G26800
33833,>NM_001341831.1,AT4G26800
33835,>NM_001341832.1,AT4G26830
33837,>NM_001341833.1,EMB2788
33839,>NM_001341834.1,VPS22
33841,>NM_001341835.1,VPS22
33843,>NM_001341836.1,AT4G27050
33845,>NM_001341837.1,AT4G27120
33847,>NM_001341838.1,ATK2
33849,>NM_001341839.1,AT4G27220
33851,>NM_001341840.1,AT4G27240
33853,>NM_001341841.1,AT4G27270
33855,>NM_001341842.1,AT4G27270
33857,>NM_001341843.1,AT4G27270
33859,>NM_001341844.1,AT4G27290
33861,>NM_001341845.1,PHOS34
33863,>NM_001341846.1,AT4G27340
33865,>NM_001341847.1,AT4G27340
33867,>NM_001341848.1,VIIIB
33869,>NM_001341849.1,VIIIB
33871,>NM_001341850.1,VIIIB
33873,>NM_001341851.1,AT4G27480
33875,>NM_001341852.1,RRP41L
33877,>NM_001341853.1,RRP41L
33879,>NM_001341854.1,RRP41L
33881,>NM_001341855.1,RRP41L
33883,>NM_001341856.1,RRP41L
33885,>NM_001341857.1,RRP41L
33887,>NM_001341858.1,RRP41L
33889,>NM_001341859.1,PPI1
33891,>NM_001341860.1,PRA1.H
33893,>NM_001341861.1,TPS4
33895,>NM_001341862.1,AT4G27565
33897,>NM_001341863.1,AT4G27595
33899,>NM_001341864.1,AT4G27595
33901,>NM_001341865.1,AT4G27610
33903,>NM_001341866.1,AT4G27610
33905,>NM_001341867.1,AT4G27610
33907,>NM_001341868.1,AT4G27610
33909,>NM_001341869.1,AT4G27610
33911,>NM_001341870.1,AT4G27610
33913,>NM_001341871.1,AT4G27620
33915,>NM_001341872.1,GTG2
33917,>NM_001341873.1,GTG2
33919,>NM_001341874.1,GTG2
33921,>NM_001341875.1,GTG2
33923,>NM_001341876.1,PEL1
33925,>NM_001341877.1,PEL1
33927,>NM_001341878.1,CYP709B3
33929,>NM_001341879.1,AT4G27745
33931,>NM_001341880.1,AT4G27745
33933,>NM_001341881.1,AT4G27745
33935,>NM_001341882.1,ACBP2
33937,>NM_001341883.1,AT4G27790
33939,>NM_001341884.1,BGLU9
33941,>NM_001341885.1,BGLU9
33943,>NM_001341886.1,BGLU10
33945,>NM_001341887.1,AT4G27845
33947,>NM_001341888.1,MEB1
33949,>NM_001341889.1,MEB1
33951,>NM_001341890.1,AT4G27870
33953,>NM_001341891.1,SLAH2
33955,>NM_001341892.1,SLAH2
33957,>NM_001341893.1,SLAH2
33959,>NM_001341894.1,SLAH2
33961,>NM_001341895.1,SLAH2
33963,>NM_001341896.1,AT4G27980
33965,>NM_001341897.1,AT4G27980
33967,>NM_001341898.1,AT4G27980
33969,>NM_001341899.1,AT4G28000
33971,>NM_001341900.1,AT4G28000
33973,>NM_001341901.1,AT4G28020
33975,>NM_001341902.1,AT4G28020
33977,>NM_001341903.1,AT4G28020
33979,>NM_001341904.1,MYB41
33981,>NM_001341905.1,AT4G28150
33983,>NM_001341906.1,NDB1
33985,>NM_001341907.1,EXPB3
33987,>NM_001341908.1,EXPB3
33989,>NM_001341909.1,LLG3
33991,>NM_001341910.1,AT4G28290
33993,>NM_001341911.1,AT4G28350
33995,>NM_001341912.1,AT4G28370
33997,>NM_001341913.1,AT4G28370
33999,>NM_001341914.1,AT4G28370
34001,>NM_001341915.1,AAC3
34003,>NM_001341916.1,AT4G28400
34005,>NM_001341917.1,AT4G28400
34007,>NM_001341918.1,AT4G28410
34009,>NM_001341919.1,DMP7
34011,>NM_001341920.1,CRU3
34013,>NM_001341921.1,AT4G28550
34015,>NM_001341922.1,AT4G28550
34017,>NM_001341923.1,RIC7
34019,>NM_001341924.1,AT4G28570
34021,>NM_001341925.1,NPGR2
34023,>NM_001341926.1,NPGR2
34025,>NM_001341927.1,TYRDC
34027,>NM_001341928.1,TYRDC
34029,>NM_001341929.1,TYRDC
34031,>NM_001341930.1,AT4G28690
34033,>NM_001341931.1,GrxC5
34035,>NM_001341932.1,AT4G28755
34037,>NM_001341933.1,AT4G28790
34039,>NM_001341934.1,AT4G28790
34041,>NM_001341935.1,AT4G28790
34043,>NM_001341936.1,AT4G28790
34045,>NM_001341937.1,AT4G28790
34047,>NM_001341938.1,AT4G28790
34049,>NM_001341939.1,AT4G28790
34051,>NM_001341940.1,AT4G28800
34053,>NM_001341941.1,AT4G28800
34055,>NM_001341942.1,AT4G28815
34057,>NM_001341943.1,AT4G28820
34059,>NM_001341944.1,AT4G28820
34061,>NM_001341945.1,AT4G28820
34063,>NM_001341946.1,AT4G28820
34065,>NM_001341947.1,AT4G28830
34067,>NM_001341948.1,AT4G28830
34069,>NM_001341949.1,AT4G28840
34071,>NM_001341950.1,AT4G28840
34073,>NM_001341951.1,ckl3
34075,>NM_001341952.1,ckl3
34077,>NM_001341953.1,ckl3
34079,>NM_001341954.1,AT4G28940
34081,>NM_001341955.1,CAK1AT
34083,>NM_001341956.1,AT4G29037
34085,>NM_001341957.1,AT4G29050
34087,>NM_001341958.1,AT4G29100
34089,>NM_001341959.1,ATMND1
34091,>NM_001341960.1,RHS16
34093,>NM_001341961.1,NAC075
34095,>NM_001341962.1,NAC075
34097,>NM_001341963.1,AT4G29240
34099,>NM_001341964.1,AT4G29310
34101,>NM_001341965.1,DER1
34103,>NM_001341966.1,AT4G29360
34105,>NM_001341967.1,VPS15
34107,>NM_001341968.1,PLA2-DELTA
34109,>NM_001341969.1,AT4G29530
34111,>NM_001341970.1,LpxA
34113,>NM_001341971.1,LpxA
34115,>NM_001341972.1,AT4G29550
34117,>NM_001341973.1,AT4G29550
34119,>NM_001341974.1,PRA1.C
34121,>NM_001341975.1,NFC5
34123,>NM_001341976.1,NFC5
34125,>NM_001341977.1,CKX4
34127,>NM_001341978.1,AT4G29750
34129,>NM_001341979.1,AT4G29760
34131,>NM_001341980.1,ACA10
34133,>NM_001341981.1,ORC5
34135,>NM_001341982.1,AT4G29920
34137,>NM_001341983.1,AT4G29930
34139,>NM_001341984.1,AT4G29930
34141,>NM_001341985.1,AT4G29930
34143,>NM_001341986.1,AT4G29950
34145,>NM_001341987.1,AT4G29990
34147,>NM_001341988.1,AT4G30020
34149,>NM_001341989.1,AT4G30020
34151,>NM_001341990.1,AT4G30020
34153,>NM_001341991.1,AT4G30060
34155,>NM_001341992.1,AT4G30100
34157,>NM_001341993.1,HMA2
34159,>NM_001341994.1,HMA3
34161,>NM_001341995.1,AT4G30130
34163,>NM_001341996.1,AT4G30130
34165,>NM_001341997.1,AT4G30130
34167,>NM_001341998.1,AT4G30150
34169,>NM_001341999.1,VLN4
34171,>NM_001342000.1,VLN4
34173,>NM_001342001.1,ATR2
34175,>NM_001342002.1,AT4G30250
34177,>NM_001342003.1,AT4G30260
34179,>NM_001342004.1,AT4G30260
34181,>NM_001342005.1,AT4G30310
34183,>NM_001342006.1,DGK7
34185,>NM_001342007.1,AT4G30380
34187,>NM_001342008.1,AT4G30380
34189,>NM_001342009.1,UMAMIT34
34191,>NM_001342010.1,ATG18B
34193,>NM_001342011.1,ATG18B
34195,>NM_001342012.1,CNGC9
34197,>NM_001342013.1,CNGC9
34199,>NM_001342014.1,CNGC9
34201,>NM_001342015.1,AT4G30600
34203,>NM_001342016.1,AT4G30630
34205,>NM_001342017.1,QWRF8
34207,>NM_001342018.1,QWRF8
34209,>NM_001342019.1,AT4G30730
34211,>NM_001342020.1,AT4G30820
34213,>NM_001342021.1,AT4G30820
34215,>NM_001342022.1,AT4G30820
34217,>NM_001342023.1,AT4G30820
34219,>NM_001342024.1,AT4G30820
34221,>NM_001342025.1,AT4G30820
34223,>NM_001342026.1,AT4G30820
34225,>NM_001342027.1,AT4G30820
34227,>NM_001342028.1,AT4G30820
34229,>NM_001342029.1,AT4G30820
34231,>NM_001342030.1,AT4G30820
34233,>NM_001342031.1,AT4G30820
34235,>NM_001342032.1,AT4G30820
34237,>NM_001342033.1,AT4G30820
34239,>NM_001342034.1,AT4G30820
34241,>NM_001342035.1,AT4G30820
34243,>NM_001342036.1,AT4G30820
34245,>NM_001342037.1,AT4G30820
34247,>NM_001342038.1,AT4G30820
34249,>NM_001342039.1,AT4G30820
34251,>NM_001342040.1,AT4G30820
34253,>NM_001342041.1,AT4G30820
34255,>NM_001342042.1,AT4G30820
34257,>NM_001342043.1,AT4G30820
34259,>NM_001342044.1,AT4G30830
34261,>NM_001342045.1,AT4G30900
34263,>NM_001342046.1,AT4G30910
34265,>NM_001342047.1,LRL2
34267,>NM_001342048.1,AT4G30990
34269,>NM_001342049.1,AT4G30990
34271,>NM_001342050.1,AT4G30993
34273,>NM_001342051.1,AT4G31010
34275,>NM_001342052.1,AT4G31070
34277,>NM_001342053.1,AT4G31070
34279,>NM_001342054.1,AT4G31073
34281,>NM_001342055.1,AT4G31110
34283,>NM_001342056.1,AT4G31150
34285,>NM_001342057.1,AT4G31150
34287,>NM_001342058.1,AT4G31170
34289,>NM_001342059.1,AT4G31170
34291,>NM_001342060.1,AT4G31170
34293,>NM_001342061.1,AT4G31170
34295,>NM_001342062.1,AT4G31170
34297,>NM_001342063.1,AT4G31170
34299,>NM_001342064.1,AT4G31200
34301,>NM_001342065.1,AT4G31210
34303,>NM_001342066.1,AT4G31210
34305,>NM_001342067.1,AT4G31230
34307,>NM_001342068.1,AT4G31240
34309,>NM_001342069.1,AT4G31310
34311,>NM_001342070.1,AT4G31350
34313,>NM_001342071.1,AT4G31350
34315,>NM_001342072.1,AT4G31354
34317,>NM_001342073.1,AT4G31354
34319,>NM_001342074.1,AT4G31355
34321,>NM_001342075.1,FLP1
34323,>NM_001342076.1,ACDO1
34325,>NM_001342077.1,CTF7
34327,>NM_001342078.1,AT4G31405
34329,>NM_001342079.1,AT4G31405
34331,>NM_001342080.1,AT4G31410
34333,>NM_001342081.1,AT4G31450
34335,>NM_001342082.1,AT4G31480
34337,>NM_001342083.1,AT4G31480
34339,>NM_001342084.1,AT4G31480
34341,>NM_001342085.1,AT4G31480
34343,>NM_001342086.1,AT4G31480
34345,>NM_001342087.1,AT4G31480
34347,>NM_001342088.1,AT4G31480
34349,>NM_001342089.1,AT4G31490
34351,>NM_001342090.1,AT4G31490
34353,>NM_001342091.1,AT4G31520
34355,>NM_001342092.1,WRKY11
34357,>NM_001342093.1,AT4G31570
34359,>NM_001342094.1,AT4G31570
34361,>NM_001342095.1,AT4G31570
34363,>NM_001342096.1,AT4G31570
34365,>NM_001342097.1,AT4G31570
34367,>NM_001342098.1,AT4G31570
34369,>NM_001342099.1,REM1
34371,>NM_001342100.1,AT4G31620
34373,>NM_001342101.1,AT4G31620
34375,>NM_001342102.1,AT4G31650
34377,>NM_001342103.1,AT4G31680
34379,>NM_001342104.1,AT4G31685
34381,>NM_001342105.1,AT4G31690
34383,>NM_001342106.1,GLR2.4
34385,>NM_001342107.1,GLR2.4
34387,>NM_001342108.1,AT4G31715
34389,>NM_001342109.1,TAFII15
34391,>NM_001342110.1,WIN2
34393,>NM_001342111.1,WIN2
34395,>NM_001342112.1,DBR1
34397,>NM_001342113.1,MGD1
34399,>NM_001342114.1,MGD1
34401,>NM_001342115.1,WRKY18
34403,>NM_001342116.1,WRKY18
34405,>NM_001342117.1,ENP
34407,>NM_001342118.1,AT4G31860
34409,>NM_001342119.1,GPX7
34411,>NM_001342120.1,AT4G31890
34413,>NM_001342121.1,PKR2
34415,>NM_001342122.1,AT4G32000
34417,>NM_001342123.1,AT4G32000
34419,>NM_001342124.1,HSL1
34421,>NM_001342125.1,KNAT5
34423,>NM_001342126.1,Phox4
34425,>NM_001342127.1,Phox4
34427,>NM_001342128.1,AT4G32080
34429,>NM_001342129.1,ASY2
34431,>NM_001342130.1,IAA29
34433,>NM_001342131.1,IAA29
34435,>NM_001342132.1,AT4G32295
34437,>NM_001342133.1,AT4G32295
34439,>NM_001342134.1,AT4G32330
34441,>NM_001342135.1,AT4G32342
34443,>NM_001342136.1,AT4G32350
34445,>NM_001342137.1,AT4G32350
34447,>NM_001342138.1,AT4G32360
34449,>NM_001342139.1,AT4G32360
34451,>NM_001342140.1,AT4G32360
34453,>NM_001342141.1,AT4G32360
34455,>NM_001342142.1,AT4G32360
34457,>NM_001342143.1,AT4G32360
34459,>NM_001342144.1,AT4G32360
34461,>NM_001342145.1,AT4G32360
34463,>NM_001342146.1,AT4G32375
34465,>NM_001342147.1,AT4G32380
34467,>NM_001342148.1,AT4G32380
34469,>NM_001342149.1,AT4G32420
34471,>NM_001342150.1,AT4G32420
34473,>NM_001342151.1,AT4G32430
34475,>NM_001342152.1,AT4G32460
34477,>NM_001342153.1,AT4G32460
34479,>NM_001342154.1,AT4G32510
34481,>NM_001342155.1,AT4G32535
34483,>NM_001342156.1,YUC1
34485,>NM_001342157.1,AT4G32560
34487,>NM_001342158.1,TIFY8
34489,>NM_001342159.1,AT4G32590
34491,>NM_001342160.1,AT4G32590
34493,>NM_001342161.1,AT4G32600
34495,>NM_001342162.1,AT4G32630
34497,>NM_001342163.1,AT4G32630
34499,>NM_001342164.1,AT4G32630
