,accession,gene
13277,>NM_001094685.1,XB5913531.S
13279,>NM_001094686.1,polr1d.2.L
13281,>NM_001094687.1,msl3.L
13283,>NM_001094688.1,itpkc.L
13285,>NM_001094689.1,reep6.L
13287,>NM_001094690.1,zdhhc8.S
13289,>NM_001094691.1,hdgf.L
13291,>NM_001094692.1,cdk11b.L
13293,>NM_001094693.1,mylip.L
13295,>NM_001094694.1,dck.1.L
13297,>NM_001094695.1,lamb2.L
13299,>NM_001094696.1,tcaf1.L
13301,>NM_001094697.1,rgs9bp.S
13303,>NM_001094698.1,kiaa1143.S
13305,>NM_001094699.1,mrpl3.S
13307,>NM_001094700.1,thumpd1.S
13309,>NM_001094701.1,ttc39b.L
13311,>NM_001094702.1,cfl2.L
13313,>NM_001094703.1,syvn1.S
13315,>NM_001094704.1,ctbp1.S
13317,>NM_001094706.1,lrrc10.S
13319,>NM_001094709.1,nid2.L
13321,>NM_001094710.1,tspan31.S
13323,>NM_001094711.1,dis3.L
13325,>NM_001094713.1,fzd6.S
13327,>NM_001094714.1,cpsf7.L
13329,>NM_001094715.1,smpd4.L
13331,>NM_001094716.1,tnpo2.S
13333,>NM_001094717.1,slc20a2.L
13335,>NM_001094719.1,ccdc9.L
13337,>NM_001094720.1,rab40c.S
13339,>NM_001094722.1,phactr4.L
13341,>NM_001094723.1,LOC495017
13343,>NM_001094724.1,chga.S
13345,>NM_001094725.1,snrpb2.L
13347,>NM_001094726.1,ecel1.L
13349,>NM_001094727.1,msantd4.L
13351,>NM_001094728.1,adnp2.L
13353,>NM_001094729.1,paqr4.L
13355,>NM_001094730.1,cdh13.L
13357,>NM_001094731.1,uchl3.L
13359,>NM_001094732.2,stard10.L
13361,>NM_001094733.1,taldo1.L
13363,>NM_001094734.1,emc8.S
13365,>NM_001094735.2,hpd.L
13367,>NM_001094736.1,aspn.L
13369,>NM_001094737.2,c1galt1c1.L
13371,>NM_001094739.2,commd8.S
13373,>NM_001094740.2,abcf3.L
13375,>NM_001094741.1,aqp1.S
13377,>NM_001094743.1,ehd1.L
13379,>NM_001094744.1,tmem60.L
13381,>NM_001094745.1,c4orf47.L
13383,>NM_001094746.1,tfe3.S
13385,>NM_001094747.1,adap1l.L
13387,>NM_001094748.1,vps45.S
13389,>NM_001094749.1,LOC495046
13391,>NM_001094750.1,ctps1.S
13393,>NM_001094751.1,riok2.S
13395,>NM_001094752.1,srp19.L
13397,>NM_001094753.1,cnot6l.S
13399,>NM_001094754.1,itga2b.2.L
13401,>NM_001094756.2,zbtb5.L
13403,>NM_001094757.1,golph3.L
13405,>NM_001094758.1,rhebl1.S
13407,>NM_001094759.1,bcl7a.L
13409,>NM_001094760.1,elf1.L
13411,>NM_001094761.2,dusp6.S
13413,>NM_001094762.1,ormdl1.S
13415,>NM_001094763.1,jarid2.S
13417,>NM_001094765.1,edc3.S
13419,>NM_001094766.1,phf6.L
13421,>NM_001094767.1,yipf2.S
13423,>NM_001094768.1,srsf12.L
13425,>NM_001094769.1,dedd.L
13427,>NM_001094771.1,LOC495071
13429,>NM_001094772.1,marchf8.L
13431,>NM_001094773.1,tmem184a.S
13433,>NM_001094774.1,creld2.S
13435,>NM_001094775.1,akt1s1.L
13437,>NM_001094776.1,ppp2r5e.S
13439,>NM_001094777.1,scarb2.S
13441,>NM_001094778.1,eomes.S
13443,>NM_001094779.1,mfsd13a.L
13445,>NM_001094780.1,atg4c.S
13447,>NM_001094781.1,cenpn.S
13449,>NM_001094782.1,pnrc2.S
13451,>NM_001094783.1,lrrc1.S
13453,>NM_001094784.1,rnf14.5.L
13455,>NM_001094785.1,rnf41.L
13457,>NM_001094786.1,acly.S
13459,>NM_001094787.1,acvr2a.S
13461,>NM_001094788.1,eps8l3.S
13463,>NM_001094789.1,atp6ap1.1.S
13465,>NM_001094790.1,gcnt1.S
13467,>NM_001094791.1,scrn2.S
13469,>NM_001094792.1,atp6v1c1.L
13471,>NM_001094793.1,dhx32.L
13473,>NM_001094794.1,hmbs.2.S
13475,>NM_001094795.1,adprh
13477,>NM_001094796.1,cmbl.L
13479,>NM_001094797.1,ddx54.L
13481,>NM_001094798.1,thnsl2.L
13483,>NM_001094799.1,LOC100493194.S
13485,>NM_001094800.1,erlin2.L
13487,>NM_001094801.1,abtb2.S
13489,>NM_001094802.1,pde5a.S
13491,>NM_001094803.1,mfsd6l.L
13493,>NM_001094804.1,noc3l.S
13495,>NM_001094805.1,ecd.S
13497,>NM_001094806.1,snx18.S
13499,>NM_001094807.1,znf569.L
13501,>NM_001094808.1,usp44.S
13503,>NM_001094809.1,cpsf3.L
13505,>NM_001094810.1,plod1.L
13507,>NM_001094812.1,fhod1.L
13509,>NM_001094813.1,tsr1.L
13511,>NM_001094814.1,tex10.S
13513,>NM_001094815.1,mapkapk2.S
13515,>NM_001094816.1,rtkn2.L
13517,>NM_001094817.1,phox2b.S
13519,>NM_001094818.1,dnajb5.S
13521,>NM_001094819.1,zranb2.L
13523,>NM_001094820.1,cited2.L
13525,>NM_001094821.1,chmp4b.L
13527,>NM_001094822.1,psmf1.L
13529,>NM_001094823.1,aktip.S
13531,>NM_001094824.1,ythdc1.L
13533,>NM_001094825.1,trim24.S
13535,>NM_001094827.1,ect2.S
13537,>NM_001094828.1,stag2.S
13539,>NM_001094829.1,hibadh.L
13541,>NM_001094830.1,chrnb2.S
13543,>NM_001094831.1,btbd3.S
13545,>NM_001094832.1,tgds.S
13547,>NM_001094835.1,mip.L
13549,>NM_001094836.1,tmem178a.S
13551,>NM_001094837.1,fdxr.L
13553,>NM_001094838.1,sp8.L
13555,>NM_001094839.1,pphln1.L
13557,>NM_001094840.1,aspscr1.S
13559,>NM_001094841.1,pde4a.S
13561,>NM_001094842.1,vsnl1.L
13563,>NM_001094843.1,psmd6.S
13565,>NM_001094844.1,gtpbp1.S
13567,>NM_001094845.1,prpf4b.S
13569,>NM_001094846.1,p2ry10.L
13571,>NM_001094847.1,vopp1.S
13573,>NM_001094848.1,cd53.L
13575,>NM_001094849.1,znf593.S
13577,>NM_001094850.1,rhbdl2.L
13579,>NM_001094851.1,nrip3.L
13581,>NM_001094852.1,ndufa10.L
13583,>NM_001094853.1,tm2d2.L
13585,>NM_001094854.2,klhl41.S
13587,>NM_001094855.1,myadml2.L
13589,>NM_001094856.2,tmem59.L
13591,>NM_001094857.2,tprg1l.L
13593,>NM_001094858.1,septin10.L
13595,>NM_001094859.2,ltc4s.2.L
13597,>NM_001094860.1,nebl.L
13599,>NM_001094861.1,itih2.S
13601,>NM_001094862.1,pdia4.L
13603,>NM_001094863.1,nmrk2.L
13605,>NM_001094864.2,slc25a17.S
13607,>NM_001094865.2,skap2.S
13609,>NM_001094866.2,gc.S
13611,>NM_001094867.1,adora2a.L
13613,>NM_001094868.1,emid1.S
13615,>NM_001094870.1,nxph3.S
13617,>NM_001094871.1,slc52a1.L
13619,>NM_001094872.1,carhsp1.L
13621,>NM_001094874.1,penk.L
13623,>NM_001094875.1,ap1s2.S
13625,>NM_001094876.1,gdap2.S
13627,>NM_001094877.1,fkbp8.L
13629,>NM_001094878.1,bfar.L
13631,>NM_001094879.1,blzf1.L
13633,>NM_001094881.1,ric8a.S
13635,>NM_001094882.1,hoga1.L
13637,>NM_001094883.1,stc1.S
13639,>NM_001094884.1,cenpk.L
13641,>NM_001094885.1,maoa.L
13643,>NM_001094886.1,nudt12.L
13645,>NM_001094887.1,btf3.S
13647,>NM_001094889.1,spns1.L
13649,>NM_001094891.1,znf268.L
13651,>NM_001094892.1,smdt1.S
13653,>NM_001094894.1,elp4.S
13655,>NM_001094896.1,mrpl48.S
13657,>NM_001094897.2,c16orf87.L
13659,>NM_001094898.1,med4.S
13661,>NM_001094899.1,gbe1.S
13663,>NM_001094900.1,XB5762393.L
13665,>NM_001094901.1,hsd17b12.L
13667,>NM_001094902.1,malt1.S
13669,>NM_001094903.1,XB5969033.L
13671,>NM_001094904.1,LOC495222
13673,>NM_001094905.1,trim3.S
13675,>NM_001094906.1,efs.L
13677,>NM_001094907.1,ddx31.L
13679,>NM_001094908.1,senp3.L
13681,>NM_001094909.1,XB5788060.L
13683,>NM_001094910.1,rnps1.S
13685,>NM_001094911.1,cdca5.L
13687,>NM_001094912.1,prf1.L
13689,>NM_001094913.1,slain2l.L
13691,>NM_001094914.1,sirt7.L
13693,>NM_001094915.1,mfsd10.L
13695,>NM_001094917.1,galns.L
13697,>NM_001094918.1,palm2akap2.L
13699,>NM_001094919.1,rbm12b.1.S
13701,>NM_001094920.1,rorc.L
13703,>NM_001094921.1,p2ry12.L
13705,>NM_001094922.1,LOC495244
13707,>NM_001094923.1,tmem82.L
13709,>NM_001094924.1,gpr107.S
13711,>NM_001094925.1,paip2b.S
13713,>NM_001094927.1,rrp15.S
13715,>NM_001094928.1,tspan3.S
13717,>NM_001094929.1,lima1.L
13719,>NM_001094930.1,snu13.S
13721,>NM_001094931.1,srsf9.S
13723,>NM_001094932.1,vamp8.L
13725,>NM_001094933.1,sema3c.S
13727,>NM_001094934.1,rragc.S
13729,>NM_001094935.1,rrs1.S
13731,>NM_001094936.1,rnf185.L
13733,>NM_001094937.1,vps11.S
13735,>NM_001094938.1,atp5mc1.L
13737,>NM_001094939.1,atp6v1g3.L
13739,>NM_001094940.1,hipk2.L
13741,>NM_001094941.1,krt17.L
13743,>NM_001094942.1,krt61.L
13745,>NM_001094943.1,lactb2.L
13747,>NM_001094944.2,ppib.S
13749,>NM_001094945.1,sulf2.L
13751,>NM_001094946.1,acer3.S
13753,>NM_001094947.1,bhmt.L
13755,>NM_001094948.1,tst.S
13757,>NM_001094949.1,psma6.S
13759,>NM_001094950.1,cct7.L
13761,>NM_001094951.1,tnks.S
13763,>NM_001094952.1,nhlh1.L
13765,>NM_001094953.1,timm17a.S
13767,>NM_001094954.1,mmp1.S
13769,>NM_001094955.1,cryba2.S
13771,>NM_001094956.1,sult1c2.S
13773,>NM_001094957.1,prkaa1.L
13775,>NM_001094958.1,tpst2.L
13777,>NM_001094959.1,pomgnt1.S
13779,>NM_001094960.1,lnpep.L
13781,>NM_001094961.1,mios.S
13783,>NM_001094962.1,gmeb2.L
13785,>NM_001094963.1,dhrs11.S
13787,>NM_001094964.1,ei24.S
13789,>NM_001094965.1,ccnyl1.S
13791,>NM_001094966.1,etv3.S
13793,>NM_001094967.2,pdcd5.S
13795,>NM_001094968.1,prpf31.S
13797,>NM_001094969.1,slc35f2.L
13799,>NM_001094970.1,vars1.S
13801,>NM_001094971.1,ing5.L
13803,>NM_001094972.1,eef1e1.L
13805,>NM_001094973.1,pfdn6.S
13807,>NM_001094974.1,trappc11.S
13809,>NM_001094975.1,kctd12.L
13811,>NM_001094976.1,olfml3.L
13813,>NM_001094977.1,mrps33.L
13815,>NM_001094978.1,dpys.L
13817,>NM_001094980.1,tlr5.L
13819,>NM_001094981.1,mfn1.S
13821,>NM_001094982.1,kiaa1456l.S
13823,>NM_001094983.1,acly.L
13825,>NM_001094984.1,nrarp.S
13827,>NM_001094985.1,lsm4.S
13829,>NM_001094986.1,tubb3.L
13831,>NM_001094987.1,igsf3.S
13833,>NM_001094988.1,plxna1.S
13835,>NM_001094989.1,cidea.L
13837,>NM_001094990.1,pigc.L
13839,>NM_001094991.1,fktn.S
13841,>NM_001094992.1,skap2.L
13843,>NM_001094993.1,tmbim1.S
13845,>NM_001094994.1,zranb1.L
13847,>NM_001094995.1,styx.S
13849,>NM_001094996.1,olfm2.L
13851,>NM_001094997.1,cdk16.L
13853,>NM_001094998.1,pde1b.S
13855,>NM_001094999.1,sh3gl3.S
13857,>NM_001095000.1,otub2.S
13859,>NM_001095001.1,gnb4.S
13861,>NM_001095003.1,rassf6.L
13863,>NM_001095004.1,sh3bp5l.L
13865,>NM_001095005.1,gpx8.L
13867,>NM_001095006.1,vsnl1.S
13869,>NM_001095007.1,mtmr10.S
13871,>NM_001095008.1,klhdc10.L
13873,>NM_001095009.1,eml1.S
13875,>NM_001095010.1,gpr85.L
13877,>NM_001095011.1,klhl21.L
13879,>NM_001095012.2,dusp23.L
13881,>NM_001095013.1,rpl7l1.L
13883,>NM_001095014.1,grpel2.L
13885,>NM_001095015.2,ndufaf2.L
13887,>NM_001095016.1,phax.S
13889,>NM_001095017.2,pelo.L
13891,>NM_001095018.2,txn.L
13893,>NM_001095019.2,fgl2.L
13895,>NM_001095020.1,actr10.L
13897,>NM_001095021.2,cib1.S
13899,>NM_001095022.1,sf3a3.S
13901,>NM_001095023.2,thap1.L
13903,>NM_001095024.1,ptges3l.L
13905,>NM_001095025.2,gmfb.L
13907,>NM_001095026.1,cyp3a5.L
13909,>NM_001095027.2,mrpl12.L
13911,>NM_001095028.2,ndufs3.L
13913,>NM_001095029.2,tesc.L
13915,>NM_001095030.2,cpa1.L
13917,>NM_001095031.2,cpb1.S
13919,>NM_001095032.2,b4galt7.S
13921,>NM_001095033.1,dda1
13923,>NM_001095034.2,mmp8.S
13925,>NM_001095035.1,serpind1.S
13927,>NM_001095036.2,gsto1.S
13929,>NM_001095037.2,dhfr.L
13931,>NM_001095038.2,sarnp.L
13933,>NM_001095039.2,serpina3.L
13935,>NM_001095040.2,harbi1.L
13937,>NM_001095041.2,tagln.S
13939,>NM_001095043.2,mtarc1.S
13941,>NM_001095044.1,XB989596.S
13943,>NM_001095045.2,rgs2.L
13945,>NM_001095046.1,tspan13.S
13947,>NM_001095047.2,emp3.S
13949,>NM_001095048.2,aadacl4.S
13951,>NM_001095049.1,gtpbp10.S
13953,>NM_001095050.1,me3.L
13955,>NM_001095051.1,shbg.S
13957,>NM_001095052.1,nrn1.L
13959,>NM_001095053.2,unc50.S
13961,>NM_001095054.2,tm4sf1.L
13963,>NM_001095055.2,XB5802730.L
13965,>NM_001095056.1,coq8a.L
13967,>NM_001095057.1,il13ra2.S
13969,>NM_001095058.1,plrg1.L
13971,>NM_001095059.1,vapb.S
13973,>NM_001095060.1,rpa3.L
13975,>NM_001095061.1,tbce.L
13977,>NM_001095062.1,rab3a.L
13979,>NM_001095063.1,cyp2a6.4.L
13981,>NM_001095064.1,mrpl20.L
13983,>NM_001095065.1,LOC495407
13985,>NM_001095066.1,pfkfb1.S
13987,>NM_001095067.1,LOC495410
13989,>NM_001095068.1,zgpat.L
13991,>NM_001095069.1,bcl6.L
13993,>NM_001095070.1,tmem263.S
13995,>NM_001095071.1,kif20a.S
13997,>NM_001095072.1,glipr2.S
13999,>NM_001095073.1,sec63.L
14001,>NM_001095074.1,ints6.S
14003,>NM_001095075.1,kif23.S
14005,>NM_001095076.1,ccne2.S
14007,>NM_001095077.1,ap5m1.L
14009,>NM_001095079.1,entpd4.L
14011,>NM_001095080.1,hipk1.L
14013,>NM_001095081.1,ube2j2.L
14015,>NM_001095082.1,mlf2.S
14017,>NM_001095083.1,hnmt.L
14019,>NM_001095085.1,fbxo6.S
14021,>NM_001095087.1,donson.L
14023,>NM_001095088.1,nudt4.L
14025,>NM_001095089.1,cenpn.L
14027,>NM_001095090.1,bicc1.L
14029,>NM_001095091.1,sphk1.L
14031,>NM_001095092.1,adarb1.L
14033,>NM_001095094.1,atp2a3.L
14035,>NM_001095095.1,apba2.S
14037,>NM_001095096.1,LOC495442
14039,>NM_001095097.1,ugcg.S
14041,>NM_001095098.1,lrtm1.S
14043,>NM_001095099.1,pafah1b2.L
14045,>NM_001095100.1,sspn.S
14047,>NM_001095101.1,sncb.L
14049,>NM_001095102.1,maff.S
14051,>NM_001095103.2,myf6.S
14053,>NM_001095104.1,fbxw9.S
14055,>NM_001095105.1,hmx2.S
14057,>NM_001095106.1,XB5897957.S
14059,>NM_001095107.1,LOC495454
14061,>NM_001095108.1,LOC495455
14063,>NM_001095109.1,ppp1r15b-b
14065,>NM_001095110.1,cebpz.L
14067,>NM_001095112.1,pdlim2.S
14069,>NM_001095113.1,nhs.L
14071,>NM_001095114.1,tm9sf2.S
14073,>NM_001095115.1,cd93.S
14075,>NM_001095116.1,LOC495464
14077,>NM_001095117.1,pmm2.L
14079,>NM_001095118.1,LOC495470
14081,>NM_001095119.1,paox.L
14083,>NM_001095120.1,pyroxd2.L
14085,>NM_001095121.1,mrpl9.S
14087,>NM_001095122.1,anpep.L
14089,>NM_001095123.2,tmem41b.L
14091,>NM_001095124.1,LOC495478
14093,>NM_001095125.2,csf2rb.S
14095,>NM_001095126.1,LOC495480
14097,>NM_001095127.1,nuak2.S
14099,>NM_001095128.1,thg1l.L
14101,>NM_001095129.2,nmi.L
14103,>NM_001095131.1,hps4.L
14105,>NM_001095132.1,LOC495489
14107,>NM_001095133.1,dnpep.S
14109,>NM_001095134.1,tnpo1.S
14111,>NM_001095135.1,tdo2.L
14113,>NM_001095136.1,xpo6.S
14115,>NM_001095137.1,mboat7.L
14117,>NM_001095138.1,cdc42ep3.L
14119,>NM_001095139.1,tnpo2.L
14121,>NM_001095140.1,cers5.S
14123,>NM_001095142.1,cpne3.L
14125,>NM_001095143.1,washc1.L
14127,>NM_001095144.1,pcsk9.L
14129,>NM_001095145.1,nxpe2.L
14131,>NM_001095146.1,pik3ip1.L
14133,>NM_001095147.1,ifit1b.L
14135,>NM_001095149.1,prmt5.L
14137,>NM_001095150.1,pim1.L
14139,>NM_001095151.1,LOC495517
14141,>NM_001095152.1,LOC495518
14143,>NM_001095153.1,cel.1.S
14145,>NM_001095154.1,colgalt1.S
14147,>NM_001095155.1,f3.S
14149,>NM_001095157.1,rhof.S
14151,>NM_001095158.1,adamts1.L
14153,>NM_001095159.1,elavl1.S
14155,>NM_001095160.1,gcnt3.L
14157,>NM_001095161.1,cpt1b.L
14159,>NM_001095162.1,stat6.L
14161,>NM_001095163.1,polr2f.S
14163,>NM_001095164.1,pcmt1.L
14165,>NM_001095165.1,usp47.L
14167,>NM_001095166.1,ubox5.S
14169,>NM_001095167.1,sirt2.S
14171,>NM_001095168.1,crebbp.L
14173,>NM_001095169.1,ikzf4.S
14175,>NM_001095170.1,armc9.L
14177,>NM_001095171.1,aamp.L
14179,>NM_001095172.1,clip3.S
14181,>NM_001095174.2,pds5b.S
14183,>NM_001095175.1,tmem145.L
14185,>NM_001095176.1,gigyf2.S
14187,>NM_001095177.1,nomo3.L
14189,>NM_001095178.1,ucp1.S
14191,>NM_001095179.1,ppp1r15b.L
14193,>NM_001095180.1,znhit2.L
14195,>NM_001095181.1,ccni.S
14197,>NM_001095182.1,zmat2.L
14199,>NM_001095183.1,abo.3.L
14201,>NM_001095184.1,kmt5b.L
14203,>NM_001095185.1,tnip1.S
14205,>NM_001095186.1,slc9a3r1.L
14207,>NM_001095187.1,fam171a1.L
14209,>NM_001095189.1,klf10.L
14211,>NM_001095190.1,ptcd1.L
14213,>NM_001095191.1,nfe2.S
14215,>NM_001095192.1,XB5964940.L
14217,>NM_001095193.1,irs4.L
14219,>NM_001095194.1,cat.1.L
14221,>NM_001095196.1,fcn2.L
14223,>NM_001095197.1,lcor.S
14225,>NM_001095198.1,figla.L
14227,>NM_001095199.1,atad1.L
14229,>NM_001095200.1,isoc1.L
14231,>NM_001095201.1,cyb5r2.S
14233,>NM_001095202.1,cmtm3.L
14235,>NM_001095203.1,cbln1.L
14237,>NM_001095204.1,gde1.L
14239,>NM_001095205.1,psenen.L
14241,>NM_001095206.1,ppil6.S
14243,>NM_001095207.1,tubg1.S
14245,>NM_001095208.1,pcsk5.L
14247,>NM_001095209.1,stkld1.L
14249,>NM_001095210.1,exosc4.S
14251,>NM_001095211.1,c1orf74.L
14253,>NM_001095212.1,rnf4.S
14255,>NM_001095213.1,ankrd34b.L
14257,>NM_001095214.1,parp11.L
14259,>NM_001095215.1,gpd2.L
14261,>NM_001095216.1,ankrd16.L
14263,>NM_001095217.1,LOC495950
14265,>NM_001095218.1,nme4.S
14267,>NM_001095219.1,ppp1r36.L
14269,>NM_001095220.1,cfap300.L
14271,>NM_001095221.1,tmem111.L
14273,>NM_001095222.1,mettl18.S
14275,>NM_001095223.1,LOC495956
14277,>NM_001095224.1,pafah1b3.S
14279,>NM_001095225.1,c1orf50.L
14281,>NM_001095226.1,gpr83.2.S
14283,>NM_001095227.1,ikbip.S
14285,>NM_001095228.1,mospd3.L
14287,>NM_001095229.1,isoc2.S
14289,>NM_001095230.2,dusp14.S
14291,>NM_001095231.1,usf2.S
14293,>NM_001095232.1,wdr53.L
14295,>NM_001095233.1,phf13.S
14297,>NM_001095234.1,sergef.L
14299,>NM_001095235.1,psmd10.L
14301,>NM_001095236.1,immp2l.L
14303,>NM_001095237.1,rec8.L
14305,>NM_001095238.1,tgfbi.L
14307,>NM_001095239.2,trappc2l.L
14309,>NM_001095240.1,alkbh6.L
14311,>NM_001095241.1,plpp4.L
14313,>NM_001095242.1,ndufb7.S
14315,>NM_001095243.1,diras3.S
14317,>NM_001095244.1,pou2af1.L
14319,>NM_001095245.1,pef1.L
14321,>NM_001095246.2,dedd2.L
14323,>NM_001095247.1,nudt19.L
14325,>NM_001095248.1,mgst3.L
14327,>NM_001095250.1,fhit.L
14329,>NM_001095251.1,slc25a32.L
14331,>NM_001095252.1,ube3d.S
14333,>NM_001095253.1,cfap299.L
14335,>NM_001095254.1,fbxo7.S
14337,>NM_001095255.1,rrp7a.S
14339,>NM_001095256.1,tex26.L
14341,>NM_001095257.1,irf2.L
14343,>NM_001095258.1,rbks.L
14345,>NM_001095259.1,rwdd2b.L
14347,>NM_001095260.1,ribc1.S
14349,>NM_001095261.1,marchf2.S
14351,>NM_001095262.1,LOC495995
14353,>NM_001095263.1,mrps11.L
14355,>NM_001095264.1,thap7.S
14357,>NM_001095265.1,ptgr1.2.L
14359,>NM_001095266.1,lysmd1.S
14361,>NM_001095267.1,enkur.L
14363,>NM_001095268.1,scpep1.L
14365,>NM_001095269.1,slc25a42.S
14367,>NM_001095270.1,ppcdc.S
14369,>NM_001095271.1,insyn1.L
14371,>NM_001095272.1,psmb3.S
14373,>NM_001095273.1,odf2.L
14375,>NM_001095274.1,stk19.L
14377,>NM_001095275.1,kctd18.L
14379,>NM_001095276.1,ankrd45.S
14381,>NM_001095277.1,LOC496010
14383,>NM_001095278.1,dach2.L
14385,>NM_001095279.1,tomm22.L
14387,>NM_001095280.1,rchy1.L
14389,>NM_001095281.1,lxn.L
14391,>NM_001095282.1,mtmr9.L
14393,>NM_001095283.1,tmem63a.S
14395,>NM_001095284.1,cfap161.L
14397,>NM_001095285.1,cdca4.S
14399,>NM_001095286.1,XB5740125.L
14401,>NM_001095287.1,desi2.L
14403,>NM_001095288.1,tuba1l.S
14405,>NM_001095289.1,twsg2.S
14407,>NM_001095290.2,pxmp2.L
14409,>NM_001095291.1,slc29a1.L
14411,>NM_001095292.1,nudt17.L
14413,>NM_001095293.1,ppp1r32.L
14415,>NM_001095294.2,acp1.L
14417,>NM_001095295.1,pip4k2c.S
14419,>NM_001095296.1,snapc2.L
14421,>NM_001095297.1,rap1gds1.S
14423,>NM_001095298.1,c1orf158.L
14425,>NM_001095299.1,laptm4a.L
14427,>NM_001095300.1,yipf1.L
14429,>NM_001095301.1,bin3.L
14431,>NM_001095302.1,pglyrp1.S
14433,>NM_001095303.1,faap24.L
14435,>NM_001095304.1,tgfa.L
14437,>NM_001095305.1,satl1.L
14439,>NM_001095306.1,cbr1.1.S
14441,>NM_001095307.1,snapin.L
14443,>NM_001095308.1,b4galt3l1.L
14445,>NM_001095309.1,fancd2os.L
14447,>NM_001095310.1,eif3h.S
14449,>NM_001095311.1,borcs5.L
14451,>NM_001095312.1,exosc8.L
14453,>NM_001095313.1,zbtb9.L
14455,>NM_001095314.1,syngr1.S
14457,>NM_001095315.1,coq9.S
14459,>NM_001095316.1,rnf170.L
14461,>NM_001095317.1,otud3.L
14463,>NM_001095318.1,ap3m2.S
14465,>NM_001095319.1,btbd2.L
14467,>NM_001095320.1,rsph1.L
14469,>NM_001095321.1,ppp1r42.L
14471,>NM_001095322.1,atf6.S
14473,>NM_001095323.1,sdf2l1.L
14475,>NM_001095324.1,dyrk3.L
14477,>NM_001095325.1,mtfr1.L
14479,>NM_001095326.1,fabp7.L
14481,>NM_001095327.2,htra1.S
14483,>NM_001095328.1,ubxn2b.L
14485,>NM_001095329.1,efna1.L
14487,>NM_001095330.1,zc2hc1a.S
14489,>NM_001095331.1,chac2.S
14491,>NM_001095332.1,morn3.S
14493,>NM_001095333.1,tekt4.S
14495,>NM_001095334.1,alkbh3.L
14497,>NM_001095335.1,cetp.L
14499,>NM_001095336.1,lrrc69.L
14501,>NM_001095337.1,ntaq1.S
14503,>NM_001095338.1,myg1.S
14505,>NM_001095339.1,lrrc34.L
14507,>NM_001095340.1,golph3l.S
14509,>NM_001095341.1,XB5934217.L
14511,>NM_001095342.1,lrfn4.L
14513,>NM_001095343.1,btg2.S
14515,>NM_001095344.1,pigf.S
14517,>NM_001095345.1,znf41.S
14519,>NM_001095346.1,tmem222.S
14521,>NM_001095347.1,clpp.L
14523,>NM_001095348.1,prdx4.S
14525,>NM_001095349.1,prtn3.L
14527,>NM_001095350.1,tmem53.S
14529,>NM_001095351.1,gnl3l.S
14531,>NM_001095352.1,pex19.S
14533,>NM_001095353.1,rexo2.L
14535,>NM_001095354.1,c11orf65.L
14537,>NM_001095356.1,mrpl40.S
14539,>NM_001095357.1,uros.S
14541,>NM_001095358.1,cyb5d1.L
14543,>NM_001095360.1,LOC496105
14545,>NM_001095361.1,grhl3.L
14547,>NM_001095362.1,ppara.L
14549,>NM_001095363.1,ciao2b.L
14551,>NM_001095364.1,ostc.S
14553,>NM_001095365.1,pqbp1.L
14555,>NM_001095366.2,pnpla4.L
14557,>NM_001095367.1,spsb3.L
14559,>NM_001095368.1,rtraf.S
14561,>NM_001095370.1,rnf114.L
14563,>NM_001095371.1,pgap2.L
14565,>NM_001095372.1,zfand2b.S
14567,>NM_001095373.1,dedd.S
14569,>NM_001095374.1,arhgdib.L
14571,>NM_001095375.1,mlf1.L
14573,>NM_001095376.1,parp3.L
14575,>NM_001095377.1,wwtr1.L
14577,>NM_001095378.1,snta1.L
14579,>NM_001095380.1,mpc1.S
14581,>NM_001095381.1,glrx3.S
14583,>NM_001095382.1,nudcd2.L
14585,>NM_001095383.1,rab11b.2.L
14587,>NM_001095384.1,ttc33.L
14589,>NM_001095385.1,etfa.L
14591,>NM_001095386.1,commd3.L
14593,>NM_001095387.1,gstz1.L
14595,>NM_001095388.1,ngdn.L
14597,>NM_001095389.1,cbx8.S
14599,>NM_001095390.1,dera.S
14601,>NM_001095393.1,ak8.L
14603,>NM_001095394.1,cfap45.S
14605,>NM_001095395.1,m6pr.S
14607,>NM_001095396.1,lpcat3.L
14609,>NM_001095397.1,lrrc18.L
14611,>NM_001095398.1,loxl1.L
14613,>NM_001095399.1,spef2.L
14615,>NM_001095400.1,dnaaf10.L
14617,>NM_001095401.1,rnf141.L
14619,>NM_001095402.1,mogat2.1.L
14621,>NM_001095403.1,qrich1l.S
14623,>NM_001095404.1,commd2.S
14625,>NM_001095405.1,vamp8.S
14627,>NM_001095406.1,hvcn1.L
14629,>NM_001095407.1,plekha2.L
14631,>NM_001095408.1,tc2n.S
14633,>NM_001095409.1,fhit.S
14635,>NM_001095410.1,zbtb9.S
14637,>NM_001095411.1,uckl1.L
14639,>NM_001095412.1,nsun4.S
14641,>NM_001095413.1,lrtomt.S
14643,>NM_001095414.1,clvs1.L
14645,>NM_001095415.1,fam210a.L
14647,>NM_001095416.1,fam166c.S
14649,>NM_001095417.1,cldn19.S
14651,>NM_001095418.1,ppp4r2.L
14653,>NM_001095419.1,ndufs3.S
14655,>NM_001095420.1,cnpy1.S
14657,>NM_001095421.1,nsdhl.L
14659,>NM_001095422.1,dnajc27.S
14661,>NM_001095423.1,slc16a13.L
14663,>NM_001095424.1,tekt3.S
14665,>NM_001095425.1,hormad1.S
