,accession,gene
4585,>XM_001393448.1,An09g01680
4587,>XM_001393451.3,An09g01710
4589,>XM_001393453.3,An09g01750
4591,>XM_001393457.1,An09g01790
4593,>XM_001393458.1,An09g01800
4595,>XM_001393460.1,An09g01820
4597,>XM_001393462.3,An09g01840
4599,>XM_001393463.1,An09g01850
4601,>XM_001393465.1,An09g01870
4603,>XM_001393466.1,An09g01880
4605,>XM_001393468.1,An09g01900
4607,>XM_001393470.1,An09g01920
4609,>XM_001393472.3,An09g01940
4611,>XM_001393482.1,An09g02040
4613,>XM_001393483.1,An09g02050
4615,>XM_001393485.1,An09g02080
4617,>XM_001393489.1,An09g02120
4619,>XM_001393492.1,An09g02150
4621,>XM_001393495.3,An09g02180
4623,>XM_001393498.1,An09g02210
4625,>XM_001393500.1,An09g02230
4627,>XM_001393501.3,An09g02240
4629,>XM_001393503.3,An09g02260
4631,>XM_001393506.3,An09g02290
4633,>XM_001393509.3,An09g02320
4635,>XM_001393511.1,An09g02340
4637,>XM_001393515.1,An09g02380
4639,>XM_001393516.1,An09g02390
4641,>XM_001393518.3,An09g02410
4643,>XM_001393520.1,An09g02430
4645,>XM_001393523.1,An09g02460
4647,>XM_001393526.3,An09g02490
4649,>XM_001393528.1,An09g02510
4651,>XM_001393529.1,An09g02520
4653,>XM_001393531.3,An09g02540
4655,>XM_001393537.1,An09g02610
4657,>XM_001393541.1,An09g02650
4659,>XM_001393542.1,An09g02660
4661,>XM_001393546.1,An09g02700
4663,>XM_001393548.1,An09g02710
4665,>XM_001393549.3,An09g02720
4667,>XM_001393550.1,An09g02730
4669,>XM_001393551.1,An09g02740
4671,>XM_001393554.3,An09g02770
4673,>XM_001393555.3,An09g02780
4675,>XM_001393556.3,An09g02790
4677,>XM_001393558.3,An09g02810
4679,>XM_001393559.1,An09g02820
4681,>XM_001393560.3,An09g02830
4683,>XM_001393561.3,An09g02840
4685,>XM_001393563.3,An09g02860
4687,>XM_001393565.1,An09g02880
4689,>XM_001393566.1,An09g02890
4691,>XM_001393567.3,An09g02900
4693,>XM_001393568.3,An09g02910
4695,>XM_001393569.3,An09g02920
4697,>XM_001393570.3,An09g02930
4699,>XM_001393574.3,An09g02950
4701,>XM_001393578.3,An09g02990
4703,>XM_001393579.3,An09g03000
4705,>XM_001393581.3,An09g03020
4707,>XM_001393582.1,An09g03030
4709,>XM_001393583.3,An09g03040
4711,>XM_001393586.3,An09g03070
4713,>XM_001393592.1,An09g03130
4715,>XM_001393597.3,An09g03180
4717,>XM_001393599.3,An09g03200
4719,>XM_001393600.3,An09g03210
4721,>XM_001393602.1,An09g03230
4723,>XM_001393603.3,An09g03240
4725,>XM_001393609.1,An09g03290
4727,>XM_001393610.1,An09g03300
4729,>XM_001393612.1,An09g03320
4731,>XM_001393613.1,An09g03330
4733,>XM_001393614.3,An09g03340
4735,>XM_001393618.3,An09g03380
4737,>XM_001393624.3,An09g03440
4739,>XM_001393625.3,An09g03450
4741,>XM_001393628.3,An09g03480
4743,>XM_001393630.3,bphA
4745,>XM_001393633.1,An09g03530
4747,>XM_001393636.3,An09g03560
4749,>XM_001393640.1,An09g03600
4751,>XM_001393642.1,An09g03620
4753,>XM_001393645.1,An09g03650
4755,>XM_001393650.3,An09g03710
4757,>XM_001393651.1,An09g03720
4759,>XM_001393652.3,An09g03730
4761,>XM_001393653.1,An09g03740
4763,>XM_001393656.1,An09g03770
4765,>XM_001393657.1,pepD
4767,>XM_001393662.1,An09g03830
4769,>XM_001393664.3,An09g03850
4771,>XM_001393665.1,An09g03860
4773,>XM_001393666.3,An09g03870
4775,>XM_001393668.1,An09g03890
4777,>XM_001393669.3,An09g03900
4779,>XM_001393671.1,An09g03920
4781,>XM_001393673.3,An09g03940
4783,>XM_001393674.3,An09g03950
4785,>XM_001393675.3,An09g03960
4787,>XM_001393677.3,An09g03980
4789,>XM_001393678.3,An09g03990
4791,>XM_001393679.3,An09g04000
4793,>XM_001393680.3,An09g04010
4795,>XM_001393682.3,An09g04030
4797,>XM_001393684.3,An09g04050
4799,>XM_001393685.3,An09g04060
4801,>XM_001393687.3,An09g04080
4803,>XM_001393689.1,An09g04100
4805,>XM_001393690.1,An09g04110
4807,>XM_001393692.3,An09g04130
4809,>XM_001393696.3,An09g04170
4811,>XM_001393697.1,An09g04180
4813,>XM_001393698.3,An09g04190
4815,>XM_001393699.3,An09g04200
4817,>XM_001393700.3,An09g04210
4819,>XM_001393703.3,An09g04250
4821,>XM_001393706.3,An09g04280
4823,>XM_001393711.1,An09g04335
4825,>XM_001393713.1,An09g04360
4827,>XM_001393714.1,An09g04370
4829,>XM_001393715.1,An09g04380
4831,>XM_001393720.1,An09g04440
4833,>XM_001393723.3,An09g04470
4835,>XM_001393727.3,An09g04510
4837,>XM_001393728.3,An09g04520
4839,>XM_001393730.3,An09g04540
4841,>XM_001393734.3,An09g04580
4843,>XM_001393736.1,An09g04600
4845,>XM_001393738.3,An09g04620
4847,>XM_001393740.3,An09g04640
4849,>XM_001393744.1,An09g04680
4851,>XM_001393755.3,An09g04790
4853,>XM_001393757.3,An09g04810
4855,>XM_001393758.3,An09g04820
4857,>XM_001393761.3,An09g04850
4859,>XM_001393763.1,An09g04870
4861,>XM_001393764.3,An09g04880
4863,>XM_001393766.3,An09g04900
4865,>XM_001393767.3,An09g04910
4867,>XM_001393770.3,An09g04950
4869,>XM_001393772.3,An09g04970
4871,>XM_001393773.1,An09g04980
4873,>XM_001393774.1,An09g04990
4875,>XM_001393775.1,An09g05000
4877,>XM_001393776.1,An09g05010
4879,>XM_001393781.1,An09g05060
4881,>XM_001393782.3,An09g05070
4883,>XM_001393786.3,An09g05120
4885,>XM_001393787.1,An09g05130
4887,>XM_001393788.1,An09g05140
4889,>XM_001393791.3,An09g05170
4891,>XM_001393792.3,An09g05180
4893,>XM_001393795.3,An09g05210
4895,>XM_001393796.3,An09g05230
4897,>XM_001393797.3,An09g05240
4899,>XM_001393799.3,An09g05260
4901,>XM_001393800.1,An09g05270
4903,>XM_001393802.3,An09g05290
4905,>XM_001393803.3,An09g05300
4907,>XM_001393804.3,An09g05310
4909,>XM_001393806.1,An09g05330
4911,>XM_001393808.3,An09g05350
4913,>XM_001393809.3,An09g05360
4915,>XM_001393810.3,An09g05370
4917,>XM_001393811.3,An09g05380
4919,>XM_001393815.3,An09g05420
4921,>XM_001393820.3,An09g05480
4923,>XM_001393821.3,An09g05490
4925,>XM_001393825.3,An09g05530
4927,>XM_001393826.3,An09g05540
4929,>XM_001393827.1,An09g05550
4931,>XM_001393830.3,An09g05580
4933,>XM_001393831.3,An09g05590
4935,>XM_001393835.3,An09g05625
4937,>XM_001393836.1,An09g05630
4939,>XM_001393837.1,An09g05640
4941,>XM_001393838.3,An09g05650
4943,>XM_001393839.3,An09g05655
4945,>XM_001393843.3,An09g05690
4947,>XM_001393844.3,An09g05700
4949,>XM_001393851.1,An09g05770
4951,>XM_001393858.3,An09g05840
4953,>XM_001393859.3,An09g05850
4955,>XM_001393860.3,An09g05860
4957,>XM_001393861.3,An09g05870
4959,>XM_001393862.3,An09g05880
4961,>XM_001393863.3,An09g05890
4963,>XM_001393864.3,An09g05900
4965,>XM_001393868.1,Sox
4967,>XM_001393869.3,An09g05950
4969,>XM_001393872.3,An09g05970
4971,>XM_001393873.3,An09g05980
4973,>XM_001393875.1,An09g06000
4975,>XM_001393877.3,An09g06020
4977,>XM_001393879.3,An09g06040
4979,>XM_001393880.3,An09g06050
4981,>XM_001393882.3,An09g06070
4983,>XM_001393886.3,An09g06110
4985,>XM_001393888.1,An09g06130
4987,>XM_001393889.3,An09g06140
4989,>XM_001393891.1,An09g06160
4991,>XM_001393892.3,An09g06170
4993,>XM_001393895.3,An09g06200
4995,>XM_001393896.1,An09g06210
4997,>XM_001393897.1,An09g06220
4999,>XM_001393898.1,An09g06230
5001,>XM_001393900.3,An09g06250
5003,>XM_001393906.3,An09g06290
5005,>XM_001393907.3,An09g06300
5007,>XM_001393908.3,An09g06310
5009,>XM_001393914.1,An09g06370
5011,>XM_001393915.1,An09g06380
5013,>XM_001393916.1,An09g06390
5015,>XM_001393919.3,An09g06420
5017,>XM_001393921.3,An09g06430
5019,>XM_001393923.3,An09g06450
5021,>XM_001393924.3,An09g06460
5023,>XM_001393926.3,An09g06480
5025,>XM_001393927.1,An09g06490
5027,>XM_001393928.3,An09g06500
5029,>XM_001393931.1,An09g06530
5031,>XM_001393936.3,An09g06580
5033,>XM_001393937.3,sspB
5035,>XM_001393939.3,An09g06610
5037,>XM_001393942.1,An09g06640
5039,>XM_001393943.3,An09g06650
5041,>XM_001393946.3,citA
5043,>XM_001393948.3,An09g06700
5045,>XM_001393949.3,An09g06710
5047,>XM_001393951.3,An09g06730
5049,>XM_001393952.3,An09g06740
5051,>XM_001393953.1,An09g06750
5053,>XM_001393954.1,An09g06760
5055,>XM_001393955.3,An09g06770
5057,>XM_001393956.3,An09g06780
5059,>XM_001393957.3,sgrB
5061,>XM_001393959.3,An09g06810
5063,>XM_001393960.3,An09g06820
5065,>XM_001393963.3,An09g06850
5067,>XM_001393967.3,An09g06890
5069,>XM_001393971.3,An11g00040
5071,>XM_001393973.3,An11g00060
5073,>XM_001393977.3,An11g00100
5075,>XM_001393978.1,An11g00110
5077,>XM_001393979.1,An11g00120
5079,>XM_001393982.1,An11g00150
5081,>XM_001393984.1,An11g00170
5083,>XM_001393987.1,An11g00200
5085,>XM_001393991.1,An11g00240
5087,>XM_001393993.1,An11g00260
5089,>XM_001393994.1,An11g00270
5091,>XM_001393995.1,An11g00280
5093,>XM_001393996.1,An11g00290
5095,>XM_001393997.1,An11g00300
5097,>XM_001393998.1,An11g00310
5099,>XM_001394000.1,An11g00330
5101,>XM_001394002.1,An11g00350
5103,>XM_001394006.3,An11g00390
5105,>XM_001394007.3,An11g00400
5107,>XM_001394008.1,An11g00410
5109,>XM_001394009.3,An11g00420
5111,>XM_001394011.3,An11g00440
5113,>XM_001394014.3,An11g00470
5115,>XM_001394016.1,An11g00490
5117,>XM_001394017.1,An11g00500
5119,>XM_001394018.3,An11g00510
5121,>XM_001394020.3,An11g00530
5123,>XM_001394023.3,An11g00560
5125,>XM_001394027.1,An11g00600
5127,>XM_001394029.1,An11g00620
5129,>XM_001394031.1,An11g00640
5131,>XM_001394032.1,An11g00650
5133,>XM_001394034.1,An11g00670
5135,>XM_001394036.3,An11g00690
5137,>XM_001394038.1,An11g00710
5139,>XM_001394039.1,An11g00720
5141,>XM_001394040.1,An11g00730
5143,>XM_001394041.3,An11g00740
5145,>XM_001394047.3,An11g00760
5147,>XM_001394048.3,An11g00770
5149,>XM_001394049.1,An11g00780
5151,>XM_001394051.1,An11g00800
5153,>XM_001394054.3,An11g00830
5155,>XM_001394060.3,An11g00890
5157,>XM_001394062.1,An11g00910
5159,>XM_001394063.1,An11g00920
5161,>XM_001394064.3,An11g00930
5163,>XM_001394068.3,An11g00970
5165,>XM_001394070.3,An11g00990
5167,>XM_001394074.3,An11g01040
5169,>XM_001394077.3,An11g01070
5171,>XM_001394078.3,An11g01080
5173,>XM_001394081.1,An11g01110
5175,>XM_001394085.3,An11g01150
5177,>XM_001394089.1,An11g01190
5179,>XM_001394092.1,An11g01220
5181,>XM_001394096.3,An11g01260
5183,>XM_001394100.1,An11g01300
5185,>XM_001394101.3,An11g01310
5187,>XM_001394103.3,An11g01330
5189,>XM_001394104.3,An11g01340
5191,>XM_001394109.1,An11g01390
5193,>XM_001394110.3,An11g01400
5195,>XM_001394111.3,An11g01410
5197,>XM_001394118.1,An11g01510
5199,>XM_001394119.3,An11g01520
5201,>XM_001394121.3,An11g01540
5203,>XM_001394122.3,An11g01550
5205,>XM_001394127.3,An11g01600
5207,>XM_001394128.3,An11g01610
5209,>XM_001394130.3,An11g01630
5211,>XM_001394132.1,An11g01650
5213,>XM_001394133.3,An11g01660
5215,>XM_001394136.3,An11g01690
5217,>XM_001394137.1,An11g01700
5219,>XM_001394139.1,An11g01720
5221,>XM_001394141.3,An11g01740
5223,>XM_001394146.1,An11g01790
5225,>XM_001394148.1,An11g01810
5227,>XM_001394150.3,An11g01830
5229,>XM_001394153.1,An11g01860
5231,>XM_001394154.3,An11g01870
5233,>XM_001394155.3,An11g01880
5235,>XM_001394162.1,An11g01950
5237,>XM_001394164.3,An11g01970
5239,>XM_001394166.3,An11g01990
5241,>XM_001394167.3,An11g02000
5243,>XM_001394169.3,An11g02020
5245,>XM_001394170.3,An11g02030
5247,>XM_001394172.3,An11g02050
5249,>XM_001394174.1,An11g02070
5251,>XM_001394176.1,An11g02100
5253,>XM_001394178.1,An11g02120
5255,>XM_001394179.3,An11g02140
5257,>XM_001394181.1,An11g02160
5259,>XM_001394182.3,An11g02170
5261,>XM_001394183.3,An11g02180
5263,>XM_001394184.3,An11g02190
5265,>XM_001394185.3,An11g02200
5267,>XM_001394187.3,An11g02230
5269,>XM_001394191.3,An11g02270
5271,>XM_001394203.3,An11g02380
5273,>XM_001394207.3,An11g02430
5275,>XM_001394209.1,An11g02450
5277,>XM_001394210.3,An11g02460
5279,>XM_001394211.3,An11g02470
5281,>XM_001394214.1,An11g02500
5283,>XM_001394217.1,An11g02530
5285,>XM_001394219.3,An11g02550
5287,>XM_001394223.3,An11g02590
5289,>XM_001394224.3,An11g02600
5291,>XM_001394225.3,An11g02610
5293,>XM_001394226.3,An11g02620
5295,>XM_001394227.3,An11g02630
5297,>XM_001394228.3,An11g02640
5299,>XM_001394229.3,An11g02650
5301,>XM_001394231.1,An11g02670
5303,>XM_001394233.3,An11g02690
5305,>XM_001394234.3,An11g02700
5307,>XM_001394239.3,An11g02750
5309,>XM_001394240.3,An11g02760
5311,>XM_001394241.3,An11g02770
5313,>XM_001394243.3,An11g02785
5315,>XM_001394247.3,An11g02830
5317,>XM_001394249.3,An11g02850
5319,>XM_001394257.3,An11g02920
5321,>XM_001394259.1,An11g02940
5323,>XM_001394261.1,An11g02960
5325,>XM_001394262.1,An11g02970
5327,>XM_001394263.3,An11g02980
5329,>XM_001394269.3,An11g03040
5331,>XM_001394271.3,An11g03060
5333,>XM_001394275.1,An11g03100
5335,>XM_001394276.3,An11g03110
5337,>XM_001394277.1,An11g03120
5339,>XM_001394278.1,An11g03130
5341,>XM_001394281.3,An11g03160
5343,>XM_001394282.3,An11g03170
5345,>XM_001394283.3,An11g03180
5347,>XM_001394284.3,An11g03190
5349,>XM_001394285.1,inuA
5351,>XM_001394288.3,An11g03230
5353,>XM_001394291.1,An11g03260
5355,>XM_001394292.1,An11g03270
5357,>XM_001394293.3,An11g03290
5359,>XM_001394295.3,An11g03310
5361,>XM_001394297.1,An11g03330
5363,>XM_001394298.3,An11g03340
5365,>XM_001394302.1,An11g03380
5367,>XM_001394303.1,An11g03390
5369,>XM_001394304.1,An11g03400
5371,>XM_001394305.3,An11g03420
5373,>XM_001394306.3,An11g03430
5375,>XM_001394307.1,An11g03450
5377,>XM_001394308.1,An11g03460
5379,>XM_001394309.1,An11g03470
5381,>XM_001394310.3,An11g03480
5383,>XM_001394311.3,An11g03490
5385,>XM_001394313.3,An11g03510
5387,>XM_001394314.1,An11g03520
5389,>XM_001394315.1,An11g03530
5391,>XM_001394316.1,An11g03540
5393,>XM_001394320.1,An11g03580
5395,>XM_001394321.1,An11g03590
5397,>XM_001394322.3,An11g03600
5399,>XM_001394324.1,An11g03620
5401,>XM_001394326.1,An11g03640
5403,>XM_001394329.3,An11g03680
5405,>XM_001394334.1,An11g03730
5407,>XM_001394335.1,An11g03740
5409,>XM_001394337.1,An11g03760
5411,>XM_001394340.1,An11g03790
5413,>XM_001394341.1,An11g03800
5415,>XM_001394342.1,An11g03810
5417,>XM_001394344.1,An11g03830
5419,>XM_001394347.1,An11g03880
5421,>XM_001394350.1,An11g03920
5423,>XM_001394351.3,An11g03930
5425,>XM_001394352.1,An11g03940
5427,>XM_001394353.3,An11g03950
5429,>XM_001394354.1,An11g03960
5431,>XM_001394355.3,An11g03970
5433,>XM_001394358.1,An11g04000
5435,>XM_001394360.1,An11g04020
5437,>XM_001394361.1,An11g04030
5439,>XM_001394362.1,An11g04040
5441,>XM_001394364.1,An11g04060
5443,>XM_001394367.1,An11g04090
5445,>XM_001394368.1,An11g04100
5447,>XM_001394369.1,An11g04110
5449,>XM_001394373.1,An11g04150
5451,>XM_001394375.3,An11g04168
5453,>XM_001394376.3,bipA
5455,>XM_001394378.1,An11g04200
5457,>XM_001394380.3,An11g04220
5459,>XM_001394382.3,An11g04240
5461,>XM_001394383.3,An11g04250
5463,>XM_001394384.1,An11g04260
5465,>XM_001394387.1,An11g04290
5467,>XM_001394388.1,An11g04300
5469,>XM_001394389.3,An11g04310
5471,>XM_001394390.3,An11g04320
5473,>XM_001394392.3,An11g04340
5475,>XM_001394395.3,An11g04370
5477,>XM_001394396.3,An11g04390
5479,>XM_001394398.1,An11g04400
5481,>XM_001394402.3,An11g04460
5483,>XM_001394403.3,An11g04470
5485,>XM_001394405.3,An11g04500
5487,>XM_001394406.3,An11g04510
5489,>XM_001394407.1,An11g04520
5491,>XM_001394408.1,An11g04530
5493,>XM_001394409.3,An11g04540
5495,>XM_001394415.1,An11g04610
5497,>XM_001394416.3,An11g04620
5499,>XM_001394418.1,An11g04640
5501,>XM_001394419.3,An11g04650
5503,>XM_001394420.1,An11g04660
5505,>XM_001394421.3,An11g04670
5507,>XM_001394423.3,An11g04680
5509,>XM_001394424.1,An11g04700
5511,>XM_001394426.3,An11g04720
5513,>XM_001394429.3,An11g04750
5515,>XM_001394430.3,An11g04760
5517,>XM_001394433.3,An11g04790
5519,>XM_001394435.3,aox1
5521,>XM_001394436.3,An11g04820
5523,>XM_001394438.1,An11g04840
5525,>XM_001394440.3,An11g04860
5527,>XM_001394441.3,An11g04870
5529,>XM_001394444.3,An11g04900
5531,>XM_001394449.3,An11g04940
5533,>XM_001394452.1,An11g04970
5535,>XM_001394454.3,An11g04990
5537,>XM_001394455.3,An11g05000
5539,>XM_001394456.3,An11g05010
5541,>XM_001394460.1,An11g05060
5543,>XM_001394464.1,An11g05100
5545,>XM_001394467.3,An11g05130
5547,>XM_001394473.1,An11g05190
5549,>XM_001394476.3,An11g05230
5551,>XM_001394477.1,An11g05240
5553,>XM_001394478.3,An11g05260
5555,>XM_001394480.1,An11g05280
5557,>XM_001394483.1,An11g05320
5559,>XM_001394485.1,An11g05340
5561,>XM_001394491.3,An11g05420
5563,>XM_001394492.3,An11g05430
5565,>XM_001394499.1,An11g05500
5567,>XM_001394500.3,An11g05510
5569,>XM_001394504.1,An11g05550
5571,>XM_001394507.1,An11g05580
5573,>XM_001394509.3,An11g05600
5575,>XM_001394513.3,An11g05640
5577,>XM_001394515.3,An11g05660
5579,>XM_001394517.1,An11g05680
5581,>XM_001394519.3,An11g05700
5583,>XM_001394520.3,An11g05710
5585,>XM_001394523.3,An11g05740
5587,>XM_001394524.1,An11g05750
5589,>XM_001394525.3,An11g05760
5591,>XM_001394527.3,An11g05780
5593,>XM_001394530.1,An11g05810
5595,>XM_001394539.1,An11g05910
5597,>XM_001394540.3,An11g05920
5599,>XM_001394542.1,An11g05940
5601,>XM_001394546.1,An11g05980
5603,>XM_001394547.3,An11g05990
5605,>XM_001394551.3,An11g06040
5607,>XM_001394554.1,An11g06070
5609,>XM_001394555.3,An11g06090
5611,>XM_001394558.3,An11g06110
5613,>XM_001394559.3,An11g06120
5615,>XM_001394560.1,An11g06130
5617,>XM_001394561.3,An11g06140
5619,>XM_001394562.1,An11g06150
5621,>XM_001394563.1,An11g06160
5623,>XM_001394564.1,An11g06170
5625,>XM_001394565.3,An11g06180
5627,>XM_001394566.1,An11g06190
5629,>XM_001394567.3,An11g06200
5631,>XM_001394569.1,An11g06230
5633,>XM_001394573.3,An11g06270
5635,>XM_001394574.3,An11g06280
5637,>XM_001394575.3,An11g06290
5639,>XM_001394578.3,An11g06320
5641,>XM_001394579.1,An11g06330
5643,>XM_001394581.1,An11g06380
5645,>XM_001394585.3,An11g06430
5647,>XM_001394586.1,An11g06440
5649,>XM_001394589.3,An11g06480
5651,>XM_001394592.3,An11g06510
5653,>XM_001394600.3,An11g06590
5655,>XM_001394601.1,An11g06600
5657,>XM_001394602.3,An11g06610
5659,>XM_001394606.1,An11g06650
5661,>XM_001394608.3,An11g06670
5663,>XM_001394609.3,An11g06680
5665,>XM_001394610.3,An11g06690
5667,>XM_001394613.3,An11g06720
5669,>XM_001394614.1,An11g06730
5671,>XM_001394618.1,An11g06770
5673,>XM_001394620.3,An11g06790
5675,>XM_001394623.3,An11g06820
5677,>XM_001394627.3,An11g06860
5679,>XM_001394629.1,An11g06880
5681,>XM_001394630.3,An11g06890
5683,>XM_001394634.1,An11g06930
5685,>XM_001394636.1,An11g06960
5687,>XM_001394637.1,An11g06970
5689,>XM_001394640.1,An11g07000
5691,>XM_001394641.3,An11g07010
5693,>XM_001394642.3,An11g07020
5695,>XM_001394643.3,An11g07030
5697,>XM_001394644.3,An11g07040
5699,>XM_001394645.1,An11g07050
5701,>XM_001394646.3,An11g07060
5703,>XM_001394647.1,An11g07070
5705,>XM_001394648.1,An11g07080
5707,>XM_001394649.1,An11g07090
5709,>XM_001394650.3,An11g07100
5711,>XM_001394652.1,An11g07120
5713,>XM_001394659.1,An11g07190
5715,>XM_001394661.3,An11g07210
5717,>XM_001394664.1,An11g07270
5719,>XM_001394666.3,An11g07290
5721,>XM_001394668.1,An11g07310
5723,>XM_001394669.1,An11g07320
5725,>XM_001394670.3,An11g07330
5727,>XM_001394671.1,An11g07340
5729,>XM_001394675.1,An11g07380
5731,>XM_001394683.3,An11g07490
5733,>XM_001394687.3,An11g07550
5735,>XM_001394689.1,An11g07570
5737,>XM_001394691.3,An11g07590
5739,>XM_001394695.3,An11g07630
5741,>XM_001394697.3,An11g07650
5743,>XM_001394698.1,An11g07660
5745,>XM_001394700.3,An11g07680
5747,>XM_001394701.3,An11g07690
5749,>XM_001394706.1,An11g07740
5751,>XM_001394707.3,An11g07750
5753,>XM_001394708.3,An11g07760
5755,>XM_001394710.1,An11g07780
5757,>XM_001394716.3,An11g07840
5759,>XM_001394719.3,An11g07875
5761,>XM_001394723.3,An11g07920
5763,>XM_001394726.1,An11g07950
5765,>XM_001394727.1,An11g07960
5767,>XM_001394728.3,An11g07970
5769,>XM_001394732.3,An11g08010
5771,>XM_001394733.1,An11g08020
5773,>XM_001394734.3,An11g08030
5775,>XM_001394736.3,An11g08050
5777,>XM_001394737.1,An11g08060
5779,>XM_001394738.1,An11g08070
5781,>XM_001394739.3,An11g08080
5783,>XM_001394745.1,An11g08140
5785,>XM_001394746.3,An11g08150
5787,>XM_001394750.3,An11g08190
5789,>XM_001394751.3,An11g08200
5791,>XM_001394756.3,An11g08250
5793,>XM_001394757.1,An11g08260
5795,>XM_001394758.1,An11g08280
5797,>XM_001394766.1,An11g08370
5799,>XM_001394773.1,An11g08440
5801,>XM_001394775.3,An11g08460
5803,>XM_001394779.3,An11g08510
5805,>XM_001394781.1,An11g08530
5807,>XM_001394783.3,An11g08550
5809,>XM_001394788.3,An11g08610
5811,>XM_001394789.1,An11g08620
5813,>XM_001394799.1,An11g08750
5815,>XM_001394803.1,An11g08790
5817,>XM_001394805.3,An11g08820
5819,>XM_001394807.3,An11g08840
5821,>XM_001394809.1,An11g08860
5823,>XM_001394810.2,An11g08870
5825,>XM_001394811.3,An11g08880
5827,>XM_001394813.1,An11g08900
5829,>XM_001394815.1,An11g08920
5831,>XM_001394818.3,An11g08950
5833,>XM_001394822.3,An11g08990
5835,>XM_001394823.3,An11g09000
5837,>XM_001394826.1,An11g09030
5839,>XM_001394828.3,An11g09050
5841,>XM_001394829.1,An11g09060
5843,>XM_001394832.3,An11g09110
5845,>XM_001394833.3,An11g09120
5847,>XM_001394834.1,An11g09130
5849,>XM_001394835.1,An11g09140
5851,>XM_001394838.1,An11g09170
5853,>XM_001394840.1,An11g09190
5855,>XM_001394841.1,An11g09200
5857,>XM_001394844.3,An11g09230
5859,>XM_001394845.1,An11g09240
5861,>XM_001394846.1,An11g09250
5863,>XM_001394848.1,An11g09270
5865,>XM_001394853.3,An11g09320
5867,>XM_001394854.3,An11g09330
5869,>XM_001394857.1,An11g09360
5871,>XM_001394858.1,An11g09370
5873,>XM_001394859.3,An11g09380
5875,>XM_001394860.3,An11g09390
5877,>XM_001394862.3,An11g09410
5879,>XM_001394865.1,An11g09440
5881,>XM_001394866.3,An11g09450
5883,>XM_001394867.3,An11g09460
5885,>XM_001394868.3,An11g09470
5887,>XM_001394869.3,An11g09480
5889,>XM_001394871.3,An11g09500
5891,>XM_001394872.3,An11g09510
5893,>XM_001394873.1,An11g09520
5895,>XM_001394875.1,An11g09540
5897,>XM_001394876.3,An11g09550
5899,>XM_001394877.1,An11g09560
5901,>XM_001394878.3,An11g09570
5903,>XM_001394880.3,An11g09590
5905,>XM_001394882.3,An11g09610
5907,>XM_001394885.3,An11g09640
5909,>XM_001394887.1,An11g09660
5911,>XM_001394888.3,An11g09670
5913,>XM_001394890.3,An11g09690
5915,>XM_001394891.3,An11g09700
5917,>XM_001394894.3,An11g09730
5919,>XM_001394895.3,An11g09740
5921,>XM_001394896.1,An11g09750
5923,>XM_001394897.3,An11g09760
5925,>XM_001394898.3,An11g09770
5927,>XM_001394900.3,An11g09780
5929,>XM_001394901.3,An11g09790
5931,>XM_001394902.3,An11g09800
5933,>XM_001394903.3,An11g09820
5935,>XM_001394904.1,An11g09830
5937,>XM_001394905.3,An11g09840
5939,>XM_001394906.1,An11g09850
5941,>XM_001394910.3,An11g09890
5943,>XM_001394911.3,An11g09900
5945,>XM_001394912.1,An11g09910
5947,>XM_001394913.3,An11g09920
5949,>XM_001394914.1,An11g09930
5951,>XM_001394917.3,An11g09960
5953,>XM_001394918.3,An11g09970
5955,>XM_001394920.3,An11g09985
5957,>XM_001394921.3,An11g09990
5959,>XM_001394924.1,An11g10020
5961,>XM_001394926.3,An11g10050
5963,>XM_001394927.3,An11g10060
5965,>XM_001394928.3,An11g10070
5967,>XM_001394930.3,An11g10090
5969,>XM_001394931.3,An11g10100
5971,>XM_001394936.1,An11g10150
5973,>XM_001394937.1,An11g10160
5975,>XM_001394939.3,An11g10180
5977,>XM_001394941.3,An11g10200
5979,>XM_001394944.3,An11g10240
5981,>XM_001394946.3,An11g10260
5983,>XM_001394949.1,An11g10290
5985,>XM_001394950.3,An11g10300
5987,>XM_001394951.3,An11g10310
5989,>XM_001394953.3,An11g10330
5991,>XM_001394954.1,An11g10340
5993,>XM_001394955.3,An11g10350
5995,>XM_001394957.3,An11g10370
5997,>XM_001394959.3,An11g10390
5999,>XM_001394960.3,An11g10400
6001,>XM_001394963.3,An11g10430
6003,>XM_001394965.1,An11g10450
6005,>XM_001394967.1,An11g10470
6007,>XM_001394969.3,An11g10490
6009,>XM_001394974.3,An11g10540
6011,>XM_001394978.3,An11g10570
6013,>XM_001394979.3,An11g10590
6015,>XM_001394981.3,An11g10610
6017,>XM_001394982.3,An11g10620
6019,>XM_001394985.3,An11g10650
6021,>XM_001394986.1,An11g10660
6023,>XM_001394988.3,An11g10680
6025,>XM_001394989.3,An11g10690
6027,>XM_001394991.3,An11g10710
6029,>XM_001394992.1,An11g10720
6031,>XM_001394993.3,An11g10730
6033,>XM_001394995.3,An11g10750
6035,>XM_001394996.1,An11g10760
6037,>XM_001394999.1,An11g10790
6039,>XM_001395000.1,An11g10800
6041,>XM_001395002.1,An11g10820
6043,>XM_001395009.3,An11g10890
6045,>XM_001395011.3,An11g10910
6047,>XM_001395012.3,An11g10920
6049,>XM_001395013.1,An11g10930
6051,>XM_001395019.3,An11g10990
6053,>XM_001395020.3,An11g11000
6055,>XM_001395021.1,An11g11010
6057,>XM_001395022.3,An11g11020
