,accession,gene
22251,>NM_001379984.1,T28A8.2
22253,>NM_001379985.1,dip-2
22255,>NM_001379986.2,shpk-1
22257,>NM_001379988.2,cul-2
22259,>NM_001379989.1,lit-1
22261,>NM_001379992.1,B0545.4
22263,>NM_001379993.1,F29C4.4
22265,>NM_001379995.2,pnc-1
22267,>NM_001379997.2,coa-1
22269,>NM_001379998.1,gtf-2H1
22271,>NM_001379999.1,ints-13
22273,>NM_001380000.1,ints-13
22275,>NM_001380001.2,sma-10
22277,>NM_001380002.1,pnp-1
22279,>NM_001380004.1,fln-1
22281,>NM_001380006.1,eri-1
22283,>NM_001380007.1,eri-1
22285,>NM_001380008.1,Y66H1A.5
22287,>NM_001380009.1,dpm-1
22289,>NM_001380011.1,pig-1
22291,>NM_001380012.1,pig-1
22293,>NM_001380013.1,C18H7.1
22295,>NM_001380014.1,K11H12.8
22297,>NM_001380015.1,K11H12.8
22299,>NM_001380016.2,K11H12.6
22301,>NM_001380017.2,K11H12.3
22303,>NM_001380018.1,mrpl-2
22305,>NM_001380019.1,F56B3.4
22307,>NM_001380020.2,madf-1
22309,>NM_001380021.1,madf-1
22311,>NM_001380022.1,Y55F3BR.10
22313,>NM_001380023.1,Y55F3BR.6
22315,>NM_001380024.1,Y55F3BR.6
22317,>NM_001380026.1,egrh-2
22319,>NM_001380027.1,egrh-2
22321,>NM_001380028.1,immp-2
22323,>NM_001380029.1,Y55F3AM.9
22325,>NM_001380030.1,atg-3
22327,>NM_001380031.1,ost-1
22329,>NM_001380032.1,C44B12.6
22331,>NM_001380033.2,C50A2.3
22333,>NM_001380034.1,C50A2.3
22335,>NM_001380036.2,mdt-20
22337,>NM_001380037.1,mdt-20
22339,>NM_001380038.1,spl-3
22341,>NM_001380039.1,C09E9.1
22343,>NM_001380040.1,C09E9.1
22345,>NM_001380041.1,ddx-46
22347,>NM_001380043.1,rpc-11
22349,>NM_001380044.1,clp-7
22351,>NM_001380045.2,Y77E11A.16
22353,>NM_001380046.1,txt-4
22355,>NM_001380047.1,C34H4.5
22357,>NM_001380048.1,C34H4.5
22359,>NM_001380049.1,C34H4.1
22361,>NM_001380050.1,ced-2
22363,>NM_001380051.1,ced-2
22365,>NM_001380052.1,Y41D4B.11
22367,>NM_001380053.1,dsl-3
22369,>NM_001380054.1,nhr-274
22371,>NM_001380055.1,nhr-274
22373,>NM_001380056.3,Y41D4B.4
22375,>NM_001380057.1,K08D12.3
22377,>NM_001380058.1,Y41D4A.6
22379,>NM_001380059.1,Y41D4A.6
22381,>NM_001380060.1,Y41D4A.6
22383,>NM_001380061.2,Y41D4A.4
22385,>NM_001380062.2,Y41D4A.4
22387,>NM_001380063.1,Y41D4A.4
22389,>NM_001380064.1,Y41D4A.4
22391,>NM_001380065.1,snn-1
22393,>NM_001380066.2,snn-1
22395,>NM_001380068.1,egl-4
22397,>NM_001380069.2,F52C12.6
22399,>NM_001380071.1,tdpo-1
22401,>NM_001380072.1,tdpo-1
22403,>NM_001380073.1,Y48A5A.3
22405,>NM_001380074.1,Y76B12C.4
22407,>NM_001380075.1,Y76B12C.4
22409,>NM_001380076.1,Y76B12C.3
22411,>NM_001380077.1,cpsf-1
22413,>NM_001380079.1,cpsf-1
22415,>NM_001380080.1,cpsf-1
22417,>NM_001380081.1,R05C11.4
22419,>NM_001380082.1,Y110A7A.15
22421,>NM_001380083.1,C23H5.11
22423,>NM_001380084.1,test-1
22425,>NM_001380086.1,famp-1
22427,>NM_001380087.1,vha-11
22429,>NM_001380088.1,vha-3
22431,>NM_001380090.1,Y38F2AR.3
22433,>NM_001380091.1,Y38F2AR.3
22435,>NM_001380092.1,eri-5
22437,>NM_001380093.1,Y69A2AR.16
22439,>NM_001380094.1,Y69A2AR.16
22441,>NM_001380095.1,Y69A2AR.50
22443,>NM_001380096.1,Y69A2AR.47
22445,>NM_001380098.1,Y69A2AR.32
22447,>NM_001380100.1,Y69A2AR.1
22449,>NM_001380101.1,egrh-3
22451,>NM_001380102.1,egrh-3
22453,>NM_001380103.1,Y94H6A.10
22455,>NM_001380104.1,Y94H6A.12
22457,>NM_001380105.1,ubxn-2
22459,>NM_001380106.1,ubxn-2
22461,>NM_001380109.1,Y54G2A.45
22463,>NM_001380110.1,Y54G2A.45
22465,>NM_001380111.2,clec-80
22467,>NM_001380114.1,Y54G2A.49
22469,>NM_001380115.1,clec-85
22471,>NM_001380116.1,Y54G2A.16
22473,>NM_001380118.1,nprt-1
22475,>NM_001380120.2,npp-6
22477,>NM_001380121.1,Y54G2A.26
22479,>NM_001380122.1,Y54G2A.73
22481,>NM_001380123.1,Y54G2A.28
22483,>NM_001380124.2,ivph-3
22485,>NM_001380125.1,ivph-3
22487,>NM_001380126.1,ivph-3
22489,>NM_001380128.1,T23E1.3
22491,>NM_001380129.1,Y67D8A.2
22493,>NM_001380130.1,Y67D8A.2
22495,>NM_001380131.1,Y67D8A.2
22497,>NM_001380132.1,Y67D8A.2
22499,>NM_001380133.1,Y67D8A.2
22501,>NM_001380134.1,Y67D8A.2
22503,>NM_001380135.1,Y67D8A.2
22505,>NM_001380136.1,Y67D8A.2
22507,>NM_001380137.1,Y67D8A.2
22509,>NM_001380138.1,T26C12.3
22511,>NM_001380140.2,hrpa-1
22513,>NM_001380141.1,otub-4
22515,>NM_001380142.1,B0546.3
22517,>NM_001380143.1,B0546.4
22519,>NM_001380144.1,dyf-3
22521,>NM_001380145.1,dyf-3
22523,>NM_001380146.1,mrpl-47
22525,>NM_001380147.1,unc-33
22527,>NM_001380148.1,unc-33
22529,>NM_001380149.1,M57.2
22531,>NM_001380152.1,Y37E11B.1
22533,>NM_001380153.1,blos-7
22535,>NM_001380155.1,ltah-1.2
22537,>NM_001380156.1,map-1
22539,>NM_001380157.1,Y37E11AL.2
22541,>NM_001380158.1,smgl-2
22543,>NM_001380159.1,nape-2
22545,>NM_001380161.2,glct-6
22547,>NM_001380162.1,K09B3.1
22549,>NM_001380163.1,osm-3
22551,>NM_001380164.2,osm-3
22553,>NM_001380165.1,M02B7.2
22555,>NM_001380166.1,bris-1
22557,>NM_001380167.2,bris-1
22559,>NM_001380168.1,F37C4.4
22561,>NM_001380169.1,F37C4.4
22563,>NM_001380170.1,F37C4.5
22565,>NM_001380171.1,F37C4.6
22567,>NM_001380172.1,F37C4.8
22569,>NM_001380173.1,hlh-30
22571,>NM_001380175.2,let-526
22573,>NM_001380177.1,let-526
22575,>NM_001380178.1,C35B1.2
22577,>NM_001380179.1,F49F1.7
22579,>NM_001380181.1,K08D10.10
22581,>NM_001380182.1,osgn-1
22583,>NM_001380183.1,osgn-1
22585,>NM_001380185.1,sars-2
22587,>NM_001380186.1,F55F10.1
22589,>NM_001380187.2,F55F10.1
22591,>NM_001380188.1,tald-1
22593,>NM_001380189.1,wapl-1
22595,>NM_001380190.1,wapl-1
22597,>NM_001380191.1,chat-1
22599,>NM_001380193.1,M01H9.4
22601,>NM_001380194.1,rfth-1
22603,>NM_001380195.1,rfth-1
22605,>NM_001380196.1,ZK180.8
22607,>NM_001380197.1,ZK180.6
22609,>NM_001380198.2,ZK185.1
22611,>NM_001380199.1,F28E10.1
22613,>NM_001380200.1,F28E10.1
22615,>NM_001380201.1,F28E10.1
22617,>NM_001380202.1,F19C7.8
22619,>NM_001380203.1,ogdh-1
22621,>NM_001380204.1,K08F11.1
22623,>NM_001380205.1,F55A12.2
22625,>NM_001380207.3,eor-1
22627,>NM_001380208.1,eor-1
22629,>NM_001380209.2,dpf-7
22631,>NM_001380210.1,dpf-5
22633,>NM_001380211.1,tat-2
22635,>NM_001380212.1,pygo-1
22637,>NM_001380213.1,erp-44.1
22639,>NM_001380214.1,lam-1
22641,>NM_001380215.1,mtrf-1L
22643,>NM_001380216.1,erp-44.1
22645,>NM_001380217.1,mtrf-1L
22647,>NM_001380219.1,msp-19
22649,>NM_001380220.2,slfl-4
22651,>NM_001380221.1,Y4C6B.3
22653,>NM_001380222.1,Y4C6B.3
22655,>NM_001380225.2,F41H10.3
22657,>NM_001380226.1,F41H10.3
22659,>NM_001380227.3,elo-5
22661,>NM_001380228.1,perm-3
22663,>NM_001380229.1,ZK616.3
22665,>NM_001380230.1,Y4C6A.4
22667,>NM_001380231.1,rme-2
22669,>NM_001380232.1,B0273.1
22671,>NM_001380233.1,unc-5
22673,>NM_001380234.1,fkh-7
22675,>NM_001380235.1,fkh-7
22677,>NM_001380236.2,C39H7.4
22679,>NM_001380237.1,skn-1
22681,>NM_001380238.1,skn-1
22683,>NM_001380239.1,bec-1
22685,>NM_001380240.1,nhr-46
22687,>NM_001380241.1,lntl-1
22689,>NM_001380242.1,lntl-1
22691,>NM_001380243.1,oops-1
22693,>NM_001380244.1,oops-1
22695,>NM_001380245.1,C06E7.2
22697,>NM_001380246.2,C06E7.4
22699,>NM_001380247.1,lin-33
22701,>NM_001380248.1,H32C10.1
22703,>NM_001380249.1,unc-44
22705,>NM_001380250.2,unc-44
22707,>NM_001380251.2,unc-44
22709,>NM_001380252.2,unc-44
22711,>NM_001380253.1,unc-44
22713,>NM_001380254.1,unc-44
22715,>NM_001380255.1,pqn-22
22717,>NM_001380256.2,pqn-22
22719,>NM_001380257.1,pqn-22
22721,>NM_001380258.1,kcc-2
22723,>NM_001380259.1,lag-1
22725,>NM_001380260.1,rpa-4
22727,>NM_001380261.1,rpa-4
22729,>NM_001380262.1,rpa-4
22731,>NM_001380263.1,F58F9.6
22733,>NM_001380264.1,csp-2
22735,>NM_001380265.1,csp-2
22737,>NM_001380269.2,seu-1
22739,>NM_001380270.1,seu-1
22741,>NM_001380271.1,blos-2
22743,>NM_001380273.1,smg-3
22745,>NM_001380274.1,hrpf-2
22747,>NM_001380275.1,sfrp-1
22749,>NM_001380276.1,nlp-71
22751,>NM_001380277.2,paqr-1
22753,>NM_001380278.1,paqr-1
22755,>NM_001380279.1,paqr-1
22757,>NM_001380280.2,try-3
22759,>NM_001380282.1,C43G2.3
22761,>NM_001380283.2,drh-1
22763,>NM_001380284.1,C01B10.6
22765,>NM_001380285.1,C01B10.6
22767,>NM_001380286.1,hil-7
22769,>NM_001380287.1,Y73B6A.1
22771,>NM_001380288.1,lin-45
22773,>NM_001380289.1,R13H7.2
22775,>NM_001380290.2,R13H7.2
22777,>NM_001380292.1,R13H7.2
22779,>NM_001380293.1,tre-2
22781,>NM_001380294.1,T22D1.17
22783,>NM_001380295.1,T22D1.3
22785,>NM_001380296.1,T22D1.18
22787,>NM_001380297.1,ZK381.62
22789,>NM_001380298.3,cey-3
22791,>NM_001380300.3,adah-1
22793,>NM_001380301.1,nabp-1
22795,>NM_001380302.1,srx-50
22797,>NM_001380303.1,srx-50
22799,>NM_001380304.1,deb-1
22801,>NM_001380305.1,deb-1
22803,>NM_001380306.1,grsp-3
22805,>NM_001380307.1,cyn-12
22807,>NM_001380308.2,hecd-1
22809,>NM_001380309.1,hecd-1
22811,>NM_001380310.2,hecd-1
22813,>NM_001380311.1,hecd-1
22815,>NM_001380312.2,hecd-1
22817,>NM_001380313.3,C34D4.4
22819,>NM_001380315.1,kcc-1
22821,>NM_001380316.2,elo-3
22823,>NM_001380317.1,F42C5.5
22825,>NM_001380319.1,rps-8
22827,>NM_001380320.1,pitr-1
22829,>NM_001380321.1,pitr-1
22831,>NM_001380322.1,egl-19
22833,>NM_001380323.1,srtx-1
22835,>NM_001380324.1,unc-82
22837,>NM_001380325.1,unc-82
22839,>NM_001380327.1,F55G1.7
22841,>NM_001380328.2,F55G1.7
22843,>NM_001380329.1,R05G6.10
22845,>NM_001380335.1,clec-180
22847,>NM_001380336.1,clec-180
22849,>NM_001380338.1,cla-1
22851,>NM_001380339.2,itr-1
22853,>NM_001380340.1,pzls-1
22855,>NM_001380341.1,C50F7.5
22857,>NM_001380342.1,C33H5.13
22859,>NM_001380343.1,C06A6.2
22861,>NM_001380344.1,C06A6.2
22863,>NM_001380345.3,atic-1
22865,>NM_001380346.1,xpo-3
22867,>NM_001380347.2,zipt-2.4
22869,>NM_001380348.1,C49H3.12
22871,>NM_001380349.1,mec-17
22873,>NM_001380351.3,pamn-1
22875,>NM_001380352.1,pmk-2
22877,>NM_001380353.1,pmk-2
22879,>NM_001380354.1,clec-51
22881,>NM_001380356.1,nhr-66
22883,>NM_001380358.1,sqv-1
22885,>NM_001380359.1,D2096.7
22887,>NM_001380360.2,D2096.7
22889,>NM_001380363.2,timm-17B.2
22891,>NM_001380365.1,str-176
22893,>NM_001380366.1,C28C12.1
22895,>NM_001380367.1,C28C12.1
22897,>NM_001380368.1,C28C12.1
22899,>NM_001380369.1,tag-77
22901,>NM_001380370.1,tag-77
22903,>NM_001380373.1,hyl-1
22905,>NM_001380374.1,catp-7
22907,>NM_001380376.1,F42A9.8
22909,>NM_001380377.3,mtk-1
22911,>NM_001380378.1,ttll-11
22913,>NM_001380380.2,parg-1
22915,>NM_001380382.1,F20C5.5
22917,>NM_001380383.2,C33D9.6
22919,>NM_001380387.2,alp-1
22921,>NM_001380388.1,obr-4
22923,>NM_001380389.2,rad-54.L2
22925,>NM_001380391.2,cfim-2
22927,>NM_001380392.1,cfim-2
22929,>NM_001380393.1,D1046.18
22931,>NM_001380394.1,nstp-1
22933,>NM_001380395.1,txdc-15
22935,>NM_001380397.1,nrfl-1
22937,>NM_001380398.3,pcp-3
22939,>NM_001380399.1,wnk-1
22941,>NM_001380400.1,wnk-1
22943,>NM_001380401.1,gpaa-1
22945,>NM_001380402.1,gpaa-1
22947,>NM_001380403.1,gpaa-1
22949,>NM_001380408.1,pezo-1
22951,>NM_001380409.1,daf-15
22953,>NM_001380411.2,T05A1.5
22955,>NM_001380412.1,npr-2
22957,>NM_001380414.1,elt-1
22959,>NM_001380416.1,del-2
22961,>NM_001380418.1,msp-76
22963,>NM_001380419.1,sdz-36
22965,>NM_001380420.2,egl-20
22967,>NM_001380421.1,msp-81
22969,>NM_001380423.1,dur-1
22971,>NM_001380424.1,uba-1
22973,>NM_001380427.2,magu-4
22975,>NM_001380428.1,ent-7
22977,>NM_001380430.1,msp-36
22979,>NM_001380434.2,simr-1
22981,>NM_001380435.1,pxf-1
22983,>NM_001380436.1,pxf-1
22985,>NM_001380437.1,ech-9
22987,>NM_001380439.3,unc-43
22989,>NM_001380440.3,unc-43
22991,>NM_001380441.3,unc-43
22993,>NM_001380442.1,unc-43
22995,>NM_001380443.1,unc-43
22997,>NM_001380444.3,iars-1
22999,>NM_001380445.1,mask-1
23001,>NM_001380446.2,mask-1
23003,>NM_001380448.1,tax-6
23005,>NM_001380450.1,vps-34
23007,>NM_001380453.3,orc-5
23009,>NM_001380456.1,lin-3
23011,>NM_001380457.2,lin-3
23013,>NM_001380458.1,oaz-1
23015,>NM_001380459.2,oaz-1
23017,>NM_001380460.2,pigk-1
23019,>NM_001380461.1,kin-4
23021,>NM_001380462.2,kin-4
23023,>NM_001380463.2,hgap-1
23025,>NM_001380464.1,M04B2.7
23027,>NM_001380465.1,M04B2.7
23029,>NM_001380466.1,ZK809.8
23031,>NM_001380467.1,T22B3.3
23033,>NM_001380468.1,K01A6.7
23035,>NM_001380469.2,T12A7.2
23037,>NM_001380470.3,hgap-1
23039,>NM_001380472.1,par-5
23041,>NM_001380474.1,T12G3.2
23043,>NM_001380475.1,T12G3.2
23045,>NM_001380478.1,col-129
23047,>NM_001380480.3,F35G2.1
23049,>NM_001380482.2,ltah-1.1
23051,>NM_001380483.1,F19B6.1
23053,>NM_001380489.1,T23B5.3
23055,>NM_001380490.1,ZK897.10
23057,>NM_001380494.1,K08D8.11
23059,>NM_001380495.1,K08D8.4
23061,>NM_001380496.1,K10D11.7
23063,>NM_001380497.1,mbk-2
23065,>NM_001380498.1,mbk-2
23067,>NM_001380499.1,mbk-2
23069,>NM_001380500.1,mbk-2
23071,>NM_001380501.1,mbk-2
23073,>NM_001380504.1,tin-9.2
23075,>NM_001380505.2,exos-4.1
23077,>NM_001380506.1,msh-5
23079,>NM_001380507.1,C10G11.1
23081,>NM_001380508.1,Y67H2A.10
23083,>NM_001380509.1,Y67H2A.2
23085,>NM_001380510.1,fat-2
23087,>NM_001380511.1,W02A2.12
23089,>NM_001380512.3,popl-7
23091,>NM_001380514.1,mau-8
23093,>NM_001380516.1,Y38H8A.12
23095,>NM_001380517.2,bli-4
23097,>NM_001380518.3,bli-4
23099,>NM_001380519.1,Y45F10B.3
23101,>NM_001380521.1,bli-4
23103,>NM_001380522.1,C47A4.5
23105,>NM_001380523.1,bli-4
23107,>NM_001380524.1,prdh-1
23109,>NM_001380528.2,cfp-1
23111,>NM_001380529.1,cfp-1
23113,>NM_001380530.1,cfp-1
23115,>NM_001380531.1,cfp-1
23117,>NM_001380534.1,Y57G11C.3
23119,>NM_001380535.1,Y57G11C.3
23121,>NM_001380538.3,ZC328.3
23123,>NM_001380539.2,Y57G11C.1147
23125,>NM_001380540.1,Y57G11C.30
23127,>NM_001380542.1,atln-2
23129,>NM_001380543.1,atln-2
23131,>NM_001380544.1,Y41E3.6
23133,>NM_001380546.1,Y41E3.7
23135,>NM_001380547.1,knl-2
23137,>NM_001380548.1,ntl-11
23139,>NM_001380550.1,Y65A5A.2
23141,>NM_001380555.1,Y51H4A.25
23143,>NM_001380556.1,Y51H4A.25
23145,>NM_001380557.1,acdh-1
23147,>NM_001380558.2,C55B7.3
23149,>NM_001380559.1,lsy-13
23151,>NM_001380560.2,lsy-13
23153,>NM_001380561.1,gtsf-1
23155,>NM_001380562.1,Y116A8C.469
23157,>NM_001380563.1,Y116A8C.9
23159,>NM_001380564.1,rom-4
23161,>NM_001380565.1,rom-4
23163,>NM_001380566.3,Y116A8C.23
23165,>NM_001380567.1,Y116A8C.25
23167,>NM_001380568.1,Y116A8C.25
23169,>NM_001380569.1,skr-12
23171,>NM_001380570.1,atgp-1
23173,>NM_001380571.1,C49C3.4
23175,>NM_001380572.1,npr-26
23177,>NM_001380574.2,idpp-2
23179,>NM_001380575.1,B0348.10
23181,>NM_001380576.2,egl-8
23183,>NM_001380577.1,egl-8
23185,>NM_001380578.2,egl-8
23187,>NM_001380579.1,egl-8
23189,>NM_001380580.2,egl-8
23191,>NM_001380581.2,egl-8
23193,>NM_001380582.2,egl-8
23195,>NM_001380583.1,egl-8
23197,>NM_001380584.1,egl-8
23199,>NM_001380587.2,kin-33
23201,>NM_001380589.1,F33E11.2
23203,>NM_001380590.1,lipl-5
23205,>NM_001380591.1,F31F4.1
23207,>NM_001380592.1,srh-2
23209,>NM_001380593.3,sti-1
23211,>NM_001380595.1,T21H3.1
23213,>NM_001380596.1,W02D3.13
23215,>NM_001380597.1,egl-2
23217,>NM_001380598.1,C38C3.6
23219,>NM_001380599.2,C38C3.6
23221,>NM_001380601.1,irld-40
23223,>NM_001380604.1,Y32G9B.1
23225,>NM_001380605.2,Y32G9B.1
23227,>NM_001380606.1,T10B5.10
23229,>NM_001380607.1,Y32G9A.2
23231,>NM_001380608.1,Y32G9A.2
23233,>NM_001380609.1,T08B1.1
23235,>NM_001380610.1,Y40B10A.5
23237,>NM_001380611.1,Y40B10A.5
23239,>NM_001380612.1,Y40B10A.5
23241,>NM_001380613.1,nhr-86
23243,>NM_001380616.1,cyp-33C6
23245,>NM_001380618.1,T21G5.2
23247,>NM_001380620.1,srg-62
23249,>NM_001380621.1,zfh-2
23251,>NM_001380622.1,zfh-2
23253,>NM_001380623.1,hrde-4
23255,>NM_001380624.2,T28A11.2
23257,>NM_001380626.1,zfh-2
23259,>NM_001380628.3,F59B1.2
23261,>NM_001380629.1,zfh-2
23263,>NM_001380630.1,zfh-2
23265,>NM_001380631.1,Y47D7A.17
23267,>NM_001380632.1,T08H10.3
23269,>NM_001380633.2,exc-15
23271,>NM_001380634.1,unc-62
23273,>NM_001380635.2,unc-62
23275,>NM_001380638.1,nex-4
23277,>NM_001380640.1,C37H5.13
23279,>NM_001380642.1,C10G8.8
23281,>NM_001380643.2,C24G6.8
23283,>NM_001380645.2,nhr-23
23285,>NM_001380647.2,swsn-9
23287,>NM_001380648.1,swsn-9
23289,>NM_001380654.1,ttn-1
23291,>NM_001380655.1,ttn-1
23293,>NM_001380656.1,ttn-1
23295,>NM_001380657.1,ttn-1
23297,>NM_001380658.2,ttn-1
23299,>NM_001380659.1,ttn-1
23301,>NM_001380660.1,ttn-1
23303,>NM_001380661.1,exp-2
23305,>NM_001380662.1,exp-2
23307,>NM_001380664.2,rme-1
23309,>NM_001380665.2,adsl-1
23311,>NM_001380668.1,F31F7.1
23313,>NM_001380672.1,dre-1
23315,>NM_001380675.1,str-180
23317,>NM_001380677.2,clik-1
23319,>NM_001380678.2,srh-28
23321,>NM_001380680.1,mec-1
23323,>NM_001380681.1,mec-1
23325,>NM_001380682.1,mec-1
23327,>NM_001380683.1,mec-1
23329,>NM_001380684.1,mec-1
23331,>NM_001380686.1,Y95B8A.6
23333,>NM_001380690.2,hyls-1
23335,>NM_001380691.1,F25E5.8
23337,>NM_001380694.2,Y95B8A.6
23339,>NM_001380695.1,unc-15
23341,>NM_001380696.1,xpo-1
23343,>NM_001380697.2,memo-1
23345,>NM_001380698.1,memo-1
23347,>NM_001380702.2,F40A3.3
23349,>NM_001380703.1,unc-13
23351,>NM_001380705.1,F52E1.9
23353,>NM_001380707.1,lmd-3
23355,>NM_001380708.2,gplb-1
23357,>NM_001380711.2,T28F4.4
23359,>NM_001380714.1,sup-37
23361,>NM_001380717.2,ttr-47
23363,>NM_001380718.2,H14N18.4
23365,>NM_001380720.1,srsx-34
23367,>NM_001380721.2,col-144
23369,>NM_001380723.3,F44A2.5
23371,>NM_001380724.3,tos-1
23373,>NM_001380728.1,K06A4.6
23375,>NM_001380730.1,K09G1.1
23377,>NM_001380733.2,lsy-12
23379,>NM_001380734.2,cht-5
23381,>NM_001380736.2,wdr-20
23383,>NM_001380738.1,C51E3.10
23385,>NM_001380739.1,fubl-1
23387,>NM_001380740.3,fipr-8
23389,>NM_001380743.1,K07C5.13
23391,>NM_001380746.2,Y32F6A.5
23393,>NM_001380748.1,del-6
23395,>NM_001380750.1,smrn-1
23397,>NM_001380754.2,act-3
23399,>NM_001380755.1,erfa-3
23401,>NM_001380756.3,lmtr-3
23403,>NM_001380757.1,glb-3
23405,>NM_001380758.2,glb-3
23407,>NM_001380759.1,C06H2.7
23409,>NM_001380760.2,C06H2.7
23411,>NM_001380761.1,T19C4.24
23413,>NM_001380762.2,clc-6
23415,>NM_001380764.1,F57B7.2
23417,>NM_001380767.3,pck-2
23419,>NM_001380768.1,pck-2
23421,>NM_001380769.3,nhr-68
23423,>NM_001380770.1,nhr-68
23425,>NM_001380772.1,pck-2
23427,>NM_001380774.1,D2023.1
23429,>NM_001380776.1,pyc-1
23431,>NM_001380778.1,mif-2
23433,>NM_001380779.1,mif-2
23435,>NM_001380782.2,twk-24
23437,>NM_001380783.1,K01D12.15
23439,>NM_001380784.1,twk-14
23441,>NM_001380785.1,twk-14
23443,>NM_001380786.1,K01D12.7
23445,>NM_001380787.1,H05L14.2
23447,>NM_001380788.1,H05L14.2
23449,>NM_001380790.1,shw-3
23451,>NM_001380791.1,shw-3
23453,>NM_001380792.1,F15B9.11
23455,>NM_001380793.3,scyl-1
23457,>NM_001380794.1,max-1
23459,>NM_001380797.1,uig-1
23461,>NM_001380798.1,uig-1
23463,>NM_001380799.1,F32F2.4
23465,>NM_001380800.2,nhr-168
23467,>NM_001380801.1,ifbp-1
23469,>NM_001380802.1,ifbp-1
23471,>NM_001380804.1,ttr-44
23473,>NM_001380805.1,frpr-5
23475,>NM_001380806.2,frpr-5
23477,>NM_001380807.2,irg-5
23479,>NM_001380811.2,F14D7.1
23481,>NM_001380813.1,F47B8.18
23483,>NM_001380814.2,F47B8.10
23485,>NM_001380817.1,C54G10.1
23487,>NM_001380818.1,nspa-8
23489,>NM_001380821.1,C30G7.4
23491,>NM_001380822.2,F02D8.1
23493,>NM_001380825.2,abts-1
23495,>NM_001380826.1,abts-1
23497,>NM_001380829.1,F21A3.2
23499,>NM_001380830.1,lsm-5
23501,>NM_001380833.1,F53E4.1
23503,>NM_001380836.1,T10C6.6
23505,>NM_001380837.1,T10C6.6
23507,>NM_001380838.1,T10C6.6
23509,>NM_001380839.2,T10C6.6
23511,>NM_001380840.1,T10C6.6
23513,>NM_001380841.2,T10C6.16
23515,>NM_001380842.1,dpt-1
23517,>NM_001380843.2,dpt-1
23519,>NM_001380845.2,fbxa-2
23521,>NM_001380846.2,F26D2.3
23523,>NM_001380847.2,W06G6.20
23525,>NM_001380849.2,ctps-1
23527,>NM_001380850.1,F49H6.5
23529,>NM_001380851.1,C18D4.12
23531,>NM_001380852.3,F59A1.11
23533,>NM_001380853.1,ddo-1
23535,>NM_001380854.1,Y59A8B.24
23537,>NM_001380857.2,par-4
23539,>NM_001380858.1,par-4
23541,>NM_001380859.1,par-4
23543,>NM_001380860.1,Y34D9A.3
23545,>NM_001380861.2,C14A6.3
23547,>NM_001380862.1,C31G12.4
23549,>NM_001380863.1,Y69H2.1
23551,>NM_001380864.1,Y69H2.9
23553,>NM_001380865.1,F11D11.21
23555,>NM_001380866.1,Y17D7B.4
23557,>NM_001380867.1,C54E10.7
23559,>NM_001380868.1,Y34D9A.3
23561,>NM_001380869.2,Y39B6A.33
23563,>NM_001380870.1,pph-5
23565,>NM_001380872.1,M04C3.1
23567,>NM_001380873.1,Y43F8B.18
23569,>NM_001380874.1,Y43F8B.1
23571,>NM_001380876.1,fars-2
23573,>NM_001380877.2,F19B2.5
23575,>NM_001380878.1,swsn-1
23577,>NM_001380882.1,K02E2.7
23579,>NM_001380883.2,dct-16
23581,>NM_001380885.1,ipla-3
23583,>NM_001380886.1,ipla-3
23585,>NM_001380887.2,ipla-3
23587,>NM_001380888.1,ipla-3
23589,>NM_001380889.2,T08D2.8
23591,>NM_001380890.1,abu-12
23593,>NM_001380891.1,abu-12
23595,>NM_001380892.2,Y34D9A.8
23597,>NM_001380893.1,ifc-2
23599,>NM_001380895.1,irk-2
23601,>NM_001380896.1,irk-2
23603,>NM_001380897.2,attf-5
23605,>NM_001380898.1,daf-3
23607,>NM_001380899.2,tbc-11
23609,>NM_001380900.1,dgk-1
23611,>NM_001380901.2,dgk-1
23613,>NM_001380902.1,dgk-1
23615,>NM_001380904.1,dgk-1
23617,>NM_001380906.1,F19G12.9
23619,>NM_001380907.1,zfp-3
23621,>NM_001380908.2,F55H12.2
23623,>NM_001380910.1,F09E10.7
23625,>NM_001380911.1,Y34D9A.8
23627,>NM_001380912.3,F09E10.7
23629,>NM_001380913.1,K06A9.1
23631,>NM_001380915.1,H11E01.3
23633,>NM_001380916.1,H11E01.3
23635,>NM_001380918.3,H11E01.3
23637,>NM_001380919.1,Y40A1A.2
23639,>NM_001380920.3,Y40A1A.3
23641,>NM_001380921.1,K02E10.4
23643,>NM_001380926.1,cnnm-3
23645,>NM_001380927.2,gsa-1
23647,>NM_001380928.3,gpcp-1
23649,>NM_001380930.3,F28B4.3
23651,>NM_001380931.1,F11D5.7
23653,>NM_001380932.1,gsa-1
23655,>NM_001380933.1,vit-3
23657,>NM_001380935.1,C01C4.3
23659,>NM_001380936.1,C01C4.3
23661,>NM_001380937.1,C01C4.3
23663,>NM_001380941.1,C31H5.4
23665,>NM_001380944.1,ZK470.2
23667,>NM_001380945.1,pqn-15
23669,>NM_001380947.1,cest-26
23671,>NM_001380948.2,cest-26
23673,>NM_001380950.1,hosl-1
23675,>NM_001380951.1,R08E3.1
23677,>NM_001380952.1,add-1
23679,>NM_001380953.1,tsp-14
23681,>NM_001380955.1,T07F12.4
23683,>NM_001380958.1,act-4
23685,>NM_001380960.1,pqn-62
23687,>NM_001380961.1,ZK858.6
23689,>NM_001380962.1,vps-41
23691,>NM_001380966.3,chtl-1
23693,>NM_001380967.2,chtl-1
