,total,NM,NR,XM,XR,NM_XM,NR_XR
G9a,2,2,0,0,0,2,0
CG13377,2,2,0,0,0,2,0
CG3176,4,4,0,0,0,4,0
Vsp37A,6,6,0,0,0,6,0
tw,2,2,0,0,0,2,0
Sec22,2,2,0,0,0,2,0
CG3713,2,2,0,0,0,2,0
CG11663,2,2,0,0,0,2,0
Lztr1,2,2,0,0,0,2,0
CG11378,3,3,0,0,0,3,0
CG14627,2,2,0,0,0,2,0
CG11398,2,2,0,0,0,2,0
Atf3,3,3,0,0,0,3,0
CG12773,3,3,0,0,0,3,0
Rilpl,3,3,0,0,0,3,0
hfw,2,2,0,0,0,2,0
a6,3,3,0,0,0,3,0
Lamtor5,2,2,0,0,0,2,0
CG14818,2,2,0,0,0,2,0
Coa8,2,2,0,0,0,2,0
mRpL16,2,2,0,0,0,2,0
arm,6,6,0,0,0,6,0
Ldaf1,3,3,0,0,0,3,0
Ocrl,2,2,0,0,0,2,0
CG11596,5,5,0,0,0,5,0
usp,2,2,0,0,0,2,0
CG4325,2,2,0,0,0,2,0
Unc-76,4,4,0,0,0,4,0
csw,4,4,0,0,0,4,0
Pgd,2,2,0,0,0,2,0
CG3630,4,4,0,0,0,4,0
Cyp4d14,2,2,0,0,0,2,0
CG14053,2,2,0,0,0,2,0
CG14052,1,1,0,0,0,1,0
pcx,3,3,0,0,0,3,0
CG2865,2,2,0,0,0,2,0
mRpL14,2,2,0,0,0,2,0
Pi4KIIIalpha,2,2,0,0,0,2,0
per,2,2,0,0,0,2,0
Syx4,2,2,0,0,0,2,0
CG14418,2,2,0,0,0,2,0
CG3603,2,2,0,0,0,2,0
CG4116,2,2,0,0,0,2,0
dnc,17,17,0,0,0,17,0
Myc,2,2,0,0,0,2,0
CG12535,5,5,0,0,0,5,0
CG14269,2,2,0,0,0,2,0
CG10801,2,2,0,0,0,2,0
CG16781,2,2,0,0,0,2,0
CG10802,2,2,0,0,0,2,0
CG10803,5,5,0,0,0,5,0
DIP-alpha,3,3,0,0,0,3,0
CG2875,3,3,0,0,0,3,0
CG2938,3,3,0,0,0,3,0
CG43689,7,7,0,0,0,7,0
dgt4,3,3,0,0,0,3,0
Tip60,3,3,0,0,0,3,0
Fas2,7,7,0,0,0,7,0
Alms1b,3,3,0,0,0,3,0
HLH4C,2,2,0,0,0,2,0
CG2861,6,6,0,0,0,6,0
Snx27,3,3,0,0,0,3,0
IntS6,5,5,0,0,0,5,0
Rtel1,2,2,0,0,0,2,0
CG15765,2,2,0,0,0,2,0
CG4020,2,2,0,0,0,2,0
CG5921,3,3,0,0,0,3,0
CG3842,4,4,0,0,0,4,0
PpV,4,4,0,0,0,4,0
Pat1,3,3,0,0,0,3,0
CG14440,2,2,0,0,0,2,0
CG14441,4,4,0,0,0,4,0
cm,2,2,0,0,0,2,0
CG4617,2,2,0,0,0,2,0
CBP,3,3,0,0,0,3,0
CHES-1-like,4,4,0,0,0,4,0
Tom40,3,3,0,0,0,3,0
CG32718,3,3,0,0,0,3,0
Dhdds,2,2,0,0,0,2,0
Ubr3,3,3,0,0,0,3,0
CG10959,2,2,0,0,0,2,0
CG2278,3,3,0,0,0,3,0
otu,5,5,0,0,0,5,0
CG12112,2,2,0,0,0,2,0
CG12111,2,2,0,0,0,2,0
CG12081,2,2,0,0,0,2,0
CG12659,1,1,0,0,0,1,0
Rubicon,2,2,0,0,0,2,0
CAH3,5,5,0,0,0,5,0
CG11294,2,2,0,0,0,2,0
CG2004,5,5,0,0,0,5,0
Lim1,2,2,0,0,0,2,0
Uros1,2,2,0,0,0,2,0
e,14,14,0,0,0,14,0
CG12661,2,2,0,0,0,2,0
Bx42,2,2,0,0,0,2,0
fend,2,2,0,0,0,2,0
His3.3B,4,4,0,0,0,4,0
Dlip1,2,2,0,0,0,2,0
mei-P26,6,6,0,0,0,6,0
CG12057,2,2,0,0,0,2,0
c12.2,2,2,0,0,0,2,0
Hex-A,3,3,0,0,0,3,0
CG1354,6,6,0,0,0,6,0
ATPsyndelta,3,3,0,0,0,3,0
CG15308,2,2,0,0,0,2,0
alpha-Man-Ia,9,9,0,0,0,9,0
CG15306,2,2,0,0,0,2,0
CG43740,3,3,0,0,0,3,0
Psf3,3,3,0,0,0,3,0
flw,4,4,0,0,0,4,0
Neb-cGP,2,2,0,0,0,2,0
PPP4R2r,4,4,0,0,0,4,0
CG32687,2,2,0,0,0,2,0
CG15296,2,2,0,0,0,2,0
CG1628,2,2,0,0,0,2,0
X11Lbeta,3,3,0,0,0,3,0
stx,2,2,0,0,0,2,0
ras,5,5,0,0,0,5,0
POZ,2,2,0,0,0,2,0
Ant2,3,3,0,0,0,3,0
CG2186,3,3,0,0,0,3,0
SmydA-4,3,3,0,0,0,3,0
CG2061,3,3,0,0,0,3,0
CG42249,3,3,0,0,0,3,0
CDK2AP1,2,2,0,0,0,2,0
rtv,4,4,0,0,0,4,0
HP5,3,3,0,0,0,3,0
Reepl1,2,2,0,0,0,2,0
bif,5,5,0,0,0,5,0
Tango10,3,3,0,0,0,3,0
Cyp28c1,2,2,0,0,0,2,0
p24-1,2,2,0,0,0,2,0
ATP7,2,2,0,0,0,2,0
CG15739,2,2,0,0,0,2,0
CG10352,1,1,0,0,0,1,0
CG1840,2,2,0,0,0,2,0
gd,4,4,0,0,0,4,0
CG2750,2,2,0,0,0,2,0
hwt,4,4,0,0,0,4,0
Cpr11B,2,2,0,0,0,2,0
CG1463,3,3,0,0,0,3,0
Tis11,3,3,0,0,0,3,0
Smr,4,4,0,0,0,4,0
CG4004,5,5,0,0,0,5,0
Paics,2,2,0,0,0,2,0
Agpat1,3,3,0,0,0,3,0
Pde9,4,4,0,0,0,4,0
CG15719,2,2,0,0,0,2,0
hep,7,7,0,0,0,7,0
REG,2,2,0,0,0,2,0
mew,6,6,0,0,0,6,0
comt,2,2,0,0,0,2,0
CG15743,3,3,0,0,0,3,0
CG1622,3,3,0,0,0,3,0
Syt12,2,2,0,0,0,2,0
CG11816,4,4,0,0,0,4,0
CG32633,2,2,0,0,0,2,0
CG15760,3,3,0,0,0,3,0
g,3,3,0,0,0,3,0
CG11134,2,2,0,0,0,2,0
CG11151,2,2,0,0,0,2,0
CtsB,2,2,0,0,0,2,0
Clic,2,2,0,0,0,2,0
RpL37-1,2,2,0,0,0,2,0
CG5877,3,3,0,0,0,3,0
dah,2,2,0,0,0,2,0
Scamp,3,3,0,0,0,3,0
Ahcy,3,3,0,0,0,3,0
CG6340,4,4,0,0,0,4,0
sog,3,3,0,0,0,3,0
MagR,2,2,0,0,0,2,0
CG43673,1,1,0,0,0,1,0
Gapdh2,2,2,0,0,0,2,0
tay,4,4,0,0,0,4,0
exd,4,4,0,0,0,4,0
disco-r,4,4,0,0,0,4,0
caz,4,4,0,0,0,4,0
CG3679,2,2,0,0,0,2,0
CG9917,2,2,0,0,0,2,0
CG32579,3,3,0,0,0,3,0
CG9921,2,2,0,0,0,2,0
CG9981,3,3,0,0,0,3,0
AnxB11,7,7,0,0,0,7,0
CG9902,2,2,0,0,0,2,0
CG9784,3,3,0,0,0,3,0
CG13012,4,4,0,0,0,4,0
DENR,2,2,0,0,0,2,0
CG4880,2,2,0,0,0,2,0
CG43997,1,1,0,0,0,1,0
B-H2,2,2,0,0,0,2,0
B-H1,2,2,0,0,0,2,0
CG12991,6,6,0,0,0,6,0
CG12992,4,4,0,0,0,4,0
RhoGAPp190,7,7,0,0,0,7,0
beta-Spec,3,3,0,0,0,3,0
Socs16D,2,2,0,0,0,2,0
CG6769,2,2,0,0,0,2,0
Ada3,2,2,0,0,0,2,0
Frq2,4,4,0,0,0,4,0
por,3,3,0,0,0,3,0
CG43841,1,1,0,0,0,1,0
CG32547,2,2,0,0,0,2,0
CG43843,1,1,0,0,0,1,0
HisRS,4,4,0,0,0,4,0
Bx,5,5,0,0,0,5,0
CG6891,3,3,0,0,0,3,0
CG42450,2,2,0,0,0,2,0
CG7322,3,3,0,0,0,3,0
CG32544,2,2,0,0,0,2,0
CG7326,2,2,0,0,0,2,0
CG43759,4,4,0,0,0,4,0
CG33253,3,3,0,0,0,3,0
CG14194,2,2,0,0,0,2,0
CG7884,2,2,0,0,0,2,0
Hs3st-B,2,2,0,0,0,2,0
CG32537,2,2,0,0,0,2,0
Idh3a,3,3,0,0,0,3,0
car,3,3,0,0,0,3,0
CG14204,2,2,0,0,0,2,0
Pstk,3,3,0,0,0,3,0
CG14221,2,2,0,0,0,2,0
MKP-4,2,2,0,0,0,2,0
Rcd-1,3,3,0,0,0,3,0
CG14223,3,3,0,0,0,3,0
Ssu72,3,3,0,0,0,3,0
CG14229,3,3,0,0,0,3,0
CG12531,2,2,0,0,0,2,0
CG18809,4,4,0,0,0,4,0
Alr,2,2,0,0,0,2,0
Abcd3,4,4,0,0,0,4,0
CG12702,3,3,0,0,0,3,0
Phf7,3,3,0,0,0,3,0
CG1504,4,4,0,0,0,4,0
RunxB,1,1,0,0,0,1,0
Stt3A,2,2,0,0,0,2,0
bves,4,4,0,0,0,4,0
CG32512,4,4,0,0,0,4,0
CG15445,5,5,0,0,0,5,0
Mnr,9,9,0,0,0,9,0
CG1494,2,2,0,0,0,2,0
Abca3,3,3,0,0,0,3,0
tty,6,6,0,0,0,6,0
CG14613,2,2,0,0,0,2,0
CG12576,4,4,0,0,0,4,0
CG17600,4,4,0,0,0,4,0
S6kII,2,2,0,0,0,2,0
CG17598,2,2,0,0,0,2,0
net,2,2,0,0,0,2,0
Creld,2,2,0,0,0,2,0
CG13694,2,2,0,0,0,2,0
CG31974,3,3,0,0,0,3,0
CG42399,2,2,0,0,0,2,0
Tbc1d15-17,3,3,0,0,0,3,0
Rpp30,2,2,0,0,0,2,0
Dus1,3,3,0,0,0,3,0
CG17078,4,4,0,0,0,4,0
Amnionless,2,2,0,0,0,2,0
U2af38,2,2,0,0,0,2,0
Pi3K21B,4,4,0,0,0,4,0
Plc21C,6,6,0,0,0,6,0
CG43755,2,2,0,0,0,2,0
Ent1,3,3,0,0,0,3,0
CG4213,2,2,0,0,0,2,0
RpLP1,2,2,0,0,0,2,0
ex,2,2,0,0,0,2,0
CG4133,3,3,0,0,0,3,0
ush,5,5,0,0,0,5,0
cbt,3,3,0,0,0,3,0
lwr,4,4,0,0,0,4,0
uncNacbeta,4,4,0,0,0,4,0
Sf3b1,2,2,0,0,0,2,0
cold,2,2,0,0,0,2,0
CG13689,2,2,0,0,0,2,0
Gr21a,2,2,0,0,0,2,0
CG3544,2,2,0,0,0,2,0
Saf6,2,2,0,0,0,2,0
Pex12,2,2,0,0,0,2,0
dock,4,4,0,0,0,4,0
CG4291,2,2,0,0,0,2,0
kraken,2,2,0,0,0,2,0
CG13949,3,3,0,0,0,3,0
IA-2,3,3,0,0,0,3,0
Atg4a,2,2,0,0,0,2,0
PolrMT,2,2,0,0,0,2,0
Pino,3,3,0,0,0,3,0
CG4577,2,2,0,0,0,2,0
Tango14,2,2,0,0,0,2,0
CG5080,3,3,0,0,0,3,0
CG4887,2,2,0,0,0,2,0
CG5011,2,2,0,0,0,2,0
CG5397,2,2,0,0,0,2,0
NLaz,3,3,0,0,0,3,0
robo2,2,2,0,0,0,2,0
CG31928,2,2,0,0,0,2,0
CG31926,2,2,0,0,0,2,0
CG7420,2,2,0,0,0,2,0
haf,8,8,0,0,0,8,0
RFeSP,3,3,0,0,0,3,0
cpb,2,2,0,0,0,2,0
mRpL48,2,2,0,0,0,2,0
frtz,3,3,0,0,0,3,0
CG17652,2,2,0,0,0,2,0
Gr22d,1,1,0,0,0,1,0
CG7295,2,2,0,0,0,2,0
CG15357,2,2,0,0,0,2,0
erm,4,4,0,0,0,4,0
Der-1,2,2,0,0,0,2,0
Nplp4,2,2,0,0,0,2,0
Kebab,2,2,0,0,0,2,0
CG12674,2,2,0,0,0,2,0
CG4259,2,2,0,0,0,2,0
tho2,3,3,0,0,0,3,0
CG11723,2,2,0,0,0,2,0
AIF,3,3,0,0,0,3,0
aop,5,5,0,0,0,5,0
CG15385,2,2,0,0,0,2,0
daed,2,2,0,0,0,2,0
Sec24CD,3,3,0,0,0,3,0
CG4267,2,2,0,0,0,2,0
CG17239,2,2,0,0,0,2,0
CG17242,2,2,0,0,0,2,0
robl22E,2,2,0,0,0,2,0
Rab5,9,9,0,0,0,9,0
Axud1,4,4,0,0,0,4,0
CG3597,2,2,0,0,0,2,0
Atxn7,4,4,0,0,0,4,0
Eogt,2,2,0,0,0,2,0
CG3557,3,3,0,0,0,3,0
CG43750,2,2,0,0,0,2,0
CG9886,2,2,0,0,0,2,0
CG44139,1,1,0,0,0,1,0
Cyp309a1,2,2,0,0,0,2,0
Arpc5,2,2,0,0,0,2,0
Drp1,2,2,0,0,0,2,0
CG43851,1,1,0,0,0,1,0
CG33125,2,2,0,0,0,2,0
Prosbeta4R2,2,2,0,0,0,2,0
CG31689,8,8,0,0,0,8,0
CG9961,2,2,0,0,0,2,0
Pgk,5,5,0,0,0,5,0
Tnpo-SR,2,2,0,0,0,2,0
Snx21,2,2,0,0,0,2,0
aph-1,2,2,0,0,0,2,0
HINT1,3,3,0,0,0,3,0
Syt1,8,8,0,0,0,8,0
daw,3,3,0,0,0,3,0
Duox,2,2,0,0,0,2,0
CG3104,3,3,0,0,0,3,0
RpS21,5,5,0,0,0,5,0
Sbat,2,2,0,0,0,2,0
NTPase,5,5,0,0,0,5,0
CG17264,2,2,0,0,0,2,0
Sf3b2,2,2,0,0,0,2,0
CG17258,3,3,0,0,0,3,0
SerRS,2,2,0,0,0,2,0
CG17260,3,3,0,0,0,3,0
CG17221,3,3,0,0,0,3,0
CG17261,2,2,0,0,0,2,0
FASN2,2,2,0,0,0,2,0
Mad,2,2,0,0,0,2,0
Fign,2,2,0,0,0,2,0
CG9662,2,2,0,0,0,2,0
CG17593,2,2,0,0,0,2,0
CG43815,1,1,0,0,0,1,0
CG43707,7,7,0,0,0,7,0
CG43703,1,1,0,0,0,1,0
TTLL4B,3,3,0,0,0,3,0
CG31957,2,2,0,0,0,2,0
CG43797,1,1,0,0,0,1,0
ed,3,3,0,0,0,3,0
CG3702,2,2,0,0,0,2,0
RpL40,2,2,0,0,0,2,0
CG15429,2,2,0,0,0,2,0
Psf2,2,2,0,0,0,2,0
CG15431,2,2,0,0,0,2,0
CG15432,3,3,0,0,0,3,0
mRpL27,3,3,0,0,0,3,0
CG15443,2,2,0,0,0,2,0
CG43798,1,1,0,0,0,1,0
slf,2,2,0,0,0,2,0
CG15628,2,2,0,0,0,2,0
Fnta,2,2,0,0,0,2,0
Ir25a,4,4,0,0,0,4,0
Cf2,6,6,0,0,0,6,0
CG3036,2,2,0,0,0,2,0
hoe1,9,9,0,0,0,9,0
betaggt-I,2,2,0,0,0,2,0
mRpL28,2,2,0,0,0,2,0
CG8892,4,4,0,0,0,4,0
SelT,3,3,0,0,0,3,0
vkg,3,3,0,0,0,3,0
SP555,4,4,0,0,0,4,0
CG44000,5,5,0,0,0,5,0
His3.3A,3,3,0,0,0,3,0
CG5828,2,2,0,0,0,2,0
CG4230,3,3,0,0,0,3,0
CG14024,2,2,0,0,0,2,0
mid,2,2,0,0,0,2,0
CG14020,2,2,0,0,0,2,0
cl,3,3,0,0,0,3,0
Hel25E,4,4,0,0,0,4,0
CG11030,2,2,0,0,0,2,0
CG14006,2,2,0,0,0,2,0
CG14005,2,2,0,0,0,2,0
dsf,2,2,0,0,0,2,0
Gpdh1,6,6,0,0,0,6,0
CG9044,2,2,0,0,0,2,0
Vm26Aa,2,2,0,0,0,2,0
psd,2,2,0,0,0,2,0
ifc,2,2,0,0,0,2,0
Gal,2,2,0,0,0,2,0
CG9098,3,3,0,0,0,3,0
CG43922,1,1,0,0,0,1,0
Pez,2,2,0,0,0,2,0
Cpr,4,4,0,0,0,4,0
CG9497,2,2,0,0,0,2,0
retm,3,3,0,0,0,3,0
Rchy1,2,2,0,0,0,2,0
HemK1,2,2,0,0,0,2,0
CG13771,2,2,0,0,0,2,0
Galt,2,2,0,0,0,2,0
Spn27A,2,2,0,0,0,2,0
cort,2,2,0,0,0,2,0
Nse1,2,2,0,0,0,2,0
AkhR,4,4,0,0,0,4,0
Liprin-alpha,5,5,0,0,0,5,0
CG17378,3,3,0,0,0,3,0
nrv1,2,2,0,0,0,2,0
Rat1,2,2,0,0,0,2,0
Wee1,2,2,0,0,0,2,0
x16,2,2,0,0,0,2,0
Fgop2,2,2,0,0,0,2,0
snRNP-U1-70K,2,2,0,0,0,2,0
Ndae1,10,10,0,0,0,10,0
CG43799,1,1,0,0,0,1,0
CG43800,2,2,0,0,0,2,0
Wnt4,2,2,0,0,0,2,0
Wnt6,2,2,0,0,0,2,0
ninaC,4,4,0,0,0,4,0
CG5177,2,2,0,0,0,2,0
muc,6,6,0,0,0,6,0
CG6055,2,2,0,0,0,2,0
Ziz,9,9,0,0,0,9,0
Spn28B,2,2,0,0,0,2,0
CG6739,2,2,0,0,0,2,0
CG18585,2,2,0,0,0,2,0
CG7115,5,5,0,0,0,5,0
Rack1,4,4,0,0,0,4,0
baf,2,2,0,0,0,2,0
poe,2,2,0,0,0,2,0
MED20,2,2,0,0,0,2,0
Bsg,10,10,0,0,0,10,0
CG8475,3,3,0,0,0,3,0
PGAP5,3,3,0,0,0,3,0
CG8360,2,2,0,0,0,2,0
CG8353,2,2,0,0,0,2,0
Scgalpha,3,3,0,0,0,3,0
CG13392,2,2,0,0,0,2,0
Peritrophin-15b,3,3,0,0,0,3,0
fy,2,2,0,0,0,2,0
Naglu,2,2,0,0,0,2,0
CG13398,2,2,0,0,0,2,0
prg,2,2,0,0,0,2,0
CG43796,1,1,0,0,0,1,0
Uba4,3,3,0,0,0,3,0
Sgp,2,2,0,0,0,2,0
Acer,2,2,0,0,0,2,0
CG17834,6,6,0,0,0,6,0
CatB,2,2,0,0,0,2,0
SoxN,2,2,0,0,0,2,0
CG9525,2,2,0,0,0,2,0
CG18088,3,3,0,0,0,3,0
CG9541,2,2,0,0,0,2,0
rost,3,3,0,0,0,3,0
alien,4,4,0,0,0,4,0
CG9586,2,2,0,0,0,2,0
CG17005,4,4,0,0,0,4,0
Aldh,2,2,0,0,0,2,0
numb,3,3,0,0,0,3,0
gcm,2,2,0,0,0,2,0
hoip,2,2,0,0,0,2,0
CG31710,3,3,0,0,0,3,0
CG13116,2,2,0,0,0,2,0
CG13117,2,2,0,0,0,2,0
und,3,3,0,0,0,3,0
CG13123,3,3,0,0,0,3,0
RpS2,3,3,0,0,0,3,0
CG4598,2,2,0,0,0,2,0
CG4594,2,2,0,0,0,2,0
CG4592,2,2,0,0,0,2,0
CG42366,2,2,0,0,0,2,0
Arglu1,2,2,0,0,0,2,0
CG5853,3,3,0,0,0,3,0
Dref,2,2,0,0,0,2,0
bib,2,2,0,0,0,2,0
CG13135,2,2,0,0,0,2,0
CG31717,2,2,0,0,0,2,0
Rsf1,2,2,0,0,0,2,0
Cdk5alpha,2,2,0,0,0,2,0
Usp14,2,2,0,0,0,2,0
CG5381,4,4,0,0,0,4,0
CG4995,4,4,0,0,0,4,0
GATAd,3,3,0,0,0,3,0
CG31715,2,2,0,0,0,2,0
Sps2,2,2,0,0,0,2,0
ClpP,2,2,0,0,0,2,0
Cand1,2,2,0,0,0,2,0
pim,2,2,0,0,0,2,0
CG33303,2,2,0,0,0,2,0
dpr19,3,3,0,0,0,3,0
gny,2,2,0,0,0,2,0
mRpS7,2,2,0,0,0,2,0
da,4,4,0,0,0,4,0
Ir31a,2,2,0,0,0,2,0
Ip259,2,2,0,0,0,2,0
pie,2,2,0,0,0,2,0
TfIIB,2,2,0,0,0,2,0
LManI,2,2,0,0,0,2,0
RluA-1,4,4,0,0,0,4,0
CG6094,2,2,0,0,0,2,0
Lrr47,2,2,0,0,0,2,0
CG7329,2,2,0,0,0,2,0
CG17104,3,3,0,0,0,3,0
CG17107,3,3,0,0,0,3,0
CG7296,2,2,0,0,0,2,0
Ubc2,4,4,0,0,0,4,0
CG6724,2,2,0,0,0,2,0
Porin2,2,2,0,0,0,2,0
CG16743,2,2,0,0,0,2,0
dUTPase,4,4,0,0,0,4,0
Samuel,4,4,0,0,0,4,0
CG43725,1,1,0,0,0,1,0
cmet,4,4,0,0,0,4,0
Dlg5,4,4,0,0,0,4,0
CG14929,2,2,0,0,0,2,0
CG31706,2,2,0,0,0,2,0
Vha100-5,2,2,0,0,0,2,0
CG14931,2,2,0,0,0,2,0
CycY,2,2,0,0,0,2,0
CG31704,2,2,0,0,0,2,0
CG44008,2,2,0,0,0,2,0
Qtzl,2,2,0,0,0,2,0
atilla,2,2,0,0,0,2,0
CG43813,1,1,0,0,0,1,0
CG5446,3,3,0,0,0,3,0
eRF3,4,4,0,0,0,4,0
Oatp33Ea,2,2,0,0,0,2,0
CG5421,2,2,0,0,0,2,0
CG5776,2,2,0,0,0,2,0
spict,2,2,0,0,0,2,0
CG5787,2,2,0,0,0,2,0
Vha68-1,2,2,0,0,0,2,0
mTor,2,2,0,0,0,2,0
DnaJ-H,3,3,0,0,0,3,0
CG43925,1,1,0,0,0,1,0
Edem2,2,2,0,0,0,2,0
kek4,3,3,0,0,0,3,0
Ski6,2,2,0,0,0,2,0
CG16813,2,2,0,0,0,2,0
Jhbp13,2,2,0,0,0,2,0
Uvrag,2,2,0,0,0,2,0
hbt,4,4,0,0,0,4,0
CG16825,2,2,0,0,0,2,0
CG43850,2,2,0,0,0,2,0
B4,3,3,0,0,0,3,0
CG16853,2,2,0,0,0,2,0
CG18507,5,5,0,0,0,5,0
Adat1,2,2,0,0,0,2,0
CG16865,2,2,0,0,0,2,0
NimB1,2,2,0,0,0,2,0
NimC1,3,3,0,0,0,3,0
TfIIS,2,2,0,0,0,2,0
vas,3,3,0,0,0,3,0
stc,4,4,0,0,0,4,0
dao,3,3,0,0,0,3,0
Uxt,2,2,0,0,0,2,0
UK114,2,2,0,0,0,2,0
CG44141,1,1,0,0,0,1,0
CG43923,1,1,0,0,0,1,0
CG44140,1,1,0,0,0,1,0
CG43924,1,1,0,0,0,1,0
wek,2,2,0,0,0,2,0
CG31826,2,2,0,0,0,2,0
CG43760,1,1,0,0,0,1,0
CG13243,2,2,0,0,0,2,0
Tektin-A,2,2,0,0,0,2,0
CG13245,3,3,0,0,0,3,0
CG43816,2,2,0,0,0,2,0
Ca-alpha1D,10,10,0,0,0,10,0
Ca-Ma2d,2,2,0,0,0,2,0
PRL-1,4,4,0,0,0,4,0
EndoGI,3,3,0,0,0,3,0
twe,4,4,0,0,0,4,0
CG17328,2,2,0,0,0,2,0
cni,3,3,0,0,0,3,0
cact,5,5,0,0,0,5,0
CG4440,2,2,0,0,0,2,0
chif,4,4,0,0,0,4,0
Tpr2,5,5,0,0,0,5,0
CG5968,2,2,0,0,0,2,0
her,2,2,0,0,0,2,0
grp,5,5,0,0,0,5,0
Cyt-c-d,2,2,0,0,0,2,0
VhaSFD,4,4,0,0,0,4,0
Prosbeta4,2,2,0,0,0,2,0
Cyt-b5-r,2,2,0,0,0,2,0
CG17928,2,2,0,0,0,2,0
Ugt37C2,2,2,0,0,0,2,0
CG13280,2,2,0,0,0,2,0
CG13272,2,2,0,0,0,2,0
AspRS-m,3,3,0,0,0,3,0
CG13282,2,2,0,0,0,2,0
CG13284,5,5,0,0,0,5,0
CG15136,2,2,0,0,0,2,0
CG12620,2,2,0,0,0,2,0
CG43220,1,1,0,0,0,1,0
Socs36E,3,3,0,0,0,3,0
CG15155,2,2,0,0,0,2,0
RpS26,5,5,0,0,0,5,0
grnd,2,2,0,0,0,2,0
kon,3,3,0,0,0,3,0
MESR3,4,4,0,0,0,4,0
CG43814,1,1,0,0,0,1,0
CG31792,2,2,0,0,0,2,0
RpL30,3,3,0,0,0,3,0
CG15172,4,4,0,0,0,4,0
mib2,3,3,0,0,0,3,0
Acn,3,3,0,0,0,3,0
Rpn3,2,2,0,0,0,2,0
Phlpp,2,2,0,0,0,2,0
CG43731,1,1,0,0,0,1,0
AsnRS,2,2,0,0,0,2,0
Polr1D,3,3,0,0,0,3,0
gammaTub37C,2,2,0,0,0,2,0
drl,2,2,0,0,0,2,0
dnt,2,2,0,0,0,2,0
CG13086,3,3,0,0,0,3,0
CG31798,2,2,0,0,0,2,0
CG13085,2,2,0,0,0,2,0
RanGAP,3,3,0,0,0,3,0
Top2,2,2,0,0,0,2,0
CG10026,4,4,0,0,0,4,0
tj,2,2,0,0,0,2,0
CG10195,2,2,0,0,0,2,0
CG18094,2,2,0,0,0,2,0
Ctu2,2,2,0,0,0,2,0
swm,4,4,0,0,0,4,0
cyst,3,3,0,0,0,3,0
Tep4,4,4,0,0,0,4,0
CG13077,2,2,0,0,0,2,0
Hakai,4,4,0,0,0,4,0
CG10466,2,2,0,0,0,2,0
CG13962,2,2,0,0,0,2,0
COX4,4,4,0,0,0,4,0
CG10680,2,2,0,0,0,2,0
bwa,2,2,0,0,0,2,0
CG10747,2,2,0,0,0,2,0
Pyroxd1,2,2,0,0,0,2,0
CG31683,2,2,0,0,0,2,0
CG18858,2,2,0,0,0,2,0
Cdc23,2,2,0,0,0,2,0
CG2493,2,2,0,0,0,2,0
6-4,4,4,0,0,0,4,0
CG2614,2,2,0,0,0,2,0
CG2617,2,2,0,0,0,2,0
TM9SF2,2,2,0,0,0,2,0
Amacr,2,2,0,0,0,2,0
Rhau,2,2,0,0,0,2,0
cad,3,3,0,0,0,3,0
vari,5,5,0,0,0,5,0
CG9338,2,2,0,0,0,2,0
CG43739,1,1,0,0,0,1,0
RPA2,2,2,0,0,0,2,0
CG9265,4,4,0,0,0,4,0
CG9259,3,3,0,0,0,3,0
del,3,3,0,0,0,3,0
Atg18b,2,2,0,0,0,2,0
crc,4,4,0,0,0,4,0
dimm,2,2,0,0,0,2,0
nrv3,4,4,0,0,0,4,0
tio,2,2,0,0,0,2,0
CG3651,3,3,0,0,0,3,0
Ir40a,3,3,0,0,0,3,0
Nubpl,3,3,0,0,0,3,0
RpL21,3,3,0,0,0,3,0
CG44102,2,2,0,0,0,2,0
d4,4,4,0,0,0,4,0
COX4L,2,2,0,0,0,2,0
Ugt50B3,5,5,0,0,0,5,0
CG1344,2,2,0,0,0,2,0
Not3,2,2,0,0,0,2,0
Gp210,2,2,0,0,0,2,0
Tsp42A,2,2,0,0,0,2,0
dpr12,3,3,0,0,0,3,0
Strica,2,2,0,0,0,2,0
Ars2,6,6,0,0,0,6,0
bin3,4,4,0,0,0,4,0
Trap1,2,2,0,0,0,2,0
geminin,2,2,0,0,0,2,0
sced,2,2,0,0,0,2,0
Dpit47,2,2,0,0,0,2,0
Adf1,4,4,0,0,0,4,0
CG9410,3,3,0,0,0,3,0
Rab2,2,2,0,0,0,2,0
Eb1,6,6,0,0,0,6,0
CG3420,2,2,0,0,0,2,0
koi,6,6,0,0,0,6,0
CG9445,2,2,0,0,0,2,0
coro,7,7,0,0,0,7,0
Spn42Db,2,2,0,0,0,2,0
CG30156,2,2,0,0,0,2,0
Tsp42Ee,2,2,0,0,0,2,0
CG43647,1,1,0,0,0,1,0
Tsp42Ei,2,2,0,0,0,2,0
lbm,2,2,0,0,0,2,0
Tsp42En,2,2,0,0,0,2,0
Tsp42Ep,2,2,0,0,0,2,0
esn,4,4,0,0,0,4,0
Incenp,3,3,0,0,0,3,0
pwn,2,2,0,0,0,2,0
cos,2,2,0,0,0,2,0
Dhx15,2,2,0,0,0,2,0
CG11125,2,2,0,0,0,2,0
Aldh-III,12,12,0,0,0,12,0
Coop,2,2,0,0,0,2,0
CG1603,2,2,0,0,0,2,0
Drat,4,4,0,0,0,4,0
Rpe,2,2,0,0,0,2,0
Vps13,2,2,0,0,0,2,0
CG30491,2,2,0,0,0,2,0
CG30495,2,2,0,0,0,2,0
CG2070,2,2,0,0,0,2,0
CG2065,2,2,0,0,0,2,0
