,accession,gene
31085,>XM_015772570.3,LOC4334732
31087,>XM_015772571.3,LOC4334733
31089,>XM_015772574.3,LOC4333472
31091,>XM_015772575.3,LOC4333472
31093,>XM_015772576.3,LOC4327269
31095,>XM_015772577.3,LOC4333472
31097,>XM_015772579.3,LOC4333472
31099,>XM_015772583.3,LOC4334541
31101,>XM_015772584.3,LOC9272686
31103,>XM_015772587.3,LOC9266295
31105,>XM_015772588.3,LOC9266295
31107,>XM_015772589.3,LOC4326792
31109,>XM_015772591.3,LOC4332145
31111,>XM_015772592.3,LOC4331378
31113,>XM_015772593.3,LOC9268085
31115,>XM_015772595.3,LOC9268085
31117,>XM_015772596.3,LOC9272157
31119,>XM_015772597.3,LOC4332493
31121,>XM_015772599.3,LOC4334688
31123,>XM_015772603.3,LOC4333043
31125,>XM_015772604.3,LOC4333043
31127,>XM_015772607.3,LOC9272392
31129,>XM_015772610.3,LOC4333927
31131,>XM_015772611.2,LOC4332886
31133,>XM_015772612.3,LOC4324613
31135,>XM_015772613.3,LOC4332377
31137,>XM_015772614.3,LOC4332377
31139,>XM_015772615.3,LOC4331327
31141,>XM_015772618.3,LOC107277748
31143,>XM_015772619.3,LOC9269764
31145,>XM_015772620.3,LOC4324613
31147,>XM_015772621.3,LOC4332894
31149,>XM_015772622.3,LOC9267822
31151,>XM_015772623.2,LOC4332467
31153,>XM_015772624.3,LOC4332467
31155,>XM_015772626.3,LOC4333882
31157,>XM_015772627.3,LOC4331352
31159,>XM_015772628.3,LOC4333575
31161,>XM_015772629.3,LOC9271227
31163,>XM_015772630.3,LOC4334572
31165,>XM_015772631.3,LOC107278763
31167,>XM_015772632.2,LOC9266910
31169,>XM_015772634.2,LOC4334206
31171,>XM_015772637.3,LOC4333266
31173,>XM_015772638.2,LOC4332273
31175,>XM_015772640.3,LOC9266519
31177,>XM_015772641.2,LOC9266519
31179,>XM_015772642.3,LOC9266519
31181,>XM_015772643.3,LOC4324245
31183,>XM_015772644.3,LOC4324493
31185,>XM_015772645.3,LOC4333869
31187,>XM_015772646.3,LOC4334508
31189,>XM_015772648.3,LOC4332336
31191,>XM_015772650.3,LOC4333215
31193,>XM_015772651.3,LOC4333636
31195,>XM_015772652.3,LOC4333636
31197,>XM_015772654.2,LOC4332284
31199,>XM_015772655.3,LOC9270427
31201,>XM_015772656.3,LOC9270427
31203,>XM_015772657.3,LOC9270427
31205,>XM_015772659.3,LOC9272347
31207,>XM_015772663.3,LOC4332209
31209,>XM_015772666.3,LOC4332258
31211,>XM_015772667.3,LOC4333986
31213,>XM_015772668.3,LOC107277991
31215,>XM_015772670.3,LOC4334340
31217,>XM_015772671.3,LOC4333328
31219,>XM_015772672.3,LOC4334056
31221,>XM_015772673.3,LOC4332836
31223,>XM_015772674.3,LOC4334268
31225,>XM_015772675.3,LOC4334088
31227,>XM_015772678.3,LOC4323911
31229,>XM_015772681.3,LOC4334669
31231,>XM_015772682.3,LOC4331569
31233,>XM_015772684.3,LOC4333240
31235,>XM_015772686.3,LOC4333943
31237,>XM_015772687.3,LOC4333943
31239,>XM_015772688.2,LOC4332967
31241,>XM_015772689.3,LOC4323966
31243,>XM_015772690.3,LOC4333780
31245,>XM_015772691.3,LOC4334034
31247,>XM_015772693.3,LOC4334782
31249,>XM_015772694.3,LOC4334782
31251,>XM_015772695.3,LOC4333327
31253,>XM_015772696.3,LOC4332865
31255,>XM_015772697.3,LOC4332865
31257,>XM_015772698.3,LOC4332866
31259,>XM_015772699.3,LOC4333593
31261,>XM_015772702.3,LOC4332811
31263,>XM_015772703.3,LOC4332811
31265,>XM_015772704.3,LOC4334011
31267,>XM_015772706.3,LOC4331452
31269,>XM_015772707.3,LOC4333090
31271,>XM_015772708.3,LOC4334331
31273,>XM_015772709.3,LOC4334331
31275,>XM_015772710.3,LOC4333795
31277,>XM_015772711.3,LOC4333796
31279,>XM_015772712.3,LOC4324317
31281,>XM_015772713.3,LOC4334723
31283,>XM_015772714.3,LOC4331721
31285,>XM_015772715.3,LOC4331721
31287,>XM_015772716.3,LOC4331720
31289,>XM_015772718.3,LOC4331720
31291,>XM_015772719.3,LOC4334607
31293,>XM_015772720.3,LOC4324317
31295,>XM_015772723.3,LOC4333714
31297,>XM_015772724.3,LOC4334092
31299,>XM_015772725.3,LOC4333430
31301,>XM_015772726.3,LOC4334690
31303,>XM_015772727.3,LOC4332547
31305,>XM_015772728.3,LOC4332182
31307,>XM_015772729.3,LOC4334425
31309,>XM_015772730.3,LOC4334425
31311,>XM_015772731.3,LOC4326444
31313,>XM_015772732.3,LOC4331451
31315,>XM_015772733.3,LOC4332655
31317,>XM_015772734.3,LOC4332518
31319,>XM_015772735.3,LOC4332906
31321,>XM_015772736.3,LOC4331303
31323,>XM_015772737.3,LOC4331906
31325,>XM_015772739.3,LOC4332296
31327,>XM_015772740.3,LOC4332347
31329,>XM_015772743.3,LOC9267058
31331,>XM_015772744.3,LOC4332701
31333,>XM_015772745.3,LOC4332324
31335,>XM_015772746.3,LOC4332324
31337,>XM_015772747.3,LOC4333987
31339,>XM_015772748.3,LOC4334090
31341,>XM_015772749.3,LOC4331750
31343,>XM_015772750.3,LOC4331751
31345,>XM_015772756.3,LOC4333033
31347,>XM_015772758.3,LOC4324028
31349,>XM_015772761.3,LOC4333501
31351,>XM_015772762.3,LOC4327945
31353,>XM_015772763.3,LOC4334827
31355,>XM_015772764.3,LOC4334203
31357,>XM_015772765.3,LOC4332290
31359,>XM_015772766.3,LOC4334200
31361,>XM_015772768.3,LOC4332382
31363,>XM_015772769.3,LOC4333750
31365,>XM_015772770.2,LOC4334795
31367,>XM_015772774.3,LOC4333459
31369,>XM_015772775.3,LOC4333703
31371,>XM_015772777.3,LOC4332615
31373,>XM_015772779.3,LOC9267060
31375,>XM_015772780.3,LOC4333095
31377,>XM_015772781.3,LOC4334796
31379,>XM_015772782.3,LOC4333839
31381,>XM_015772783.3,LOC4326553
31383,>XM_015772784.3,LOC4333953
31385,>XM_015772785.3,LOC4333953
31387,>XM_015772786.3,LOC9271916
31389,>XM_015772787.3,LOC4333604
31391,>XM_015772789.3,LOC107280215
31393,>XM_015772790.3,LOC107280215
31395,>XM_015772793.3,LOC4326553
31397,>XM_015772794.3,LOC107280215
31399,>XM_015772795.3,LOC107280215
31401,>XM_015772800.3,LOC4331890
31403,>XM_015772803.3,LOC4331881
31405,>XM_015772804.3,LOC4332969
31407,>XM_015772805.3,LOC4334655
31409,>XM_015772806.3,LOC4334655
31411,>XM_015772808.3,LOC4331484
31413,>XM_015772809.3,LOC4332279
31415,>XM_015772810.3,LOC4331318
31417,>XM_015772811.3,LOC4334739
31419,>XM_015772812.2,LOC4332035
31421,>XM_015772816.3,LOC4331768
31423,>XM_015772818.3,LOC4332734
31425,>XM_015772820.3,LOC4334657
31427,>XM_015772825.3,LOC4331927
31429,>XM_015772826.3,LOC4333042
31431,>XM_015772827.3,LOC4334091
31433,>XM_015772828.3,LOC4334201
31435,>XM_015772829.3,LOC4326078
31437,>XM_015772830.3,LOC9271868
31439,>XM_015772831.3,LOC4333545
31441,>XM_015772832.3,LOC4334507
31443,>XM_015772836.3,LOC4326078
31445,>XM_015772841.3,LOC4334260
31447,>XM_015772842.3,LOC4333009
31449,>XM_015772843.3,LOC4333008
31451,>XM_015772847.3,LOC4334435
31453,>XM_015772848.3,LOC4334436
31455,>XM_015772849.3,LOC9267902
31457,>XM_015772850.2,LOC4332452
31459,>XM_015772852.3,LOC4334399
31461,>XM_015772853.3,LOC4332527
31463,>XM_015772854.3,LOC107276688
31465,>XM_015772855.3,LOC4334181
31467,>XM_015772856.3,LOC4334181
31469,>XM_015772857.3,LOC4332065
31471,>XM_015772858.3,LOC4332065
31473,>XM_015772859.3,LOC4332065
31475,>XM_015772860.3,LOC4332066
31477,>XM_015772861.3,LOC4334018
31479,>XM_015772862.3,LOC4332549
31481,>XM_015772863.3,LOC4332549
31483,>XM_015772864.3,LOC4332549
31485,>XM_015772866.3,LOC4333369
31487,>XM_015772867.2,LOC4333370
31489,>XM_015772868.3,LOC4332200
31491,>XM_015772869.3,LOC4332526
31493,>XM_015772871.3,LOC4333099
31495,>XM_015772872.3,LOC4334787
31497,>XM_015772873.3,LOC4334787
31499,>XM_015772875.3,LOC4324215
31501,>XM_015772879.3,LOC4334787
31503,>XM_015772880.3,LOC4334787
31505,>XM_015772881.3,LOC4334818
31507,>XM_015772882.3,LOC9266896
31509,>XM_015772883.3,LOC4334582
31511,>XM_015772884.3,LOC4334582
31513,>XM_015772885.3,LOC4334582
31515,>XM_015772886.2,LOC4334643
31517,>XM_015772889.3,LOC4333313
31519,>XM_015772890.3,LOC4332115
31521,>XM_015772891.2,LOC4334188
31523,>XM_015772897.3,LOC4332264
31525,>XM_015772898.3,LOC4332329
31527,>XM_015772899.3,LOC4324318
31529,>XM_015772901.3,LOC4334737
31531,>XM_015772902.3,LOC4331790
31533,>XM_015772903.3,LOC4331790
31535,>XM_015772904.3,LOC4331790
31537,>XM_015772906.3,LOC4333729
31539,>XM_015772907.2,LOC4334805
31541,>XM_015772908.3,LOC9267792
31543,>XM_015772909.3,LOC4331338
31545,>XM_015772910.3,LOC4331337
31547,>XM_015772911.3,LOC4326986
31549,>XM_015772912.3,LOC4332590
31551,>XM_015772913.3,LOC4333320
31553,>XM_015772914.3,LOC4332453
31555,>XM_015772916.3,LOC4332435
31557,>XM_015772917.3,LOC4334296
31559,>XM_015772918.3,LOC4331992
31561,>XM_015772919.2,LOC4331386
31563,>XM_015772920.3,LOC4334212
31565,>XM_015772921.3,LOC4333579
31567,>XM_015772922.2,LOC4324639
31569,>XM_015772923.3,LOC4334687
31571,>XM_015772924.3,LOC4334687
31573,>XM_015772925.3,LOC4333847
31575,>XM_015772926.3,LOC4333142
31577,>XM_015772928.3,LOC4331911
31579,>XM_015772929.3,LOC4332905
31581,>XM_015772930.3,LOC4332448
31583,>XM_015772931.3,LOC4332448
31585,>XM_015772932.3,LOC4332448
31587,>XM_015772933.3,LOC4327303
31589,>XM_015772935.3,LOC4331735
31591,>XM_015772936.3,LOC4331735
31593,>XM_015772937.3,LOC4332282
31595,>XM_015772938.3,LOC4333634
31597,>XM_015772939.3,LOC9271595
31599,>XM_015772940.3,LOC107277382
31601,>XM_015772943.3,LOC4331867
31603,>XM_015772944.3,LOC4334604
31605,>XM_015772945.3,LOC4331855
31607,>XM_015772950.3,LOC4332003
31609,>XM_015772951.3,LOC4327203
31611,>XM_015772952.3,LOC4334356
31613,>XM_015772953.3,LOC4334866
31615,>XM_015772955.3,LOC4334642
31617,>XM_015772956.3,LOC4332700
31619,>XM_015772959.3,LOC4326609
31621,>XM_015772961.2,LOC4332194
31623,>XM_015772962.3,LOC4323860
31625,>XM_015772963.3,LOC4334254
31627,>XM_015772965.3,LOC4331692
31629,>XM_015772966.3,LOC4331692
31631,>XM_015772972.3,LOC4333964
31633,>XM_015772973.3,LOC4326498
31635,>XM_015772975.3,LOC4332957
31637,>XM_015772976.2,LOC4334291
31639,>XM_015772977.3,LOC4334531
31641,>XM_015772978.3,LOC107278648
31643,>XM_015772979.3,LOC4334497
31645,>XM_015772980.3,LOC4332652
31647,>XM_015772981.2,LOC4331646
31649,>XM_015772983.3,LOC9269646
31651,>XM_015772984.3,LOC4326888
31653,>XM_015773000.3,LOC4324032
31655,>XM_015773002.3,LOC4331465
31657,>XM_015773003.3,LOC4331465
31659,>XM_015773004.3,LOC4334630
31661,>XM_015773005.3,LOC4332677
31663,>XM_015773006.3,LOC4331902
31665,>XM_015773007.3,LOC4334780
31667,>XM_015773008.3,LOC4333163
31669,>XM_015773009.3,LOC4333163
31671,>XM_015773010.3,LOC4324690
31673,>XM_015773011.3,LOC4333288
31675,>XM_015773012.3,LOC4332466
31677,>XM_015773013.3,LOC9269241
31679,>XM_015773014.3,LOC9269241
31681,>XM_015773016.3,LOC4331612
31683,>XM_015773017.3,LOC4331612
31685,>XM_015773018.3,LOC107278052
31687,>XM_015773019.3,LOC107278052
31689,>XM_015773020.3,LOC4325773
31691,>XM_015773021.3,LOC4332907
31693,>XM_015773023.3,LOC4332907
31695,>XM_015773024.3,LOC4333316
31697,>XM_015773025.3,LOC4325738
31699,>XM_015773026.3,LOC4331597
31701,>XM_015773037.3,LOC4333748
31703,>XM_015773039.3,LOC4332570
31705,>XM_015773040.3,LOC4334841
31707,>XM_015773041.3,LOC4333684
31709,>XM_015773042.3,LOC4333209
31711,>XM_015773043.3,LOC4333902
31713,>XM_015773044.3,LOC4333097
31715,>XM_015773045.3,LOC4333437
31717,>XM_015773046.3,LOC4333437
31719,>XM_015773048.3,LOC4332396
31721,>XM_015773050.3,LOC4327805
31723,>XM_015773051.3,LOC4332396
31725,>XM_015773052.3,LOC4333262
31727,>XM_015773054.3,LOC4332214
31729,>XM_015773060.3,LOC4327805
31731,>XM_015773063.3,LOC4331568
31733,>XM_015773064.3,LOC9272607
31735,>XM_015773065.3,LOC4333112
31737,>XM_015773066.3,LOC4333112
31739,>XM_015773068.3,LOC4333112
31741,>XM_015773069.3,LOC4333112
31743,>XM_015773070.3,LOC4333112
31745,>XM_015773071.3,LOC4333112
31747,>XM_015773072.3,LOC4333112
31749,>XM_015773074.3,LOC4324758
31751,>XM_015773075.3,LOC4331427
31753,>XM_015773078.3,LOC4332397
31755,>XM_015773079.3,LOC9269534
31757,>XM_015773080.3,LOC4332422
31759,>XM_015773081.3,LOC9266093
31761,>XM_015773083.3,LOC4327780
31763,>XM_015773084.3,LOC4333475
31765,>XM_015773085.3,LOC4333475
31767,>XM_015773086.3,LOC4331399
31769,>XM_015773087.3,LOC4333543
31771,>XM_015773091.3,LOC9270425
31773,>XM_015773092.3,LOC9268014
31775,>XM_015773093.3,LOC4332647
31777,>XM_015773094.3,LOC4332647
31779,>XM_015773100.2,LOC9272415
31781,>XM_015773101.3,LOC4333631
31783,>XM_015773102.3,LOC9270768
31785,>XM_015773104.3,LOC9270768
31787,>XM_015773108.3,LOC4325619
31789,>XM_015773110.3,LOC4334781
31791,>XM_015773111.3,LOC4332256
31793,>XM_015773113.3,LOC4334363
31795,>XM_015773115.3,LOC9272128
31797,>XM_015773118.3,LOC4331995
31799,>XM_015773119.3,LOC4333394
31801,>XM_015773120.3,LOC4325617
31803,>XM_015773121.3,LOC9270049
31805,>XM_015773122.3,LOC4333208
31807,>XM_015773124.3,LOC4333466
31809,>XM_015773125.3,LOC4333466
31811,>XM_015773126.3,LOC9271783
31813,>XM_015773127.3,LOC4331336
31815,>XM_015773128.3,LOC4332301
31817,>XM_015773129.3,LOC4332038
31819,>XM_015773130.3,LOC4332038
31821,>XM_015773131.3,LOC4332585
31823,>XM_015773132.3,LOC4332585
31825,>XM_015773133.3,LOC4332585
31827,>XM_015773134.3,LOC4332110
31829,>XM_015773135.3,LOC4333423
31831,>XM_015773136.3,LOC4332036
31833,>XM_015773139.3,LOC4327314
31835,>XM_015773140.3,LOC9271623
31837,>XM_015773142.3,LOC4332348
31839,>XM_015773143.3,LOC4331628
31841,>XM_015773145.3,LOC4327314
31843,>XM_015773146.3,LOC4333096
31845,>XM_015773147.3,LOC4334044
31847,>XM_015773148.3,LOC4333368
31849,>XM_015773150.3,LOC4331946
31851,>XM_015773151.3,LOC4332648
31853,>XM_015773152.3,LOC4331705
31855,>XM_015773153.3,LOC9270137
31857,>XM_015773154.3,LOC9270137
31859,>XM_015773156.3,LOC4326428
31861,>XM_015773157.3,LOC4331430
31863,>XM_015773158.2,LOC4331430
31865,>XM_015773160.3,LOC4334319
31867,>XM_015773162.3,LOC9266461
31869,>XM_015773164.3,LOC4331873
31871,>XM_015773165.3,LOC4326428
31873,>XM_015773166.3,LOC4331873
31875,>XM_015773167.3,LOC4334295
31877,>XM_015773170.3,LOC9268014
31879,>XM_015773171.3,LOC4333381
31881,>XM_015773172.3,LOC4332097
31883,>XM_015773173.3,LOC4332097
31885,>XM_015773174.3,LOC9269467
31887,>XM_015773175.3,LOC4326428
31889,>XM_015773176.3,LOC4331281
31891,>XM_015773177.3,LOC4331281
31893,>XM_015773178.3,LOC4333103
31895,>XM_015773179.3,LOC4333103
31897,>XM_015773181.3,LOC4332775
31899,>XM_015773182.3,LOC4333282
31901,>XM_015773183.3,LOC4334676
31903,>XM_015773185.3,LOC4327884
31905,>XM_015773186.3,LOC4331939
31907,>XM_015773187.3,LOC4331481
31909,>XM_015773188.3,LOC4334654
31911,>XM_015773190.3,LOC4334654
31913,>XM_015773191.3,LOC4334654
31915,>XM_015773192.3,LOC4334654
31917,>XM_015773193.3,LOC4334654
31919,>XM_015773196.2,LOC4333597
31921,>XM_015773197.3,LOC9271256
31923,>XM_015773198.3,LOC4325061
31925,>XM_015773199.3,LOC4333700
31927,>XM_015773200.3,LOC4334153
31929,>XM_015773201.3,LOC9266933
31931,>XM_015773202.3,LOC9266933
31933,>XM_015773204.3,LOC4332346
31935,>XM_015773206.2,LOC4332912
31937,>XM_015773207.3,LOC9267160
31939,>XM_015773209.3,LOC107276699
31941,>XM_015773214.3,LOC4332497
31943,>XM_015773215.3,LOC4332498
31945,>XM_015773216.3,LOC4332819
31947,>XM_015773217.3,LOC4327669
31949,>XM_015773218.2,LOC4334173
31951,>XM_015773219.3,LOC4332133
31953,>XM_015773223.3,LOC4332868
31955,>XM_015773225.2,LOC4331606
31957,>XM_015773226.3,LOC4332257
31959,>XM_015773231.3,LOC4332559
31961,>XM_015773232.3,LOC4332765
31963,>XM_015773233.3,LOC4333633
31965,>XM_015773234.3,LOC4333279
31967,>XM_015773235.3,LOC4333278
31969,>XM_015773236.3,LOC4326572
31971,>XM_015773237.3,LOC4331517
31973,>XM_015773238.3,LOC4333339
31975,>XM_015773239.3,LOC4333338
31977,>XM_015773240.3,LOC9268320
31979,>XM_015773241.3,LOC4333032
31981,>XM_015773242.3,LOC4332699
31983,>XM_015773243.3,LOC4333988
31985,>XM_015773245.3,LOC4333551
31987,>XM_015773246.3,LOC9268014
31989,>XM_015773247.3,LOC9267920
31991,>XM_015773248.3,LOC4332305
31993,>XM_015773250.3,LOC4331891
31995,>XM_015773251.3,LOC4331713
31997,>XM_015773252.3,LOC4334675
31999,>XM_015773253.3,LOC4332528
32001,>XM_015773254.3,LOC4333089
32003,>XM_015773255.3,LOC4326879
32005,>XM_015773256.3,LOC4333089
32007,>XM_015773257.3,LOC4333089
32009,>XM_015773260.3,LOC4332263
32011,>XM_015773261.3,LOC4334293
32013,>XM_015773262.3,LOC4334293
32015,>XM_015773265.3,LOC4334810
32017,>XM_015773267.1,LOC9270384
32019,>XM_015773269.3,LOC107276234
32021,>XM_015773271.3,LOC4332649
32023,>XM_015773272.3,LOC107275976
32025,>XM_015773274.3,LOC4332831
32027,>XM_015773275.3,LOC4334501
32029,>XM_015773276.3,LOC4334501
32031,>XM_015773278.3,LOC4331964
32033,>XM_015773279.3,LOC4324106
32035,>XM_015773280.3,LOC4332230
32037,>XM_015773281.3,LOC4331882
32039,>XM_015773282.3,LOC4333872
32041,>XM_015773286.3,LOC4334205
32043,>XM_015773287.3,LOC4331460
32045,>XM_015773289.3,LOC107280230
32047,>XM_015773290.3,LOC4326500
32049,>XM_015773291.3,LOC9272202
32051,>XM_015773292.3,LOC4333134
32053,>XM_015773293.3,LOC4334797
32055,>XM_015773294.3,LOC4333010
32057,>XM_015773296.3,LOC4333011
32059,>XM_015773297.3,LOC4333011
32061,>XM_015773298.3,LOC4334586
32063,>XM_015773299.3,LOC4331926
32065,>XM_015773300.3,LOC4331926
32067,>XM_015773303.3,LOC4332107
32069,>XM_015773304.3,LOC4332023
32071,>XM_015773306.3,LOC4332867
32073,>XM_015773308.3,LOC4332857
32075,>XM_015773309.3,LOC9270107
32077,>XM_015773310.3,LOC9270107
32079,>XM_015773311.3,LOC4334564
32081,>XM_015773313.3,LOC4333246
32083,>XM_015773315.3,LOC4332720
32085,>XM_015773316.3,LOC4334350
32087,>XM_015773317.3,LOC4333676
32089,>XM_015773318.3,LOC9268014
32091,>XM_015773320.3,LOC4334599
32093,>XM_015773321.3,LOC4334599
32095,>XM_015773322.3,LOC4331643
32097,>XM_015773323.3,LOC4333771
32099,>XM_015773325.3,LOC4332555
32101,>XM_015773327.3,LOC107280232
32103,>XM_015773329.3,LOC9267013
32105,>XM_015773330.1,LOC4333959
32107,>XM_015773331.3,LOC4326627
32109,>XM_015773333.3,LOC4333958
32111,>XM_015773334.3,LOC4333958
32113,>XM_015773338.3,LOC4334443
32115,>XM_015773340.3,LOC4331432
32117,>XM_015773345.3,LOC4334847
32119,>XM_015773347.3,LOC4332654
32121,>XM_015773348.3,LOC4332385
32123,>XM_015773350.3,LOC4332795
32125,>XM_015773351.3,LOC4331817
32127,>XM_015773352.3,LOC9267237
32129,>XM_015773353.3,LOC9266323
32131,>XM_015773354.3,LOC9267237
32133,>XM_015773357.3,LOC4331599
32135,>XM_015773358.3,LOC4332757
32137,>XM_015773360.3,LOC4334294
32139,>XM_015773361.3,LOC9266323
32141,>XM_015773362.3,LOC4333848
32143,>XM_015773364.3,LOC9267256
32145,>XM_015773365.3,LOC4333272
32147,>XM_015773366.2,LOC4331647
32149,>XM_015773367.3,LOC9269577
32151,>XM_015773369.3,LOC4331317
32153,>XM_015773371.3,LOC107275930
32155,>XM_015773373.3,LOC4334638
32157,>XM_015773374.3,LOC4333980
32159,>XM_015773375.3,LOC4332571
32161,>XM_015773376.3,LOC4332571
32163,>XM_015773377.3,LOC9266323
32165,>XM_015773378.3,LOC9267457
32167,>XM_015773379.3,LOC4332833
32169,>XM_015773380.2,LOC4334247
32171,>XM_015773381.3,LOC4334631
32173,>XM_015773383.3,LOC4333499
32175,>XM_015773384.3,LOC4333499
32177,>XM_015773385.3,LOC4332911
32179,>XM_015773386.3,LOC4324369
32181,>XM_015773387.3,LOC4333923
32183,>XM_015773389.3,LOC4331925
32185,>XM_015773390.3,LOC4333924
32187,>XM_015773392.3,LOC9270983
32189,>XM_015773393.3,LOC4333024
32191,>XM_015773394.3,LOC4334704
32193,>XM_015773395.3,LOC107280234
32195,>XM_015773396.3,LOC4333184
32197,>XM_015773397.3,LOC4327853
32199,>XM_015773400.3,LOC9266875
32201,>XM_015773402.3,LOC4333605
32203,>XM_015773403.3,LOC4331442
32205,>XM_015773407.3,LOC4333524
32207,>XM_015773408.3,LOC4325990
32209,>XM_015773409.3,LOC4331656
32211,>XM_015773411.3,LOC4333659
32213,>XM_015773412.3,LOC9266419
32215,>XM_015773413.3,LOC4333879
32217,>XM_015773416.3,LOC9271769
32219,>XM_015773417.3,LOC9267438
32221,>XM_015773418.3,LOC9269201
32223,>XM_015773419.3,LOC4331346
32225,>XM_015773421.3,LOC4332764
32227,>XM_015773422.3,LOC9270536
32229,>XM_015773423.3,LOC4332582
32231,>XM_015773424.2,LOC4332805
32233,>XM_015773426.3,LOC4331879
32235,>XM_015773427.3,LOC9266550
32237,>XM_015773433.3,LOC4331449
32239,>XM_015773434.3,LOC107277070
32241,>XM_015773435.3,LOC107277070
32243,>XM_015773436.3,LOC4333922
32245,>XM_015773437.3,LOC107278712
32247,>XM_015773438.3,LOC4332929
32249,>XM_015773439.2,LOC4324956
32251,>XM_015773440.3,LOC4332928
32253,>XM_015773441.3,LOC4332927
32255,>XM_015773442.3,LOC4334283
32257,>XM_015773444.3,LOC4331361
32259,>XM_015773446.1,LOC4324956
32261,>XM_015773447.3,LOC4332887
32263,>XM_015773448.3,LOC4333519
32265,>XM_015773449.3,LOC4331816
32267,>XM_015773451.3,LOC4331815
32269,>XM_015773452.3,LOC4333934
32271,>XM_015773453.3,LOC4333949
32273,>XM_015773454.3,LOC4334379
32275,>XM_015773455.3,LOC9268354
32277,>XM_015773456.3,LOC4332423
32279,>XM_015773457.3,LOC4327672
32281,>XM_015773458.3,LOC4334081
32283,>XM_015773461.3,LOC9271618
32285,>XM_015773462.3,LOC4332255
32287,>XM_015773463.3,LOC4332255
32289,>XM_015773464.3,LOC4332444
32291,>XM_015773465.3,LOC4327672
32293,>XM_015773466.3,LOC4332444
32295,>XM_015773467.3,LOC9268516
32297,>XM_015773468.3,LOC4334736
32299,>XM_015773469.3,LOC4332550
32301,>XM_015773470.3,LOC4334603
32303,>XM_015773474.2,LOC4334039
32305,>XM_015773475.2,LOC4331657
32307,>XM_015773476.2,LOC4331657
32309,>XM_015773477.2,LOC4331657
32311,>XM_015773478.3,LOC4327967
32313,>XM_015773479.2,LOC4331657
32315,>XM_015773480.2,LOC4331657
32317,>XM_015773481.2,LOC4331657
32319,>XM_015773482.3,LOC4332479
32321,>XM_015773493.3,LOC4324755
32323,>XM_015773498.3,LOC4333785
32325,>XM_015773499.3,LOC9270430
32327,>XM_015773500.3,LOC4332934
32329,>XM_015773501.3,LOC4332482
32331,>XM_015773503.3,LOC4331375
32333,>XM_015773505.3,LOC4325182
32335,>XM_015773506.3,LOC4334421
32337,>XM_015773507.3,LOC4334421
32339,>XM_015773508.3,LOC4331578
32341,>XM_015773509.3,LOC4331578
32343,>XM_015773510.3,LOC4332695
32345,>XM_015773511.3,LOC4333263
32347,>XM_015773514.3,LOC4325182
32349,>XM_015773516.3,LOC9270360
32351,>XM_015773517.3,LOC4331532
32353,>XM_015773521.3,LOC4333982
32355,>XM_015773522.3,LOC4325182
32357,>XM_015773523.3,LOC4333982
32359,>XM_015773524.3,LOC4332784
32361,>XM_015773525.3,LOC4334054
32363,>XM_015773526.3,LOC4332733
32365,>XM_015773527.3,LOC4332551
32367,>XM_015773529.3,LOC4334157
32369,>XM_015773530.3,LOC4334189
32371,>XM_015773531.3,LOC9269350
32373,>XM_015773532.3,LOC4327332
32375,>XM_015773534.3,LOC9269350
32377,>XM_015773536.2,LOC9266866
32379,>XM_015773537.3,LOC4332283
32381,>XM_015773539.3,LOC4333855
32383,>XM_015773540.3,LOC4333006
32385,>XM_015773541.3,LOC9271987
32387,>XM_015773542.3,LOC4333992
32389,>XM_015773544.3,LOC4325387
32391,>XM_015773547.3,LOC4334174
32393,>XM_015773548.3,LOC9267554
32395,>XM_015773549.3,LOC4325107
32397,>XM_015773551.3,LOC4331883
32399,>XM_015773552.3,LOC4333479
32401,>XM_015773553.3,LOC4331500
32403,>XM_015773554.3,LOC4325603
32405,>XM_015773555.3,LOC4333257
32407,>XM_015773557.3,LOC4334196
32409,>XM_015773558.3,LOC4332778
32411,>XM_015773559.3,LOC4334874
32413,>XM_015773561.3,LOC4334874
32415,>XM_015773562.3,LOC4333109
32417,>XM_015773564.3,LOC4331782
32419,>XM_015773565.3,LOC4331781
32421,>XM_015773566.3,LOC4332103
32423,>XM_015773567.3,LOC4332920
32425,>XM_015773568.3,LOC4331354
32427,>XM_015773569.2,LOC4334538
32429,>XM_015773571.2,LOC4334538
32431,>XM_015773572.3,LOC4333139
32433,>XM_015773573.3,LOC4333786
32435,>XM_015773574.3,LOC4332399
32437,>XM_015773575.3,LOC9271925
32439,>XM_015773576.3,LOC9271925
32441,>XM_015773578.3,LOC9271925
32443,>XM_015773579.3,LOC4333353
32445,>XM_015773580.3,LOC9267458
32447,>XM_015773581.3,LOC4332719
32449,>XM_015773582.3,LOC4332719
32451,>XM_015773583.3,LOC4332294
32453,>XM_015773585.3,LOC9272301
32455,>XM_015773586.3,LOC4334455
32457,>XM_015773588.3,LOC4332271
32459,>XM_015773589.3,LOC4331622
32461,>XM_015773590.3,LOC4333220
32463,>XM_015773591.3,LOC4334789
32465,>XM_015773592.3,LOC4332673
32467,>XM_015773593.3,LOC4334637
32469,>XM_015773594.3,LOC4334637
32471,>XM_015773595.3,LOC4323834
32473,>XM_015773596.3,LOC4331304
32475,>XM_015773597.3,LOC4331691
32477,>XM_015773599.3,LOC9272450
32479,>XM_015773600.3,LOC4332586
32481,>XM_015773601.3,LOC4331533
