,accession,gene
68719,>XM_017591946.3,B3galt1
68721,>XM_017591948.3,B3galt1
68723,>XM_017591949.3,Catsper2
68725,>XM_017591950.3,Esf1
68727,>XM_017591951.3,Nkx2-2
68729,>XM_017591957.1,Or4f15
68731,>XM_017591958.1,Or4f56
68733,>XM_017591960.1,Or4c108
68735,>XM_017591963.1,Or10ag54b
68737,>XM_017591966.1,Or4f7b
68739,>XM_017591967.1,Or12e14
68741,>XM_017591972.3,Scn3a
68743,>XM_017591974.3,Cysrt1
68745,>XM_017591977.3,Tcp11l1
68747,>XM_017591982.3,Gabpb1
68749,>XM_017591983.3,Gabpb1
68751,>XM_017591984.3,Gabpb1
68753,>XM_017591985.3,Spdye4c
68755,>XM_017591986.3,Dnaaf9
68757,>XM_017591988.3,Slx4ip
68759,>XM_017591994.3,Tti1
68761,>XM_017591995.3,4930402F06Rikl
68763,>XM_017591997.3,Nr4a2
68765,>XM_017592000.3,Cacnb4
68767,>XM_017592003.1,Epb41l1
68769,>XM_017592004.1,Epb41l1
68771,>XM_017592005.3,Epb41l1
68773,>XM_017592006.3,Epb41l1
68775,>XM_017592007.3,Epb41l1
68777,>XM_017592010.3,Epb41l1
68779,>XM_017592011.1,Epb41l1
68781,>XM_017592012.1,Epb41l1
68783,>XM_017592017.3,Surf4
68785,>XM_017592023.3,Entpd2
68787,>XM_017592024.3,Entpd2
68789,>XM_017592027.3,Kcnip3
68791,>XM_017592032.3,Ggta1l1
68793,>XM_017592039.3,Ppp1r16b
68795,>XM_017592040.3,Qsox2
68797,>XM_017592048.3,Prdm11
68799,>XM_017592049.3,Prdm11
68801,>XM_017592062.3,Dgkz
68803,>XM_017592063.3,Ppig
68805,>XM_017592064.3,Ppig
68807,>XM_017592066.3,Src
68809,>XM_017592068.3,Src
68811,>XM_017592071.3,Src
68813,>XM_017592079.2,Cox4i2
68815,>XM_017592099.3,Surf1
68817,>XM_017592102.3,Rapgef1
68819,>XM_017592108.3,Rapgef1
68821,>XM_017592115.3,St6galnac4
68823,>XM_017592120.3,Ralgps1
68825,>XM_017592121.3,Ralgps1
68827,>XM_017592122.3,Ralgps1
68829,>XM_017592127.3,C5l1
68831,>XM_017592129.3,C5l1
68833,>XM_017592136.3,Ttll11
68835,>XM_017592137.3,Ttll11
68837,>XM_017592149.3,Fmnl2
68839,>XM_017592152.3,Pkp4
68841,>XM_017592170.3,Tnks1bp1
68843,>XM_017592175.3,Ckap5
68845,>XM_017592181.3,Ldlrad3
68847,>XM_017592182.3,D430041D05Rikl
68849,>XM_017592191.3,Tmco5b
68851,>XM_017592192.3,Tmco5b
68853,>XM_017592194.3,Inafm2
68855,>XM_017592195.3,Bahd1
68857,>XM_017592196.3,Bahd1
68859,>XM_017592197.2,Bahd1
68861,>XM_017592199.3,Pla2g4e
68863,>XM_017592201.3,Pla2g4e
68865,>XM_017592202.3,Pla2g4e
68867,>XM_017592203.2,Pla2g4e
68869,>XM_017592204.3,Pla2g4e
68871,>XM_017592209.3,Stard9
68873,>XM_017592211.3,Stard9
68875,>XM_017592214.3,Tp53bp1
68877,>XM_017592215.3,Tp53bp1
68879,>XM_017592217.3,Wdr76
68881,>XM_017592224.3,Banf2
68883,>XM_017592238.3,Ralgapa2
68885,>XM_017592245.3,Zfp442
68887,>XM_017592266.3,Mtcl2
68889,>XM_017592268.3,Tldc2
68891,>XM_017592269.3,Tldc2
68893,>XM_017592275.3,Kiaa1755
68895,>XM_017592280.3,L3mbtl1
68897,>XM_017592281.3,L3mbtl1
68899,>XM_017592302.3,Ankrd60
68901,>XM_017592304.3,Ankrd60
68903,>XM_017592315.3,Col20a1
68905,>XM_017592316.3,Col20a1
68907,>XM_017592318.3,G6pc2
68909,>XM_017592324.3,Golga2l2
68911,>XM_017592333.2,Or9m1l1
68913,>XM_017592362.3,Trappc2ll1
68915,>XM_017592363.2,Or7c74
68917,>XM_017592365.3,Eif1l1
68919,>XM_017592373.3,Tas2r103
68921,>XM_017592381.3,Dmtf1
68923,>XM_017592382.3,Zyx
68925,>XM_017592395.3,Cntn4
68927,>XM_017592396.3,Cntn4
68929,>XM_017592402.3,Sox5
68931,>XM_017592410.3,Sox5
68933,>XM_017592413.3,Zfp384
68935,>XM_017592415.3,Zfp384
68937,>XM_017592416.3,Zfp384
68939,>XM_017592417.3,Zfp384
68941,>XM_017592425.3,Grip2
68943,>XM_017592426.3,Tgoln2
68945,>XM_017592436.3,Grin2b
68947,>XM_017592437.3,Grin2b
68949,>XM_017592438.3,Grin2b
68951,>XM_017592439.3,Grin2b
68953,>XM_017592443.3,Kras
68955,>XM_017592444.3,Tmem150a
68957,>XM_017592446.3,Akap9
68959,>XM_017592447.3,Akap9
68961,>XM_017592448.3,Akap9
68963,>XM_017592449.3,Plekha5
68965,>XM_017592451.3,Plekha5
68967,>XM_017592452.3,Plekha5
68969,>XM_017592453.3,Plekha5
68971,>XM_017592455.3,Plekha5
68973,>XM_017592456.3,Plekha5
68975,>XM_017592457.3,Plekha5
68977,>XM_017592459.3,Plekha5
68979,>XM_017592461.3,Plekha5
68981,>XM_017592462.3,Plekha5
68983,>XM_017592465.3,Plekha5
68985,>XM_017592467.3,Tax1bp1
68987,>XM_017592468.3,Tax1bp1
68989,>XM_017592469.3,Abcb1b
68991,>XM_017592474.3,Abcb4
68993,>XM_017592475.3,Ptn
68995,>XM_017592478.3,Mitf
68997,>XM_017592480.3,Gata2
68999,>XM_017592483.3,Apobec1
69001,>XM_017592484.3,Apobec1
69003,>XM_017592486.3,Dlx5
69005,>XM_017592487.3,Cald1
69007,>XM_017592494.3,Cttnbp2
69009,>XM_017592496.3,Asic3
69011,>XM_017592497.3,Tfpi2
69013,>XM_017592500.2,Snca
69015,>XM_017592501.3,Dpp6
69017,>XM_017592503.3,Dpp6
69019,>XM_017592504.3,Dpp6
69021,>XM_017592509.3,Dync1i1
69023,>XM_017592513.3,Srpk2
69025,>XM_017592522.3,Sema3e
69027,>XM_017592525.3,Chchd3
69029,>XM_017592526.3,Chchd3
69031,>XM_017592528.3,Lrguk
69033,>XM_017592530.3,Lrguk
69035,>XM_017592531.3,Lrguk
69037,>XM_017592533.3,Clec2l
69039,>XM_017592535.3,Smyd1
69041,>XM_017592542.3,Elmod3
69043,>XM_017592545.3,Ctnna2
69045,>XM_017592548.3,Tex261
69047,>XM_017592562.3,Foxp1
69049,>XM_017592570.3,Setd5
69051,>XM_017592577.3,Il17rc
69053,>XM_017592578.3,Il17rc
69055,>XM_017592579.3,Il17rc
69057,>XM_017592583.3,Csgalnact2
69059,>XM_017592584.3,Csgalnact2
69061,>XM_017592585.3,Rad52
69063,>XM_017592587.3,Clec4a2
69065,>XM_017592597.3,Pyroxd1
69067,>XM_017592600.2,Mrps35
69069,>XM_017592602.3,Rnf32
69071,>XM_017592605.3,Rnf32
69073,>XM_017592606.3,Rnf32
69075,>XM_017592611.3,Nrf1
69077,>XM_017592612.3,Nrf1
69079,>XM_017592616.3,Ppm1k
69081,>XM_017592617.3,Ppm1k
69083,>XM_017592619.3,Ppm1k
69085,>XM_017592620.3,Abcg2
69087,>XM_017592621.3,Immt
69089,>XM_017592622.3,Immt
69091,>XM_017592623.3,Immt
69093,>XM_017592624.3,Immt
69095,>XM_017592625.3,Immt
69097,>XM_017592626.3,Immt
69099,>XM_017592627.3,Immt
69101,>XM_017592628.3,Immt
69103,>XM_017592629.3,Dysf
69105,>XM_017592630.3,Dysf
69107,>XM_017592631.3,Dysf
69109,>XM_017592632.3,Dysf
69111,>XM_017592633.3,Dysf
69113,>XM_017592634.3,Dysf
69115,>XM_017592642.3,Pdzrn3
69117,>XM_017592645.3,Marchf8
69119,>XM_017592647.3,Marchf8
69121,>XM_017592650.3,Cd163
69123,>XM_017592651.3,Cd163
69125,>XM_017592652.3,Pianp
69127,>XM_017592653.3,Akap3
69129,>XM_017592654.3,Akap3
69131,>XM_017592655.3,Tspan9
69133,>XM_017592656.3,Tspan9
69135,>XM_017592668.3,Rassf8
69137,>XM_017592677.3,Rbm33
69139,>XM_017592678.3,Rbm33
69141,>XM_017592680.3,Rbm33
69143,>XM_017592681.3,Rbm33
69145,>XM_017592682.3,Agap3
69147,>XM_017592685.3,Tspan12
69149,>XM_017592687.3,Fkbp14
69151,>XM_017592700.3,Il17re
69153,>XM_017592701.3,Rassf4
69155,>XM_017592703.3,Mfap5
69157,>XM_017592704.3,Clec4d
69159,>XM_017592715.3,C2cd5
69161,>XM_017592722.3,C2cd5
69163,>XM_017592723.3,C2cd5
69165,>XM_017592725.3,C2cd5
69167,>XM_017592727.3,Bicd1
69169,>XM_017592729.3,Prkag2
69171,>XM_017592730.3,Prkag2
69173,>XM_017592731.3,Prkag2
69175,>XM_017592732.3,Prkag2
69177,>XM_017592736.1,Or8b45
69179,>XM_017592737.1,Or13a1
69181,>XM_017592738.2,Prss58
69183,>XM_017592740.2,Clec4a
69185,>XM_017592741.2,Clec4a
69187,>XM_017592745.3,Ly49s6
69189,>XM_017592748.3,Ly49s6
69191,>XM_017592756.3,Ly49si3l1
69193,>XM_017592758.3,Ly49si2
69195,>XM_017592759.3,Ly49si2
69197,>XM_017592764.3,Eogt
69199,>XM_017592765.3,Eogt
69201,>XM_017592766.3,Eogt
69203,>XM_017592771.3,Plcz1
69205,>XM_017592773.3,Iqca1l
69207,>XM_017592774.3,Hycc1
69209,>XM_017592781.3,Hyal5
69211,>XM_017592785.3,Garin1b
69213,>XM_017592787.3,Garin1b
69215,>XM_017592788.3,Fam131b
69217,>XM_017592790.3,Zfp467
69219,>XM_017592792.3,Tra2a
69221,>XM_017592793.3,Fam221a
69223,>XM_017592796.3,Creb5
69225,>XM_017592798.3,Itprid1
69227,>XM_017592799.3,Itprid1
69229,>XM_017592800.3,Itprid1
69231,>XM_017592802.3,Ccser1
69233,>XM_017592805.3,Ccser1
69235,>XM_017592806.3,Ccser1
69237,>XM_017592808.3,Ccser1
69239,>XM_017592811.3,Lrrtm4
69241,>XM_017592817.3,Aak1
69243,>XM_017592818.3,Aak1
69245,>XM_017592819.3,Aak1
69247,>XM_017592820.3,Aak1
69249,>XM_017592821.3,Aak1
69251,>XM_017592822.3,Aak1
69253,>XM_017592824.3,Aplf
69255,>XM_017592825.3,Aplf
69257,>XM_017592832.3,Magi1
69259,>XM_017592833.3,Lrrn1
69261,>XM_017592835.3,Clec1b
69263,>XM_017592836.3,Bcl2l14
69265,>XM_017592840.3,Lmntd1
69267,>XM_017592842.3,Lmntd1
69269,>XM_017592843.3,Sspn
69271,>XM_017592844.3,Tuba8
69273,>XM_017592845.3,Agk
69275,>XM_017592846.3,Agk
69277,>XM_017592850.3,Prrt3
69279,>XM_017592851.3,Ptpro
69281,>XM_017592855.3,Grm8
69283,>XM_017592856.3,Grm8
69285,>XM_017592857.3,Grm8
69287,>XM_017592859.3,Grm8
69289,>XM_017592860.3,Gpr85
69291,>XM_017592861.3,Gpr85
69293,>XM_017592875.3,Hnrnpf
69295,>XM_017592878.3,Cnbp
69297,>XM_017592879.3,Cnbp
69299,>XM_017592880.3,Bid
69301,>XM_017592888.3,Lrtm2
69303,>XM_017592890.3,Lrtm2
69305,>XM_017592894.3,Dgki
69307,>XM_017592897.3,Tafa4
69309,>XM_017592898.3,Tafa4
69311,>XM_017592903.3,Grid2
69313,>XM_017592906.3,Ogg1
69315,>XM_017592909.3,Ggcx
69317,>XM_017592928.3,Ppp1r9a
69319,>XM_017592933.3,Tpra1
69321,>XM_017592934.3,Klf15
69323,>XM_017592937.1,Or8b51b
69325,>XM_017592938.3,Fastk
69327,>XM_017592966.3,Ccdc136
69329,>XM_017592967.3,Kcp
69331,>XM_017592971.3,Agbl3
69333,>XM_017592975.3,Slc37a3
69335,>XM_017592976.3,Slc37a3
69337,>XM_017592977.3,Slc37a3
69339,>XM_017592978.3,Slc37a3
69341,>XM_017592983.3,LOC102554637
69343,>XM_017592985.2,Zfp862
69345,>XM_017592987.2,Zfp862
69347,>XM_017592988.2,Zfp862
69349,>XM_017592989.3,Zfp862
69351,>XM_017592990.3,Zfp862
69353,>XM_017592992.3,LOC108350705
69355,>XM_017592993.3,Igf2bp3
69357,>XM_017592994.3,Osbpl3
69359,>XM_017593010.3,Nat8b
69361,>XM_017593013.3,Tprkb
69363,>XM_017593016.2,Cfap92
69365,>XM_017593020.3,Cfap100
69367,>XM_017593028.3,Tmcc1
69369,>XM_017593029.3,Zfp239
69371,>XM_017593030.3,Zfp239
69373,>XM_017593038.3,Ano2
69375,>XM_017593047.3,Nrip2
69377,>XM_017593050.3,Clec2gl1
69379,>XM_017593051.3,Clec2gl1
69381,>XM_017593058.3,Smim10l1
69383,>XM_017593062.3,Lmo3
69385,>XM_017593063.3,Lmo3
69387,>XM_017593088.3,Mdfic2
69389,>XM_017593101.3,Lhfpl3
69391,>XM_017593102.3,4921504A21Rikl
69393,>XM_017593109.3,Astn2
69395,>XM_017593110.3,Astn2
69397,>XM_017593112.3,Astn2
69399,>XM_017593115.3,Maged2
69401,>XM_017593120.3,Ptpru
69403,>XM_017593121.3,Ptpru
69405,>XM_017593122.3,Ptpru
69407,>XM_017593125.3,Lpar1
69409,>XM_017593127.3,Lpar1
69411,>XM_017593130.3,Lpar1
69413,>XM_017593138.3,Rnf38
69415,>XM_017593139.3,Rnf38
69417,>XM_017593140.3,Rnf38
69419,>XM_017593141.3,Kif2c
69421,>XM_017593142.3,Ptgr1
69423,>XM_017593151.3,Cnr1
69425,>XM_017593152.3,Stx17
69427,>XM_017593159.3,Nfyc
69429,>XM_017593163.3,Ttpa
69431,>XM_017593164.2,Ttpa
69433,>XM_017593166.3,Agrn
69435,>XM_017593167.3,Agrn
69437,>XM_017593168.3,Agrn
69439,>XM_017593169.3,Agrn
69441,>XM_017593170.3,Agrn
69443,>XM_017593171.3,Aptx
69445,>XM_017593173.3,St18
69447,>XM_017593175.3,Dab1
69449,>XM_017593176.3,Dab1
69451,>XM_017593177.3,Dab1
69453,>XM_017593178.3,Dab1
69455,>XM_017593184.3,Cdk5rap2
69457,>XM_017593196.3,Ak4
69459,>XM_017593197.3,Nfib
69461,>XM_017593198.3,Nfib
69463,>XM_017593199.3,Nfib
69465,>XM_017593200.3,Nfib
69467,>XM_017593201.3,Coq3
69469,>XM_017593202.3,Stmn1
69471,>XM_017593205.3,Padi4
69473,>XM_017593206.3,Padi4
69475,>XM_017593214.3,Kcnab2
69477,>XM_017593215.3,Kcnab2
69479,>XM_017593224.3,Plag1
69481,>XM_017593226.3,Tp53inp1
69483,>XM_017593232.3,Gpr63
69485,>XM_017593233.3,Fhl5
69487,>XM_017593237.3,Galt
69489,>XM_017593241.2,Xpa
69491,>XM_017593244.3,Wdr31
69493,>XM_017593245.3,Wdr31
69495,>XM_017593246.3,Wdr31
69497,>XM_017593252.3,Tmem268
69499,>XM_017593253.3,Tmem268
69501,>XM_017593255.3,Tmem268
69503,>XM_017593260.3,Fggy
69505,>XM_017593261.3,Fggy
69507,>XM_017593264.3,Ttc22
69509,>XM_017593266.3,Mroh7
69511,>XM_017593270.3,Ttc39a
69513,>XM_017593272.3,Fam221b
69515,>XM_017593274.3,Tspan1
69517,>XM_017593275.3,Ipp
69519,>XM_017593280.3,Ppie
69521,>XM_017593289.3,Csf3r
69523,>XM_017593293.3,Epha10
69525,>XM_017593294.3,Eif4g3
69527,>XM_017593296.3,Eif4g3
69529,>XM_017593298.3,Eif4g3
69531,>XM_017593300.3,Eif4g3
69533,>XM_017593310.3,Ube4b
69535,>XM_017593311.3,Nmnat1
69537,>XM_017593318.3,Ints11
69539,>XM_017593322.3,Arfgef1
69541,>XM_017593330.3,Ubxn2b
69543,>XM_017593333.3,Phc2
69545,>XM_017593334.1,Adgrb2
69547,>XM_017593335.1,Adgrb2
69549,>XM_017593336.1,Adgrb2
69551,>XM_017593337.1,Adgrb2
69553,>XM_017593338.1,Adgrb2
69555,>XM_017593339.1,Adgrb2
69557,>XM_017593340.1,Adgrb2
69559,>XM_017593342.2,Fbxl4
69561,>XM_017593343.2,Fbxl4
69563,>XM_017593345.3,Bach2
69565,>XM_017593347.3,Bach2
69567,>XM_017593349.3,Bach2
69569,>XM_017593356.3,Ubap2
69571,>XM_017593358.3,Cntfr
69573,>XM_017593364.3,Coro2a
69575,>XM_017593365.3,Psip1
69577,>XM_017593366.3,Psip1
69579,>XM_017593367.3,Ift74
69581,>XM_017593373.3,Mier1
69583,>XM_017593374.3,Mier1
69585,>XM_017593381.3,Mier1
69587,>XM_017593383.3,Pars2
69589,>XM_017593384.3,Atpaf1
69591,>XM_017593387.3,Gpbp1l1
69593,>XM_017593389.3,Tmem53
69595,>XM_017593390.3,Tmem53
69597,>XM_017593391.3,Kdm4a
69599,>XM_017593392.3,Zmynd12
69601,>XM_017593396.3,Hivep3
69603,>XM_017593397.3,Hivep3
69605,>XM_017593398.3,Zmpste24
69607,>XM_017593399.3,Nt5c1a
69609,>XM_017593400.3,Ago3
69611,>XM_017593401.3,Ago1
69613,>XM_017593403.2,Zmym4
69615,>XM_017593404.3,Pafah2
69617,>XM_017593406.3,Srrm1
69619,>XM_017593407.3,Srrm1
69621,>XM_017593409.3,Rap1gap
69623,>XM_017593410.3,Rap1gap
69625,>XM_017593412.3,Rap1gap
69627,>XM_017593413.2,Rap1gap
69629,>XM_017593415.3,Crocc
69631,>XM_017593423.3,Kazn
69633,>XM_017593426.3,Prdm2
69635,>XM_017593435.3,Nphp4
69637,>XM_017593439.3,Mast2
69639,>XM_017593441.3,Mast2
69641,>XM_017593444.3,Vps13d
69643,>XM_017593467.3,Tox
69645,>XM_017593468.3,Ccne2
69647,>XM_017593470.3,Ripk2
69649,>XM_017593471.3,Ccl27
69651,>XM_017593473.3,Pgap4
69653,>XM_017593474.3,Pgap4
69655,>XM_017593476.3,Tle1
69657,>XM_017593478.3,Tle1
69659,>XM_017593484.3,Itgb3bp
69661,>XM_017593491.3,Ndc1
69663,>XM_017593508.3,Oscp1
69665,>XM_017593509.3,Zmym6
69667,>XM_017593516.3,Pum1
69669,>XM_017593517.3,Ahdc1
69671,>XM_017593523.3,Slc66a1
69673,>XM_017593525.3,Arhgef19
69675,>XM_017593529.3,Pcmtd1
69677,>XM_017593530.3,Clvs1
69679,>XM_017593531.3,Clvs1
69681,>XM_017593532.3,Cfap206
69683,>XM_017593533.3,Cfap206
69685,>XM_017593537.3,Slc1a7
69687,>XM_017593539.3,Ptch2
69689,>XM_017593540.1,Or13p5
69691,>XM_017593541.3,Lsm10
69693,>XM_017593544.3,Pigv
69695,>XM_017593545.3,Pigv
69697,>XM_017593546.3,Pigv
69699,>XM_017593553.3,Mib2
69701,>XM_017593554.3,Mib2
69703,>XM_017593555.3,Mib2
69705,>XM_017593558.3,Mib2
69707,>XM_017593561.3,C5h8orf34
69709,>XM_017593562.3,C5h8orf34
69711,>XM_017593563.3,C5h8orf34
69713,>XM_017593564.3,C5h8orf34
69715,>XM_017593566.3,C5h8orf34
69717,>XM_017593569.3,Lrrc69
69719,>XM_017593571.3,Ankrd6
69721,>XM_017593577.3,C5h1orf87
69723,>XM_017593586.3,Stpg1
69725,>XM_017593587.3,Stpg1
69727,>XM_017593589.3,Stpg1
69729,>XM_017593591.2,Stpg1
69731,>XM_017593595.2,Rgs3
69733,>XM_017593597.3,Rgs3
69735,>XM_017593607.3,Bspry
69737,>XM_017593612.3,Hes3
69739,>XM_017593614.3,Hes3
69741,>XM_017593616.3,Elovl1
69743,>XM_017593617.3,Elovl1
69745,>XM_017593618.3,Elovl1
69747,>XM_017593620.2,Grhpr
69749,>XM_017593621.3,Grhpr
69751,>XM_017593623.2,Rp1
69753,>XM_017593624.3,Rcc1
69755,>XM_017593626.3,Rcc1
69757,>XM_017593627.3,Rcc1
69759,>XM_017593629.3,Rcc1
69761,>XM_017593632.3,Ift25
69763,>XM_017593635.3,Ift25
69765,>XM_017593636.3,Skint1
69767,>XM_017593639.3,Chd5
69769,>XM_017593640.3,Chd5
69771,>XM_017593641.3,Chd5
69773,>XM_017593642.3,Chd5
69775,>XM_017593643.3,Chd5
69777,>XM_017593644.3,Chd5
69779,>XM_017593645.3,Chd5
69781,>XM_017593646.3,Chd5
69783,>XM_017593647.3,Chd5
69785,>XM_017593648.3,Chd5
69787,>XM_017593649.3,Chd5
69789,>XM_017593660.3,Ncoa2
69791,>XM_017593663.3,Ssbp3
69793,>XM_017593664.3,Ptp4a2
69795,>XM_017593665.3,Ptp4a2
69797,>XM_017593667.3,Tdrd7
69799,>XM_017593671.3,Mmp23
69801,>XM_017593688.3,Dlg5l7
69803,>XM_017593699.3,Tmem64
69805,>XM_017593701.3,Cnbd1
69807,>XM_017593705.2,Klhl32
69809,>XM_017593706.2,Klhl32
69811,>XM_017593707.3,Klhl32
69813,>XM_017593713.3,Kif24
69815,>XM_017593717.3,Spmip6
69817,>XM_017593718.3,Phf24
69819,>XM_017593719.3,Phf24
69821,>XM_017593720.3,Phf24
69823,>XM_017593736.3,Ptpn3
69825,>XM_017593751.3,Zfp618
69827,>XM_017593752.3,Zfp618
69829,>XM_017593753.3,Zfp618
69831,>XM_017593754.3,Focad
69833,>XM_017593779.3,Fyb2
69835,>XM_017593793.3,Trabd2b
69837,>XM_017593797.3,Rnf220
69839,>XM_017593798.3,Rnf220
69841,>XM_017593800.3,Rnf220
69843,>XM_017593801.2,Rnf220
69845,>XM_017593804.3,Mpl
69847,>XM_017593805.3,Mpl
69849,>XM_017593806.3,Mpl
69851,>XM_017593808.2,Cfap57
69853,>XM_017593827.1,Epb41
69855,>XM_017593830.1,Epb41
69857,>XM_017593834.1,Epb41
69859,>XM_017593835.1,Epb41
69861,>XM_017593836.1,Epb41
69863,>XM_017593838.1,Epb41
69865,>XM_017593839.1,Epb41
69867,>XM_017593842.1,Epb41
69869,>XM_017593843.1,Epb41
69871,>XM_017593850.3,E2f2
69873,>XM_017593855.3,Kif17
69875,>XM_017593859.3,LOC108351048
69877,>XM_017593872.3,Zfp933
69879,>XM_017593873.3,Zfp933
69881,>XM_017593879.3,Casz1
69883,>XM_017593880.3,Casz1
69885,>XM_017593888.3,Plch2
69887,>XM_017593891.3,Plch2
69889,>XM_017593895.3,Cfap74
69891,>XM_017593913.3,Ccdc180
69893,>XM_017593916.3,3110040M04Rikl1
69895,>XM_017593917.2,LOC108351095
69897,>XM_017593925.2,LOC100911818
69899,>XM_017593961.3,LOC100909916
69901,>XM_017593970.2,Rex2l5
69903,>XM_017593979.3,Kidins220
69905,>XM_017593980.3,Kidins220
69907,>XM_017593983.3,Kidins220
69909,>XM_017593987.3,Slc8a3
69911,>XM_017593993.3,Slc8a3
69913,>XM_017593995.3,Slc8a3
69915,>XM_017593996.3,Trim9
69917,>XM_017593998.3,Trim9
69919,>XM_017593999.3,Trim9
69921,>XM_017594010.3,Mark3
69923,>XM_017594011.3,Mark3
69925,>XM_017594019.3,Map4k3
69927,>XM_017594020.3,Map4k3
69929,>XM_017594021.3,Map4k3
69931,>XM_017594023.3,Ptpn21
69933,>XM_017594026.3,Vsx2
69935,>XM_017594028.3,Serpina12
69937,>XM_017594029.3,Spdya
69939,>XM_017594030.2,Odc1
69941,>XM_017594032.2,Serpina1
69943,>XM_017594033.3,Pomc
69945,>XM_017594037.3,Prkar2b
69947,>XM_017594046.3,Cyp1b1
69949,>XM_017594047.2,Khk
69951,>XM_017594048.2,Khk
69953,>XM_017594054.3,Slc26a4
69955,>XM_017594055.3,Vipr2
69957,>XM_017594059.3,Psma3
69959,>XM_017594068.3,Cenpa
69961,>XM_017594070.3,Klhl29
69963,>XM_017594072.3,Klhl29
69965,>XM_017594073.3,Pum2
69967,>XM_017594074.3,Nt5c1b
69969,>XM_017594082.3,G2e3
69971,>XM_017594083.3,G2e3
69973,>XM_017594084.3,Arhgap5
69975,>XM_017594089.3,Nin
69977,>XM_017594090.3,Nin
69979,>XM_017594091.3,Nin
69981,>XM_017594094.3,Ppp1r36
69983,>XM_017594097.3,Arel1
69985,>XM_017594098.3,Acyp1
69987,>XM_017594099.3,Ift43
69989,>XM_017594100.3,Ift43
69991,>XM_017594111.3,Brf1
69993,>XM_017594112.3,Brf1
69995,>XM_017594113.3,Fbxo11
69997,>XM_017594116.3,Thumpd2
69999,>XM_017594120.3,Thada
70001,>XM_017594128.3,Ncoa1
70003,>XM_017594132.3,Mboat2
70005,>XM_017594142.3,Sptb
70007,>XM_017594143.3,Sptb
70009,>XM_017594145.3,Dcaf5
70011,>XM_017594151.3,Entpd5
70013,>XM_017594152.3,Entpd5
70015,>XM_017594153.3,Entpd5
70017,>XM_017594156.3,Cipc
70019,>XM_017594158.3,Tmem63c
70021,>XM_017594159.3,Tmem63c
70023,>XM_017594161.3,Tmem63c
70025,>XM_017594162.3,Sel1l
70027,>XM_017594164.3,Galc
70029,>XM_017594165.3,Foxn3
70031,>XM_017594166.3,Foxn3
70033,>XM_017594169.3,Rps6ka5
70035,>XM_017594171.3,Rps6ka5
70037,>XM_017594182.3,Ak7
70039,>XM_017594186.3,Wdr20
70041,>XM_017594187.3,Wdr20
70043,>XM_017594188.3,Wdr20
70045,>XM_017594189.3,Ankrd9
70047,>XM_017594191.3,Gpr132
70049,>XM_017594193.3,Dync2i1
70051,>XM_017594194.3,Dync2i1
70053,>XM_017594195.3,Dync2i1
70055,>XM_017594197.3,Dync2i1
70057,>XM_017594198.3,Dync2i1
70059,>XM_017594227.3,Atl1
70061,>XM_017594228.3,Pigh
70063,>XM_017594229.3,Angel1
70065,>XM_017594234.2,Dglucy
70067,>XM_017594235.3,Zfyve21
70069,>XM_017594236.2,Zfyve21
70071,>XM_017594237.3,Zfyve21
70073,>XM_017594241.3,Atp6v1c2
70075,>XM_017594245.3,Dnajc5g
70077,>XM_017594246.3,Dnajc5g
70079,>XM_017594253.3,Garin2
70081,>XM_017594254.3,Garin2
70083,>XM_017594255.3,Garin2
70085,>XM_017594257.3,Garin2
70087,>XM_017594258.3,Garin2
70089,>XM_017594259.3,Garin2
70091,>XM_017594267.3,Dnmt3a
70093,>XM_017594268.3,Dnmt3a
70095,>XM_017594272.3,Nrcam
70097,>XM_017594273.3,Nrcam
70099,>XM_017594282.3,Nrcam
70101,>XM_017594283.3,Nrcam
70103,>XM_017594284.3,Nrcam
70105,>XM_017594285.3,Nrcam
70107,>XM_017594288.3,Nrcam
70109,>XM_017594289.3,Nrcam
70111,>XM_017594290.3,Nrcam
70113,>XM_017594291.3,Nrcam
70115,>XM_017594294.3,Dcdc2c
70117,>XM_017594297.3,Dcdc2c
70119,>XM_017594300.3,Dcdc2c
70121,>XM_017594301.3,Dcdc2c
70123,>XM_017594304.3,Itpk1
70125,>XM_017594310.3,Tmem196
70127,>XM_017594311.3,Tmem196
70129,>XM_017594313.3,Tmem229b
70131,>XM_017594315.3,Tmem229b
70133,>XM_017594316.2,Tmem229b
70135,>XM_017594319.3,Tmem229b
70137,>XM_017594325.3,Tmem229b
70139,>XM_017594328.3,Dgkb
70141,>XM_017594329.3,Dgkb
70143,>XM_017594330.3,Dgkb
70145,>XM_017594336.3,Fkbp1b
70147,>XM_017594337.3,Atxn3
70149,>XM_017594339.3,Cdca7l
70151,>XM_017594340.3,Nrbp1
70153,>XM_017594342.3,Akap6
70155,>XM_017594343.3,Akap6
70157,>XM_017594349.3,Serpina5
70159,>XM_017594351.3,Kcnk10
70161,>XM_017594355.3,Samd15
70163,>XM_017594356.3,Ahsa1
70165,>XM_017594357.3,Syndig1l
70167,>XM_017594362.3,Hdac9
70169,>XM_017594363.3,Hdac9
70171,>XM_017594365.3,Hdac9
70173,>XM_017594368.3,Hdac9
70175,>XM_017594371.3,Hdac9
70177,>XM_017594386.3,Begain
70179,>XM_017594387.3,Otof
70181,>XM_017594391.2,Cebpzos
70183,>XM_017594408.3,Togaram2
