,accession,gene
1607,>NM_001179035.1,FTR1
1609,>NM_001179036.1,LSM5
1611,>NM_001179037.3,SCC4
1613,>NM_001179038.3,SPT15
1615,>NM_001179039.1,PEA2
1617,>NM_001179040.1,SPI1
1619,>NM_001179041.3,UBP3
1621,>NM_001179042.3,YER152C
1623,>NM_001179043.1,PET122
1625,>NM_001179044.1,OXA1
1627,>NM_001179045.3,BEM2
1629,>NM_001179046.3,MYG1
1631,>NM_001179047.1,COG3
1633,>NM_001179048.1,YER158C
1635,>NM_001179049.3,BUR6
1637,>NM_001179050.4,YER160C
1639,>NM_001179051.1,SPT2
1641,>NM_001179052.4,RAD4
1643,>NM_001179053.3,GCG1
1645,>NM_001179054.1,CHD1
1647,>NM_001179055.1,PAB1
1649,>NM_001179056.3,DNF1
1651,>NM_001179057.3,BCK2
1653,>NM_001179058.1,CCA1
1655,>NM_001179059.1,RPH1
1657,>NM_001179060.3,ADK2
1659,>NM_001179061.3,RAD3
1661,>NM_001179062.1,BRR2
1663,>NM_001179063.1,RAD24
1665,>NM_001179064.3,GRX4
1667,>NM_001179065.3,TMT1
1669,>NM_001179066.1,ECM32
1671,>NM_001179067.3,BMH1
1673,>NM_001179068.3,PDA1
1675,>NM_001179069.1,DMC1
1677,>NM_001179070.1,ISC10
1679,>NM_001179072.3,FMP10
1681,>NM_001179073.1,FAU1
1683,>NM_001179074.1,TOG1
1685,>NM_001179075.3,PUG1
1687,>NM_001179076.3,YER186C
1689,>NM_001179077.1,YER187W
1691,>NM_001179079.3,YER189W
1693,>NM_001179080.3,YRF1-2
1695,>NM_001179081.1,RPL14B
1697,>NM_001179082.1,HSE1
1699,>NM_001179083.1,LAG1
1701,>NM_001179084.1,MRP4
1703,>NM_001179086.1,SHU1
1705,>NM_001179087.1,STE20
1707,>NM_001179088.1,YHL008C
1709,>NM_001179089.1,YAP3
1711,>NM_001179090.1,ETP1
1713,>NM_001179091.1,PRS3
1715,>NM_001179092.1,YHL012W
1717,>NM_001179093.1,OTU2
1719,>NM_001179094.1,YLF2
1721,>NM_001179095.1,RPS20
1723,>NM_001179096.1,DUR3
1725,>NM_001179097.1,YHL017W
1727,>NM_001179098.1,MCO14
1729,>NM_001179099.1,APM2
1731,>NM_001179100.1,OPI1
1733,>NM_001179101.1,AIM17
1735,>NM_001179102.1,SPO11
1737,>NM_001179103.1,NPR3
1739,>NM_001179104.1,RIM4
1741,>NM_001179105.1,SNF6
1743,>NM_001179106.1,YHL026C
1745,>NM_001179107.1,RIM101
1747,>NM_001179108.1,WSC4
1749,>NM_001179109.1,OCA5
1751,>NM_001179110.1,ECM29
1753,>NM_001179111.1,GOS1
1755,>NM_001179112.1,GUT1
1757,>NM_001179113.1,RPL8A
1759,>NM_001179114.1,SBP1
1761,>NM_001179115.1,VMR1
1763,>NM_001179116.1,MUP3
1765,>NM_001179118.1,CBP2
1767,>NM_001179119.1,EFM1
1769,>NM_001179120.1,ARN1
1771,>NM_001179122.1,YHL042W
1773,>NM_001179123.1,ECM34
1775,>NM_001179124.1,DFP4
1777,>NM_001179126.1,PAU13
1779,>NM_001179127.2,ARN2
1781,>NM_001179128.1,COS8
1783,>NM_001179129.1,YHL049C
1785,>NM_001179130.1,YHL050C
1787,>NM_001179131.1,OSH7
1789,>NM_001179132.1,LEU5
1791,>NM_001179133.1,TCD1
1793,>NM_001179134.1,NEM1
1795,>NM_001179135.1,GPA1
1797,>NM_001179136.1,STP2
1799,>NM_001179137.1,ERG11
1801,>NM_001179138.1,SOD2
1803,>NM_001179139.1,TDA3
1805,>NM_001179140.1,RPL27A
1807,>NM_001179141.1,DIA4
1809,>NM_001179142.1,VPS29
1811,>NM_001179143.1,ARD1
1813,>NM_001179144.1,SPO13
1815,>NM_001179145.1,MIP6
1817,>NM_001179146.1,YSC84
1819,>NM_001179147.1,YSC83
1821,>NM_001179148.1,ARG4
1823,>NM_001179149.1,DED81
1825,>NM_001179150.1,YHR020W
1827,>NM_001179151.1,RPS27B
1829,>NM_001179152.1,YHR022C
1831,>NM_001179153.1,MYO1
1833,>NM_001179154.1,MAS2
1835,>NM_001179155.1,THR1
1837,>NM_001179156.1,VMA16
1839,>NM_001179157.1,RPN1
1841,>NM_001179158.1,DAP2
1843,>NM_001179159.1,YHI9
1845,>NM_001179160.1,SLT2
1847,>NM_001179161.1,RRM3
1849,>NM_001179162.1,ERC1
1851,>NM_001179163.1,YHR033W
1853,>NM_001179164.1,PIH1
1855,>NM_001179165.1,NEL1
1857,>NM_001179166.1,BRL1
1859,>NM_001179167.1,PUT2
1861,>NM_001179168.1,RRF1
1863,>NM_001179169.1,MSC7
1865,>NM_001179170.1,BCD1
1867,>NM_001179171.1,SRB2
1869,>NM_001179172.1,NCP1
1871,>NM_001179173.1,DOG2
1873,>NM_001179174.1,DOG1
1875,>NM_001179175.1,DDE1
1877,>NM_001179176.1,INM1
1879,>NM_001179177.1,AAP1
1881,>NM_001179178.1,YHK8
1883,>NM_001179179.1,FSH1
1885,>NM_001179180.1,SMF2
1887,>NM_001179181.1,COX6
1889,>NM_001179182.1,CIC1
1891,>NM_001179183.1,CUP1-2
1893,>NM_001179184.1,YHR054C
1895,>NM_001179185.1,CUP1-1
1897,>NM_001179186.2,RSC30
1899,>NM_001179187.1,CPR2
1901,>NM_001179188.1,MED6
1903,>NM_001179189.1,FYV4
1905,>NM_001179190.1,VMA22
1907,>NM_001179191.1,GIC1
1909,>NM_001179192.1,RPP1
1911,>NM_001179193.1,PAN5
1913,>NM_001179194.1,SSZ1
1915,>NM_001179195.1,RRP3
1917,>NM_001179196.1,SSF1
1919,>NM_001179197.1,HTD2
1921,>NM_001179198.1,DYS1
1923,>NM_001179199.1,RRP4
1925,>NM_001179200.1,TRM5
1927,>NM_001179201.1,PCL5
1929,>NM_001179202.2,ERG7
1931,>NM_001179203.1,OSH3
1933,>NM_001179204.1,QNS1
1935,>NM_001179205.1,PPE1
1937,>NM_001179206.1,PTC7
1939,>NM_001179207.1,NMD2
1941,>NM_001179208.1,YHR078W
1943,>NM_001179209.1,IRE1
1945,>NM_001179210.1,LAM4
1947,>NM_001179211.1,LRP1
1949,>NM_001179212.1,KSP1
1951,>NM_001179213.1,SAM35
1953,>NM_001179214.1,STE12
1955,>NM_001179215.1,IPI1
1957,>NM_001179216.1,NAM8
1959,>NM_001179217.1,RTC3
1961,>NM_001179218.1,RPF1
1963,>NM_001179219.1,GAR1
1965,>NM_001179220.1,YNG2
1967,>NM_001179221.1,MSR1
1969,>NM_001179222.2,HXT4
1971,>NM_001179224.1,HXT1
1973,>NM_001179226.1,HXT5
1975,>NM_001179227.1,PAL2
1977,>NM_001179228.1,SFB3
1979,>NM_001179229.1,TRA1
1981,>NM_001179230.1,GEP4
1983,>NM_001179231.1,BIG1
1985,>NM_001179232.1,KIC1
1987,>NM_001179233.1,SBE22
1989,>NM_001179234.1,GRE3
1991,>NM_001179235.1,YPT35
1993,>NM_001179236.1,TRR2
1995,>NM_001179237.1,CDC12
1997,>NM_001179238.1,GGA2
1999,>NM_001179239.1,CTM1
2001,>NM_001179240.1,ERP5
2003,>NM_001179241.1,UBA4
2005,>NM_001179242.1,YHR112C
2007,>NM_001179243.1,APE4
2009,>NM_001179244.1,BZZ1
2011,>NM_001179245.1,DMA1
2013,>NM_001179246.1,COX23
2015,>NM_001179247.1,TOM71
2017,>NM_001179248.1,ORC6
2019,>NM_001179249.1,SET1
2021,>NM_001179250.1,MSH1
2023,>NM_001179251.1,LSM12
2025,>NM_001179252.1,CIA2
2027,>NM_001179253.1,EPT1
2029,>NM_001179254.1,NDT80
2031,>NM_001179256.1,ANS1
2033,>NM_001179257.1,YHR127W
2035,>NM_001179258.1,FUR1
2037,>NM_001179259.1,ARP1
2039,>NM_001179261.1,YHR131C
2041,>NM_001179262.1,ECM14
2043,>NM_001179263.1,NSG1
2045,>NM_001179264.1,WSS1
2047,>NM_001179265.1,YCK1
2049,>NM_001179266.1,SPL2
2051,>NM_001179267.1,ARO9
2053,>NM_001179268.1,YHR138C
2055,>NM_001179269.1,SPS100
2057,>NM_001179270.1,YHR140W
2059,>NM_001179271.1,RPL42B
2061,>NM_001179272.1,CHS7
2063,>NM_001179273.1,RPC10
2065,>NM_001179274.1,DSE2
2067,>NM_001179275.1,DCD1
2069,>NM_001179277.1,CRP1
2071,>NM_001179278.1,MRPL6
2073,>NM_001179279.1,IMP3
2075,>NM_001179280.1,SKG6
2077,>NM_001179281.1,PEX28
2079,>NM_001179282.1,MTC6
2081,>NM_001179283.1,SPO12
2083,>NM_001179284.1,SPO16
2085,>NM_001179285.1,RTT107
2087,>NM_001179286.1,LAM1
2089,>NM_001179287.1,LIN1
2091,>NM_001179288.1,REC104
2093,>NM_001179289.1,KEL1
2095,>NM_001179290.1,TDA11
2097,>NM_001179291.1,PEX18
2099,>NM_001179292.1,YAP1801
2101,>NM_001179293.1,MPC2
2103,>NM_001179294.1,SOL3
2105,>NM_001179295.1,DNA2
2107,>NM_001179296.1,PRP8
2109,>NM_001179297.1,CDC23
2111,>NM_001179298.1,THP2
2113,>NM_001179299.2,MTG2
2115,>NM_001179300.1,DBP8
2117,>NM_001179301.1,NMD3
2119,>NM_001179302.1,ATG7
2121,>NM_001179303.1,SPC97
2123,>NM_001179305.1,ENO2
2125,>NM_001179306.3,CTR2
2127,>NM_001179307.3,FMO1
2129,>NM_001179308.1,ROF1
2131,>NM_001179309.3,STB5
2133,>NM_001179310.1,OYE2
2135,>NM_001179312.3,SVP26
2137,>NM_001179313.1,RGD3
2139,>NM_001179314.3,GND1
2141,>NM_001179315.1,SSP1
2143,>NM_001179316.3,PFS1
2145,>NM_001179317.1,KOG1
2147,>NM_001179318.3,IKI1
2149,>NM_001179319.1,GPI16
2151,>NM_001179320.3,PTH1
2153,>NM_001179321.1,ERG9
2155,>NM_001179322.3,CTF8
2157,>NM_001179323.1,LNP1
2159,>NM_001179324.3,EGD2
2161,>NM_001179325.1,MDM31
2163,>NM_001179326.3,NVJ1
2165,>NM_001179327.1,UTP9
2167,>NM_001179328.4,RIX1
2169,>NM_001179329.1,AIM18
2171,>NM_001179330.3,AIM46
2173,>NM_001179331.3,RPN10
2175,>NM_001179332.1,PPX1
2177,>NM_001179333.3,SMN1
2179,>NM_001179334.1,RPS4B
2181,>NM_001179335.3,MNL1
2183,>NM_001179336.1,SCH9
2185,>NM_001179337.3,SKN7
2187,>NM_001179338.1,SET5
2189,>NM_001179339.3,BAT1
2191,>NM_001179340.1,CRG1
2193,>NM_001179341.3,YHR210C
2195,>NM_001179342.1,FLO5
2197,>NM_001179344.1,YHR213W
2199,>NM_001179345.3,YHR214W
2201,>NM_001179346.1,PHO12
2203,>NM_001179347.3,IMD2
2205,>NM_001179349.1,YHR218W
2207,>NM_001179350.3,YHR219W
2209,>NM_001179351.3,YIL001W
2211,>NM_001179352.3,INP51
2213,>NM_001179353.1,CFD1
2215,>NM_001179354.3,BET1
2217,>NM_001179355.1,EPS1
2219,>NM_001179356.1,YIA6
2221,>NM_001179357.3,NAS2
2223,>NM_001179358.3,URM1
2225,>NM_001179359.1,FAA3
2227,>NM_001179360.3,DOT5
2229,>NM_001179361.1,TIR3
2231,>NM_001179363.1,PDR11
2233,>NM_001179364.3,MNT3
2235,>NM_001179365.1,BAR1
2237,>NM_001179366.1,SNL1
2239,>NM_001179367.3,VID28
2241,>NM_001179368.1,RPL2B
2243,>NM_001179369.1,FAF1
2245,>NM_001179370.3,HIS6
2247,>NM_001179371.3,RPB3
2249,>NM_001179372.1,TIM44
2251,>NM_001179373.1,YKE4
2253,>NM_001179374.3,ATG45
2255,>NM_001179376.1,IRR1
2257,>NM_001179377.1,EMC5
2259,>NM_001179379.3,EMA17
2261,>NM_001179380.3,SSM4
2263,>NM_001179381.1,ULP2
2265,>NM_001179383.1,BCY1
2267,>NM_001179384.3,CAP2
2269,>NM_001179385.1,CKA1
2271,>NM_001179386.1,CST6
2273,>NM_001179387.3,PRM2
2275,>NM_001179388.3,NOT3
2277,>NM_001179389.1,TED1
2279,>NM_001179390.1,APQ12
2281,>NM_001179391.3,GVP36
2283,>NM_001179392.1,PKP1
2285,>NM_001179393.1,CBR1
2287,>NM_001179394.3,AGE2
2289,>NM_001179395.3,PIG2
2291,>NM_001179396.1,MET30
2293,>NM_001179397.3,SYG1
2295,>NM_001179398.1,NEO1
2297,>NM_001179399.1,DFG10
2299,>NM_001179400.3,PCL7
2301,>NM_001179401.3,MMF1
2303,>NM_001179402.1,RPL34B
2305,>NM_001179403.1,GPP1
2307,>NM_001179405.1,YIL055C
2309,>NM_001179406.1,VHR1
2311,>NM_001179407.3,RGI2
2313,>NM_001179410.3,YIL060W
2315,>NM_001179411.1,SNP1
2317,>NM_001179412.1,ARC15
2319,>NM_001179413.1,YRB2
2321,>NM_001179414.2,EFM4
2323,>NM_001179415.3,FIS1
2325,>NM_001179416.3,RNR3
2327,>NM_001179417.1,YIL067C
2329,>NM_001179418.1,SEC6
2331,>NM_001179419.1,RPS24B
2333,>NM_001179420.1,MAM33
2335,>NM_001179421.3,PCI8
2337,>NM_001179422.3,HOP1
2339,>NM_001179423.1,SPO22
2341,>NM_001179424.1,SER33
2343,>NM_001179425.1,RPN2
2345,>NM_001179426.1,SEC28
2347,>NM_001179427.3,RCI37
2349,>NM_001179428.3,THS1
2351,>NM_001179429.1,AIR1
2353,>NM_001179431.2,CAB2
2355,>NM_001179432.1,SDS3
2357,>NM_001179433.3,KTR7
2359,>NM_001179435.3,AIM19
2361,>NM_001179436.1,AVT7
2363,>NM_001179437.1,YIL089W
2365,>NM_001179438.1,ICE2
2367,>NM_001179439.1,UTP25
2369,>NM_001179440.3,YIL092W
2371,>NM_001179441.3,RSM25
2373,>NM_001179442.1,LYS12
2375,>NM_001179443.1,PRK1
2377,>NM_001179444.1,BMT5
2379,>NM_001179445.1,FYV10
2381,>NM_001179446.3,FMC1
2383,>NM_001179447.3,SGA1
2385,>NM_001179449.1,XBP1
2387,>NM_001179450.1,YIL102C
2389,>NM_001179451.1,DPH1
2391,>NM_001179452.3,SHQ1
2393,>NM_001179453.1,SLM1
2395,>NM_001179454.1,MOB1
2397,>NM_001179455.1,PFK26
2399,>NM_001179456.1,YIL108W
2401,>NM_001179457.3,SEC24
2403,>NM_001179458.1,HPM1
2405,>NM_001179459.1,COX5B
2407,>NM_001179460.1,HOS4
2409,>NM_001179461.1,SDP1
2411,>NM_001179462.3,POR2
2413,>NM_001179463.1,NUP159
2415,>NM_001179464.1,HIS5
2417,>NM_001179465.1,PRM5
2419,>NM_001179466.1,RHO3
2421,>NM_001179467.3,RPI1
2423,>NM_001179468.1,QDR1
2425,>NM_001179469.1,QDR2
2427,>NM_001179470.1,POG1
2429,>NM_001179471.2,SIM1
2431,>NM_001179472.3,AYR1
2433,>NM_001179473.1,KGD1
2435,>NM_001179474.1,STH1
2437,>NM_001179475.1,RRT14
2439,>NM_001179476.1,MET18
2441,>NM_001179477.3,TAO3
2443,>NM_001179478.1,ASG1
2445,>NM_001179479.1,FKH1
2447,>NM_001179480.1,CSM2
2449,>NM_001179481.1,RPL16A
2451,>NM_001179482.3,FLX1
2453,>NM_001179483.1,VHS2
2455,>NM_001179484.1,OM45
2457,>NM_001179485.1,TMA108
2459,>NM_001179486.3,TPM2
2461,>NM_001179487.1,REV7
2463,>NM_001179488.1,AXL2
2465,>NM_001179490.1,CCT2
2467,>NM_001179491.1,SSL2
2469,>NM_001179492.3,NDC80
2471,>NM_001179493.1,PAN6
2473,>NM_001179494.1,ATG32
2475,>NM_001179495.1,SLN1
2477,>NM_001179496.1,RPL40A
2479,>NM_001179497.3,MLP2
2481,>NM_001179498.1,MCM10
2483,>NM_001179499.1,ESL1
2485,>NM_001179500.1,VPR1
2487,>NM_001179501.1,RRD1
2489,>NM_001179502.3,IMP21
2491,>NM_001179503.1,GUT2
2493,>NM_001179504.1,UBP7
2495,>NM_001179505.1,COA1
2497,>NM_001179506.3,AIM20
2499,>NM_001179507.1,BNR1
2501,>NM_001179508.1,POT1
2503,>NM_001179509.1,SMU2
2505,>NM_001179510.1,SUC2
2507,>NM_001179512.1,NIT1
2509,>NM_001179513.1,YIL165C
2511,>NM_001179514.1,SOA1
2513,>NM_001179517.1,CSS1
2515,>NM_001179518.1,IMA3
2517,>NM_001179519.1,VTH1
2519,>NM_001179521.1,PAU14
2521,>NM_001179522.1,YIL177C
2523,>NM_001179523.1,SGN1
2525,>NM_001179524.1,MPH1
2527,>NM_001179525.3,AIM21
2529,>NM_001179526.1,DJP1
2531,>NM_001179527.1,IST3
2533,>NM_001179528.3,PAN1
2535,>NM_001179529.3,EGH1
2537,>NM_001179530.1,PRI1
2539,>NM_001179531.1,MSL1
2541,>NM_001179532.3,DSN1
2543,>NM_001179533.1,STS1
2545,>NM_001179534.1,SQT1
2547,>NM_001179535.3,GAT4
2549,>NM_001179536.3,VLD1
2551,>NM_001179537.1,RPR2
2553,>NM_001179538.1,YIR016W
2555,>NM_001179539.3,MET28
2557,>NM_001179540.1,YAP5
2559,>NM_001179541.3,FLO11
2561,>NM_001179543.3,MRS1
2563,>NM_001179544.1,SEC11
2565,>NM_001179545.3,DAL81
2567,>NM_001179546.1,INA22
2569,>NM_001179547.1,MND2
2571,>NM_001179548.3,YVH1
2573,>NM_001179549.3,DAL1
2575,>NM_001179550.3,DAL4
2577,>NM_001179551.1,DAL2
2579,>NM_001179552.1,DCG1
2581,>NM_001179553.3,DAL7
2583,>NM_001179554.1,DAL3
2585,>NM_001179555.1,MGA2
2587,>NM_001179556.3,LYS1
2589,>NM_001179557.3,NRE1
2591,>NM_001179558.3,IRC24
2593,>NM_001179559.1,HYR1
2595,>NM_001179560.1,GTT1
2597,>NM_001179561.3,YPS6
2599,>NM_001179563.1,PAU15
2601,>NM_001179564.1,YIR042C
2603,>NM_001179567.3,MET14
2605,>NM_001179568.1,DID4
2607,>NM_001179569.3,MRP17
2609,>NM_001179570.1,AUR1
2611,>NM_001179571.3,BYE1
2613,>NM_001179572.1,RPL14A
2615,>NM_001179573.1,CAP1
2617,>NM_001179574.3,LAC1
2619,>NM_001179575.1,MRT4
2621,>NM_001179576.3,UFD4
2623,>NM_001179577.1,CCE1
2625,>NM_001179578.3,PRP40
2627,>NM_001179579.1,ARC19
2629,>NM_001179580.3,URB1
2631,>NM_001179581.1,PUT3
2633,>NM_001179582.3,ATP7
2635,>NM_001179583.1,HCS1
2637,>NM_001179584.3,SWD2
2639,>NM_001179585.3,RAM2
2641,>NM_001179586.1,SPT23
2643,>NM_001179587.3,MAK11
2645,>NM_001179588.1,CDC16
2647,>NM_001179589.4,SKA1
2649,>NM_001179590.3,URA6
2651,>NM_001179591.1,PAN3
2653,>NM_001179592.3,GPX1
2655,>NM_001179593.1,TCD2
2657,>NM_001179594.3,TFA1
2659,>NM_001179595.1,MAE1
2661,>NM_001179598.3,IXR1
2663,>NM_001179599.1,TTI1
2665,>NM_001179600.1,TUL1
2667,>NM_001179601.3,UGP1
2669,>NM_001179603.1,AIM26
2671,>NM_001179604.3,RGT1
2673,>NM_001179605.1,PTM1
2675,>NM_001179606.3,NFU1
2677,>NM_001179607.1,VPS24
2679,>NM_001179608.3,SPC42
2681,>NM_001179609.1,PHD1
2683,>NM_001179611.1,PRI2
2685,>NM_001179612.1,DCW1
2687,>NM_001179613.1,ANR2
2689,>NM_001179614.1,ELM1
2691,>NM_001179615.1,CSE4
2693,>NM_001179616.1,LPX2
2695,>NM_001179617.1,SFK1
2697,>NM_001179618.1,ASK1
2699,>NM_001179620.1,DEF1
2701,>NM_001179621.2,OAR1
2703,>NM_001179622.1,TMA19
2705,>NM_001179623.1,NUP120
2707,>NM_001179624.1,TOA2
2709,>NM_001179625.1,MPE1
2711,>NM_001179626.1,FBA1
2713,>NM_001179627.1,BLI1
2715,>NM_001179628.1,MSN4
2717,>NM_001179629.1,YKL063C
2719,>NM_001179630.1,MNR2
2721,>NM_001179631.2,YET1
2723,>NM_001179633.1,YNK1
2725,>NM_001179634.1,NUP100
2727,>NM_001179635.1,YKL069W
2729,>NM_001179636.1,YKL070W
2731,>NM_001179637.1,OSI1
2733,>NM_001179638.1,STB6
2735,>NM_001179639.1,LHS1
2737,>NM_001179640.1,MUD2
2739,>NM_001179641.1,AAN1
2741,>NM_001179643.1,PSG1
2743,>NM_001179644.1,DHR2
2745,>NM_001179645.1,SMY1
2747,>NM_001179646.1,VMA5
2749,>NM_001179647.1,TEF4
2751,>NM_001179648.1,RRP14
2753,>NM_001179650.1,HOT13
2755,>NM_001179651.1,MDH1
2757,>NM_001179652.1,SRX1
2759,>NM_001179653.1,CYT2
2761,>NM_001179654.1,CAB3
2763,>NM_001179655.1,MIF2
2765,>NM_001179656.1,CUE2
2767,>NM_001179657.1,YKL091C
2769,>NM_001179658.1,BUD2
2771,>NM_001179659.1,MBR1
2773,>NM_001179660.1,YJU3
2775,>NM_001179661.1,YJU2
2777,>NM_001179662.1,CWP1
2779,>NM_001179664.1,MTC2
2781,>NM_001179665.1,UTP11
2783,>NM_001179666.1,YPF1
2785,>NM_001179667.2,HSL1
2787,>NM_001179669.1,APE1
2789,>NM_001179670.1,GFA1
2791,>NM_001179671.1,SEG2
2793,>NM_001179672.1,AAT1
2795,>NM_001179673.1,YKL107W
2797,>NM_001179674.1,SLD2
2799,>NM_001179675.1,HAP4
2801,>NM_001179676.1,KTI12
2803,>NM_001179678.1,ABF1
2805,>NM_001179679.1,RAD27
2807,>NM_001179680.1,APN1
2809,>NM_001179682.1,PRR1
2811,>NM_001179683.1,SBA1
2813,>NM_001179685.1,VPH2
2815,>NM_001179686.1,OAC1
2817,>NM_001179687.1,DGR2
2819,>NM_001179688.1,SRP21
2821,>NM_001179690.1,SSH4
2823,>NM_001179691.1,RRN3
2825,>NM_001179692.1,YPK1
2827,>NM_001179693.1,PGM1
2829,>NM_001179694.1,PMU1
2831,>NM_001179695.2,MYO3
2833,>NM_001179696.1,SHE2
2835,>NM_001179698.1,RMA1
2837,>NM_001179699.2,RCI50
2839,>NM_001179700.2,OCT1
2841,>NM_001179701.1,APL2
2843,>NM_001179703.1,CMC1
2845,>NM_001179704.1,MRPL31
2847,>NM_001179705.1,CTK1
2849,>NM_001179706.1,TGL1
2851,>NM_001179707.1,SDH3
2853,>NM_001179708.1,MRP8
2855,>NM_001179709.1,LTV1
2857,>NM_001179710.1,RPC25
2859,>NM_001179711.1,RPT1
2861,>NM_001179712.1,AVT3
2863,>NM_001179714.1,SDH1
2865,>NM_001179715.1,DBR1
2867,>NM_001179716.1,MCR1
2869,>NM_001179717.1,NNR2
2871,>NM_001179718.1,GPM1
2873,>NM_001179720.1,SRP102
2875,>NM_001179721.1,RSM22
2877,>NM_001179722.1,RPS27A
2879,>NM_001179723.2,APE2
2881,>NM_001179725.1,RCN1
2883,>NM_001179726.1,ELF1
2885,>NM_001179727.1,KDX1
2887,>NM_001179728.1,YKL162C
2889,>NM_001179729.1,PIR3
2891,>NM_001179730.1,PIR1
2893,>NM_001179731.1,MCD4
2895,>NM_001179732.1,TPK3
2897,>NM_001179733.1,MRP49
2899,>NM_001179734.1,KKQ8
2901,>NM_001179736.1,MRPL38
2903,>NM_001179737.1,NNK1
2905,>NM_001179738.1,EBP2
2907,>NM_001179739.1,SNU114
2909,>NM_001179740.1,TPO5
2911,>NM_001179741.1,ZRT3
2913,>NM_001179742.1,LST4
2915,>NM_001179744.1,STE3
2917,>NM_001179745.1,COY1
2919,>NM_001179746.1,RPL17A
2921,>NM_001179747.1,PRS1
2923,>NM_001179748.1,FAS1
2925,>NM_001179749.1,LOT5
2927,>NM_001179750.1,SPE1
2929,>NM_001179751.1,ASH1
2931,>NM_001179752.1,MTR2
2933,>NM_001179753.1,FAT3
2935,>NM_001179754.1,PXA2
2937,>NM_001179755.1,HYM1
2939,>NM_001179756.1,CNB1
2941,>NM_001179757.1,DPH2
2943,>NM_001179758.1,ACP1
2945,>NM_001179759.1,SDS22
2947,>NM_001179760.1,MST1
2949,>NM_001179761.1,MIA40
2951,>NM_001179762.1,YKT6
2953,>NM_001179763.1,PEX1
2955,>NM_001179764.2,PTK1
2957,>NM_001179766.1,MNN4
2959,>NM_001179768.1,TOR2
2961,>NM_001179769.1,EAP1
2963,>NM_001179770.1,LOS1
2965,>NM_001179771.1,ADD66
2967,>NM_001179772.1,EMC3
2969,>NM_001179773.1,CBT1
2971,>NM_001179774.1,STE6
2973,>NM_001179775.1,UBA1
2975,>NM_001179776.1,TRP3
2977,>NM_001179777.1,SAC1
2979,>NM_001179778.1,DOA1
2981,>NM_001179779.1,YRA2
2983,>NM_001179780.1,OXP1
2985,>NM_001179781.1,URA1
2987,>NM_001179782.1,JEN1
2989,>NM_001179783.1,SRY1
2991,>NM_001179784.1,COS9
2993,>NM_001179785.1,FRE2
2995,>NM_001179786.2,MCH2
2997,>NM_001179787.1,YKL222C
2999,>NM_001179789.1,PAU16
3001,>NM_001179791.1,VPS1
3003,>NM_001179792.3,PAP1
3005,>NM_001179793.1,OSH6
3007,>NM_001179794.3,ECM9
3009,>NM_001179795.1,YKR005C
3011,>NM_001179796.3,MRPL13
3013,>NM_001179797.1,MEH1
3015,>NM_001179798.4,RSC4
3017,>NM_001179799.1,FOX2
3019,>NM_001179800.3,TOF2
3021,>NM_001179801.1,FPT1
3023,>NM_001179803.3,PRY2
3025,>NM_001179804.1,YPT52
3027,>NM_001179805.3,YKR015C
3029,>NM_001179806.1,MIC60
3031,>NM_001179807.3,HEL1
3033,>NM_001179808.1,YKR018C
3035,>NM_001179809.3,IRS4
3037,>NM_001179810.1,VPS51
3039,>NM_001179811.4,ALY1
3041,>NM_001179812.1,NTR2
3043,>NM_001179813.3,RQT4
3045,>NM_001179814.1,DBP7
3047,>NM_001179815.3,RPC37
3049,>NM_001179816.1,GCN3
3051,>NM_001179817.3,BCH2
3053,>NM_001179818.2,SAP190
3055,>NM_001179819.3,SET3
3057,>NM_001179820.1,GMH1
3059,>NM_001179821.3,SPO14
3061,>NM_001179824.1,DAL80
3063,>NM_001179826.2,CAF4
3065,>NM_001179827.3,SPC34
3067,>NM_001179828.1,KAE1
3069,>NM_001179829.3,GAP1
3071,>NM_001179831.1,YKR041W
3073,>NM_001179832.3,UTH1
3075,>NM_001179833.1,SHB17
3077,>NM_001179834.3,UIP5
3079,>NM_001179835.1,YKR045C
3081,>NM_001179836.3,PLN1
3083,>NM_001179838.1,NAP1
3085,>NM_001179839.3,FMP46
3087,>NM_001179840.1,TRK2
3089,>NM_001179841.3,HFL1
3091,>NM_001179842.1,MRS4
3093,>NM_001179843.3,YSR3
3095,>NM_001179844.1,DYN1
3097,>NM_001179845.3,RHO4
3099,>NM_001179846.1,TRM2
3101,>NM_001179847.3,RPS21A
3103,>NM_001179848.1,GLG1
3105,>NM_001179849.3,TIF1
3107,>NM_001179850.1,UTP30
3109,>NM_001179851.3,KTR2
3111,>NM_001179852.1,TFA2
3113,>NM_001179853.3,LAS1
3115,>NM_001179854.1,OAF3
3117,>NM_001179855.3,PAM17
3119,>NM_001179856.1,CCP1
3121,>NM_001179857.3,GPT2
3123,>NM_001179858.1,BET3
3125,>NM_001179859.3,MET1
3127,>NM_001179860.1,YKR070W
3129,>NM_001179861.3,DRE2
3131,>NM_001179862.1,SIS2
3133,>NM_001179864.3,AIM29
3135,>NM_001179865.1,YKR075C
3137,>NM_001179866.3,ECM4
3139,>NM_001179867.1,MSA2
3141,>NM_001179868.3,VPS501
3143,>NM_001179869.1,TRZ1
3145,>NM_001179870.3,MTD1
3147,>NM_001179871.1,RPF2
3149,>NM_001179872.3,NUP133
3151,>NM_001179873.1,DAD2
3153,>NM_001179874.3,HBS1
3155,>NM_001179875.1,MRPL20
3157,>NM_001179876.3,PRP16
