,accession,gene
31827,>XM_015279459.4,FUBP3
31829,>XM_015279460.3,FUBP3
31831,>XM_015279461.4,FUBP3
31833,>XM_015279462.4,GPR107
31835,>XM_015279467.4,PTGES
31837,>XM_015279468.4,PTGES
31839,>XM_015279471.4,ZC3H12C
31841,>XM_015279476.4,SH3GLB2
31843,>XM_015279478.4,SH3GLB2
31845,>XM_015279479.4,SH3GLB2
31847,>XM_015279480.4,SH3GLB2
31849,>XM_015279481.4,SH3GLB2
31851,>XM_015279482.4,SH3GLB2
31853,>XM_015279483.4,NUP188
31855,>XM_015279484.4,NUP188
31857,>XM_015279486.4,DOLK
31859,>XM_015279487.4,SPOUT1
31861,>XM_015279489.4,ODF2
31863,>XM_015279490.4,ODF2
31865,>XM_015279493.4,FAM102A
31867,>XM_015279495.4,NAIF1
31869,>XM_015279496.3,EHMT1
31871,>XM_015279498.3,EHMT1
31873,>XM_015279503.4,EHMT1
31875,>XM_015279504.3,EHMT1
31877,>XM_015279505.4,EHMT1
31879,>XM_015279506.4,EHMT1
31881,>XM_015279507.3,EHMT1
31883,>XM_015279509.4,KDELC2
31885,>XM_015279510.4,EHMT1
31887,>XM_015279511.4,EHMT1
31889,>XM_015279512.4,DDR1
31891,>XM_015279513.3,DDR1
31893,>XM_015279515.4,NPAT
31895,>XM_015279516.4,SLC31A1
31897,>XM_015279517.4,NPAT
31899,>XM_015279519.4,NTMT1
31901,>XM_015279520.4,NPAT
31903,>XM_015279521.4,NTMT1
31905,>XM_015279522.4,NTMT1
31907,>XM_015279524.4,UBAC1
31909,>XM_015279526.4,ARRDC1
31911,>XM_015279528.4,CUL5
31913,>XM_015279535.4,PHPT1
31915,>XM_015279536.4,SPACA9
31917,>XM_015279537.4,SPACA9
31919,>XM_015279539.4,RAB39A
31921,>XM_015279540.4,GOLGA2
31923,>XM_015279541.4,GOLGA2
31925,>XM_015279542.4,GOLGA2
31927,>XM_015279543.4,GOLGA2
31929,>XM_015279544.4,GOLGA2
31931,>XM_015279545.4,GOLGA2
31933,>XM_015279546.4,DNM1
31935,>XM_015279547.4,DNM1
31937,>XM_015279548.4,DNM1
31939,>XM_015279549.4,DNM1
31941,>XM_015279550.4,DNM1
31943,>XM_015279551.4,DNM1
31945,>XM_015279552.4,DNM1
31947,>XM_015279553.4,SLC27A4
31949,>XM_015279564.4,TRUB2
31951,>XM_015279567.4,LRRC8A
31953,>XM_015279568.4,LRRC8A
31955,>XM_015279571.4,KYAT1
31957,>XM_015279573.4,CRB2
31959,>XM_015279574.4,ADGRD2
31961,>XM_015279575.4,RABGAP1
31963,>XM_015279582.4,NR6A1
31965,>XM_015279583.4,NR6A1
31967,>XM_015279584.4,NR6A1
31969,>XM_015279589.3,MEGF9
31971,>XM_015279593.4,ELMOD1
31973,>XM_015279594.4,ELMOD1
31975,>XM_015279599.4,MAN1B1
31977,>XM_015279606.2,SAPCD2
31979,>XM_015279607.4,ABCA2
31981,>XM_015279608.4,CWF19L2
31983,>XM_015279609.4,ABCA2
31985,>XM_015279610.4,ABCA2
31987,>XM_015279611.4,ABCA2
31989,>XM_015279612.4,ABCA2
31991,>XM_015279613.4,C9orf142
31993,>XM_015279614.4,FUT7
31995,>XM_015279615.4,MAMDC4
31997,>XM_015279618.3,TRAF2
31999,>XM_015279619.4,TRAF2
32001,>XM_015279621.3,TRAF2
32003,>XM_015279622.4,TRAF2
32005,>XM_015279623.4,TRAF2
32007,>XM_015279631.4,NOXA1
32009,>XM_015279632.4,ENTPD8L2
32011,>XM_015279633.4,ENTPD8L2
32013,>XM_015279634.4,RNF208
32015,>XM_015279635.4,RNF208
32017,>XM_015279638.4,ZNF618
32019,>XM_015279648.4,ZNF618
32021,>XM_015279650.4,FKBP15
32023,>XM_015279652.4,LRSAM1
32025,>XM_015279654.4,LRSAM1
32027,>XM_015279657.4,WDR31
32029,>XM_015279659.4,NSMF
32031,>XM_015279661.4,NSMF
32033,>XM_015279662.4,NSMF
32035,>XM_015279665.4,DPH7
32037,>XM_015279668.4,MSANTD4
32039,>XM_015279672.4,TOR4A
32041,>XM_015279673.4,TOR4A
32043,>XM_015279676.4,ENTPD2L
32045,>XM_015279677.4,ENTPD2L
32047,>XM_015279678.4,ENTPD2L
32049,>XM_015279679.4,LOC101748065
32051,>XM_015279680.4,LOC101748065
32053,>XM_015279681.4,GSL
32055,>XM_015279684.4,FAM129B
32057,>XM_015279685.3,FAM129B
32059,>XM_015279686.4,AKNA
32061,>XM_015279687.4,AKNA
32063,>XM_015279688.4,AKNA
32065,>XM_015279689.4,WHRN
32067,>XM_015279690.4,TMEM268
32069,>XM_015279693.4,TRIM32
32071,>XM_015279695.4,DYNC2H1
32073,>XM_015279701.2,SLC25A25
32075,>XM_015279702.4,SLC25A25
32077,>XM_015279704.4,ST6GALNAC6
32079,>XM_015279705.4,ST6GALNAC6
32081,>XM_015279707.4,SH2D3C
32083,>XM_015279708.4,CERCAM
32085,>XM_015279709.4,CERCAM
32087,>XM_015279710.4,FPGS
32089,>XM_015279711.4,FPGS
32091,>XM_015279712.4,FPGS
32093,>XM_015279714.4,TOR2A
32095,>XM_015279715.4,IER5L
32097,>XM_015279717.4,USP20
32099,>XM_015279718.4,USP20
32101,>XM_015279723.4,FNBP1
32103,>XM_015279734.4,ABL1
32105,>XM_015279738.4,NUP214
32107,>XM_015279740.4,GSX1
32109,>XM_015279741.4,RAPGEF1
32111,>XM_015279743.4,RAPGEF1
32113,>XM_015279753.4,PRRT1B
32115,>XM_015279756.3,NTNG2
32117,>XM_015279758.4,NTNG2
32119,>XM_015279764.4,BARHL1
32121,>XM_015279765.4,BARHL1
32123,>XM_015279766.4,BARHL1
32125,>XM_015279769.4,RGL4
32127,>XM_015279770.4,RGL4
32129,>XM_015279775.4,RGL4
32131,>XM_015279785.4,ADAMTSL2
32133,>XM_015279787.4,SARDH
32135,>XM_015279790.3,RXRA
32137,>XM_015279791.4,GRM5
32139,>XM_015279792.4,MRPS2
32141,>XM_015279793.4,AGPAT2
32143,>XM_015279795.4,SEC16A
32145,>XM_015279797.4,SNAPC4
32147,>XM_015279798.4,SNAPC4
32149,>XM_015279800.4,GPSM1
32151,>XM_015279803.4,INPP5E
32153,>XM_015279805.4,CARD9
32155,>XM_015279806.4,CARD9
32157,>XM_015279807.4,CARD9
32159,>XM_015279816.4,PHF19
32161,>XM_015279817.4,PHF19
32163,>XM_015279818.4,PHF19
32165,>XM_015279821.3,DAB2IP
32167,>XM_015279822.3,DAB2IP
32169,>XM_015279823.3,DAB2IP
32171,>XM_015279824.4,DAB2IP
32173,>XM_015279825.4,DAB2IP
32175,>XM_015279826.4,DAB2IP
32177,>XM_015279827.4,FAT3
32179,>XM_015279828.4,DAB2IP
32181,>XM_015279829.3,DAB2IP
32183,>XM_015279830.4,DAB2IP
32185,>XM_015279831.4,DAB2IP
32187,>XM_015279835.4,FAT3
32189,>XM_015279836.4,LOC417113
32191,>XM_015279838.4,LHX6
32193,>XM_015279845.3,SCAI
32195,>XM_015279850.4,OLFML2A
32197,>XM_015279851.4,OLFML2A
32199,>XM_015279852.4,ARPC5L
32201,>XM_015279867.4,CEP112
32203,>XM_015279868.4,SDK2
32205,>XM_015279870.4,CNTN5
32207,>XM_015279871.4,DDX5
32209,>XM_015279872.3,MMD
32211,>XM_015279876.4,SCPEP1
32213,>XM_015279878.4,ATAD5
32215,>XM_015279879.4,ATAD5
32217,>XM_015279880.4,CNTN5
32219,>XM_015279881.4,RHOT1
32221,>XM_015279882.4,RHOT1
32223,>XM_015279883.4,RHOT1
32225,>XM_015279890.4,ERN1
32227,>XM_015279891.4,KPNA2
32229,>XM_015279892.4,PRKAR1A
32231,>XM_015279894.4,PRKAR1A
32233,>XM_015279895.4,COG1
32235,>XM_015279896.4,COG1
32237,>XM_015279897.4,FAM104A
32239,>XM_015279898.4,FAM104A
32241,>XM_015279899.4,FAM104A
32243,>XM_015279901.4,FAM104A
32245,>XM_015279903.4,TEX2
32247,>XM_015279905.4,TEX2
32249,>XM_015279906.4,CEP95
32251,>XM_015279908.4,SMURF2
32253,>XM_015279912.4,PECAM1
32255,>XM_015279915.3,ZNF207
32257,>XM_015279916.4,RHBDL3
32259,>XM_015279917.4,RHBDL3
32261,>XM_015279918.4,RHBDL3
32263,>XM_015279919.4,RHBDL3
32265,>XM_015279920.4,MILR1
32267,>XM_015279927.4,CCDC137
32269,>XM_015279930.4,KIF19
32271,>XM_015279931.4,TTYH1
32273,>XM_015279933.4,CDC42EP4
32275,>XM_015279934.4,CDC42EP4
32277,>XM_015279935.4,CDC42EP4
32279,>XM_015279936.4,CDC42EP4
32281,>XM_015279942.4,ABCA5
32283,>XM_015279943.4,ABCA5
32285,>XM_015279945.4,FAM20A
32287,>XM_015279947.4,FAM20A
32289,>XM_015279951.4,MTMR2
32291,>XM_015279952.4,SLC16A6
32293,>XM_015279953.4,SLC16A6
32295,>XM_015279954.4,WIPI1
32297,>XM_015279956.4,RGS9
32299,>XM_015279957.4,CACNG5
32301,>XM_015279959.4,CACNG5
32303,>XM_015279960.4,BPTF
32305,>XM_015279961.4,BPTF
32307,>XM_015279962.4,BPTF
32309,>XM_015279963.4,BPTF
32311,>XM_015279964.4,BPTF
32313,>XM_015279965.4,BPTF
32315,>XM_015279967.4,BPTF
32317,>XM_015279968.4,BPTF
32319,>XM_015279969.4,BPTF
32321,>XM_015279970.4,BPTF
32323,>XM_015279971.4,BPTF
32325,>XM_015279973.4,MTMR2
32327,>XM_015279974.4,HELZ
32329,>XM_015279975.4,C17orf58
32331,>XM_015279977.4,PITPNC1
32333,>XM_015279979.4,PITPNC1
32335,>XM_015279980.4,PITPNC1
32337,>XM_015279981.4,PITPNC1
32339,>XM_015279985.4,CA10
32341,>XM_015279987.4,ARNT
32343,>XM_015279988.4,ARNT
32345,>XM_015279989.4,ARNT
32347,>XM_015279991.4,ARNT
32349,>XM_015279992.4,ARNT
32351,>XM_015279993.4,ARNT
32353,>XM_015279995.4,ARNT
32355,>XM_015279998.4,ARNT
32357,>XM_015279999.4,ARNT
32359,>XM_015280000.4,ARNT
32361,>XM_015280003.4,TM4SF1a
32363,>XM_015280005.4,SSR2
32365,>XM_015280006.4,SSR2
32367,>XM_015280007.3,CTSS
32369,>XM_015280011.4,SELENBP1
32371,>XM_015280012.4,SNX27
32373,>XM_015280016.4,LOC121106470
32375,>XM_015280017.4,THEM4
32377,>XM_015280018.4,THEM4
32379,>XM_015280019.4,TDRKH
32381,>XM_015280022.4,MRPL9
32383,>XM_015280024.4,RIIAD1
32385,>XM_015280026.3,TUFT1
32387,>XM_015280027.4,TUFT1
32389,>XM_015280028.3,TUFT1
32391,>XM_015280029.3,TUFT1
32393,>XM_015280039.4,PI4KB
32395,>XM_015280041.4,SEMA6C
32397,>XM_015280044.4,GABPB2
32399,>XM_015280045.4,NOX4
32401,>XM_015280047.3,SETDB1
32403,>XM_015280048.3,SETDB1
32405,>XM_015280049.3,SETDB1
32407,>XM_015280050.3,SETDB1
32409,>XM_015280052.3,SETDB1
32411,>XM_015280054.4,ADAMTS4
32413,>XM_015280055.3,NDUFS2
32415,>XM_015280057.4,JAK2
32417,>XM_015280059.4,JAK2
32419,>XM_015280063.4,KANK1
32421,>XM_015280064.4,KANK1
32423,>XM_015280068.3,KANK1
32425,>XM_015280074.3,SMARCA2
32427,>XM_015280076.4,VLDLR
32429,>XM_015280078.4,NFIB
32431,>XM_015280084.4,SLC24A2
32433,>XM_015280089.4,FOCAD
32435,>XM_015280090.3,FOCAD
32437,>XM_015280095.4,PLIN2
32439,>XM_015280099.4,PUM3
32441,>XM_015280100.4,PUM3
32443,>XM_015280101.4,PUM3
32445,>XM_015280102.4,DLG2
32447,>XM_015280103.4,ZDHHC21
32449,>XM_015280106.4,ZDHHC21
32451,>XM_015280107.4,MPDZ
32453,>XM_015280108.4,MPDZ
32455,>XM_015280109.4,MPDZ
32457,>XM_015280111.4,MPDZ
32459,>XM_015280112.4,MPDZ
32461,>XM_015280115.4,MPDZ
32463,>XM_015280116.4,MPDZ
32465,>XM_015280119.4,MPDZ
32467,>XM_015280120.4,MPDZ
32469,>XM_015280122.4,MPDZ
32471,>XM_015280123.4,MPDZ
32473,>XM_015280124.4,MPDZ
32475,>XM_015280125.4,MPDZ
32477,>XM_015280134.3,KCNV2
32479,>XM_015280136.4,DLG2
32481,>XM_015280143.4,PDCD1LG2
32483,>XM_015280149.4,DLG2
32485,>XM_015280159.4,DLG2
32487,>XM_015280184.2,IFNKL1
32489,>XM_015280186.4,KIAA2026
32491,>XM_015280189.4,CDC37L1
32493,>XM_015280190.4,AK3
32495,>XM_015280193.4,FREM1
32497,>XM_015280194.4,FREM1
32499,>XM_015280200.4,BNC2
32501,>XM_015280201.3,BNC2
32503,>XM_015280206.4,RFX3
32505,>XM_015280207.4,KDM4C
32507,>XM_015280209.4,KDM4C
32509,>XM_015280215.4,CNTLN
32511,>XM_015280220.4,LOC107052288
32513,>XM_015280221.4,CCDC90B
32515,>XM_015280229.4,RAB30
32517,>XM_015280230.4,ZCCHC6
32519,>XM_015280231.4,ZCCHC6
32521,>XM_015280232.4,TLE4
32523,>XM_015280236.4,SPIN1
32525,>XM_015280237.4,SPIN1
32527,>XM_015280238.4,SPIN1
32529,>XM_015280239.4,SPIN1
32531,>XM_015280241.4,HABP4
32533,>XM_015280243.4,TJP2
32535,>XM_015280244.4,TJP2
32537,>XM_015280249.4,NTRK2
32539,>XM_015280253.4,NTRK2
32541,>XM_015280254.4,NTRK2
32543,>XM_015280255.4,NTRK2
32545,>XM_015280256.4,NTRK2
32547,>XM_015280257.4,NTRK2
32549,>XM_015280270.4,VPS13A
32551,>XM_015280271.4,VPS13A
32553,>XM_015280272.4,VPS13A
32555,>XM_015280273.4,PIP5K1B
32557,>XM_015280275.4,PIP5K1B
32559,>XM_015280278.4,PIP5K1B
32561,>XM_015280280.4,PIP5K1B
32563,>XM_015280281.4,PIP5K1B
32565,>XM_015280282.4,PIP5K1B
32567,>XM_015280283.4,PIP5K1B
32569,>XM_015280288.4,ABHD17B
32571,>XM_015280290.4,ZFAND5
32573,>XM_015280292.3,TMC1
32575,>XM_015280294.4,TMC1
32577,>XM_015280295.4,AUH
32579,>XM_015280296.4,AUH
32581,>XM_015280297.4,SYK
32583,>XM_015280298.4,SYK
32585,>XM_015280299.4,ME3
32587,>XM_015280308.4,AGTPBP1
32589,>XM_015280311.4,NAA35
32591,>XM_015280312.4,NAA35
32593,>XM_015280314.4,FANCC
32595,>XM_015280315.4,FANCC
32597,>XM_015280319.3,DAPK1
32599,>XM_015280320.4,DAPK1
32601,>XM_015280322.4,FOXB2
32603,>XM_015280326.4,APBA1
32605,>XM_015280328.4,TMEM135
32607,>XM_015280329.4,TRPM3
32609,>XM_015280334.4,TMEM135
32611,>XM_015280340.4,TMEM2
32613,>XM_015280342.4,TMEM135
32615,>XM_015280343.3,TMEM2
32617,>XM_015280350.4,TRPM6
32619,>XM_015280351.4,NMRK1
32621,>XM_015280352.4,PPP6R2
32623,>XM_015280353.4,RAB38
32625,>XM_015280354.4,PCSK5
32627,>XM_015280355.4,GCNT1
32629,>XM_015280357.4,PRUNE2
32631,>XM_015280358.4,PRUNE2
32633,>XM_015280359.4,PRUNE2
32635,>XM_015280360.4,PRUNE2
32637,>XM_015280361.4,CEP78
32639,>XM_015280362.4,TLE1
32641,>XM_015280363.4,TLE1
32643,>XM_015280364.3,TLE1
32645,>XM_015280365.4,FRMD3
32647,>XM_015280367.4,GKAP1
32649,>XM_015280369.4,GKAP1
32651,>XM_015280370.4,GKAP1
32653,>XM_015280372.4,HNRNPK
32655,>XM_015280373.4,HNRNPK
32657,>XM_015280374.4,HNRNPK
32659,>XM_015280375.4,HNRNPK
32661,>XM_015280377.4,HNRNPK
32663,>XM_015280378.3,SLC28A3
32665,>XM_015280383.4,ERCC6L2
32667,>XM_015280384.4,ERCC6L2
32669,>XM_015280385.4,ERCC6L2
32671,>XM_015280386.4,ERCC6L2
32673,>XM_015280397.4,NRG1
32675,>XM_015280398.4,NRG1
32677,>XM_015280400.3,SLC36A4
32679,>XM_015280401.4,NRG1
32681,>XM_015280402.4,NRG1
32683,>XM_015280403.4,NRG1
32685,>XM_015280404.4,NRG1
32687,>XM_015280405.4,NRG1
32689,>XM_015280406.4,NRG1
32691,>XM_015280409.3,SLC36A4
32693,>XM_015280410.4,FUT10
32695,>XM_015280414.4,LPL
32697,>XM_015280417.4,CLTA
32699,>XM_015280418.4,CLTA
32701,>XM_015280421.4,GNE
32703,>XM_015280422.4,GNE
32705,>XM_015280423.4,GNE
32707,>XM_015280424.4,GNE
32709,>XM_015280425.4,RNF170
32711,>XM_015280427.4,RNF170
32713,>XM_015280428.4,RNF170
32715,>XM_015280429.4,RNF170
32717,>XM_015280431.4,RNF170
32719,>XM_015280433.4,RNF170
32721,>XM_015280434.4,RNF170
32723,>XM_015280435.4,RNF170
32725,>XM_015280437.4,REEP5
32727,>XM_015280454.4,FBXL17
32729,>XM_015280455.4,FBXL17
32731,>XM_015280457.4,NUDT12
32733,>XM_015280459.4,MACIR
32735,>XM_015280460.4,PPIP5K2
32737,>XM_015280461.4,PPIP5K2
32739,>XM_015280462.4,PPIP5K2
32741,>XM_015280463.3,PPIP5K2
32743,>XM_015280464.3,PPIP5K2
32745,>XM_015280465.4,TAF1D
32747,>XM_015280466.3,PPIP5K2
32749,>XM_015280468.4,PAM
32751,>XM_015280475.4,TAF1D
32753,>XM_015280476.4,LNPEP
32755,>XM_015280481.4,VSTM5
32757,>XM_015280482.4,PCGF3
32759,>XM_015280484.4,PCGF3
32761,>XM_015280486.4,PCGF3
32763,>XM_015280487.4,LOC100857745
32765,>XM_015280492.4,HEPHL1
32767,>XM_015280495.4,HOOK3
32769,>XM_015280498.4,HOOK3
32771,>XM_015280499.4,FNTA
32773,>XM_015280508.4,PSD3
32775,>XM_015280509.4,PSD3
32777,>XM_015280513.4,PANX1
32779,>XM_015280516.4,PANX1
32781,>XM_015280517.4,TMEM38B
32783,>XM_015280518.4,TMEM38B
32785,>XM_015280519.4,RAD23B
32787,>XM_015280520.3,CTXN3
32789,>XM_015280521.4,FAM172A
32791,>XM_015280529.4,CAST
32793,>XM_015280531.4,FAM81B
32795,>XM_015280532.4,C11orf97
32797,>XM_015280540.4,ELL2
32799,>XM_015280543.4,MCTP1
32801,>XM_015280546.4,KIAA0825
32803,>XM_015280547.4,KIAA0825
32805,>XM_015280548.3,KIAA0825
32807,>XM_015280549.4,KIAA0825
32809,>XM_015280551.4,ADGRV1
32811,>XM_015280553.4,ADGRV1
32813,>XM_015280554.4,SESN3
32815,>XM_015280555.4,POLR3G
32817,>XM_015280561.4,SESN3
32819,>XM_015280569.3,LOC101752151
32821,>XM_015280581.4,SMN
32823,>XM_015280582.4,SMN
32825,>XM_015280583.4,APTX
32827,>XM_015280587.4,KCNN2
32829,>XM_015280588.4,HSD17B4
32831,>XM_015280590.4,FAM76B
32833,>XM_015280592.4,B4GALT1
32835,>XM_015280595.4,FAM76B
32837,>XM_015280598.4,HAPLN1
32839,>XM_015280600.4,RAD17
32841,>XM_015280601.4,FAM76B
32843,>XM_015280602.4,RNF20
32845,>XM_015280603.4,RNF20
32847,>XM_015280604.4,RNF20
32849,>XM_015280606.4,INIP
32851,>XM_015280608.4,MAML2
32853,>XM_015280611.4,TNFAIP8
32855,>XM_015280612.4,TNFAIP8
32857,>XM_015280613.4,TNFAIP8
32859,>XM_015280615.4,TNFAIP8
32861,>XM_015280616.4,COMMD10
32863,>XM_015280617.4,COMMD10
32865,>XM_015280625.4,COMMD10
32867,>XM_015280626.4,COMMD10
32869,>XM_015280627.4,TMEM167A
32871,>XM_015280665.4,ZFYVE16
32873,>XM_015280666.4,ZFYVE16
32875,>XM_015280669.4,TBC1D2
32877,>XM_015280672.3,TBC1D2
32879,>XM_015280674.4,SEMA6A
32881,>XM_015280675.4,SEMA6A
32883,>XM_015280678.4,DMXL1
32885,>XM_015280679.4,DMXL1
32887,>XM_015280680.4,DMXL1
32889,>XM_015280681.4,DMXL1
32891,>XM_015280682.4,DMXL1
32893,>XM_015280684.4,XRCC4
32895,>XM_015280685.4,XRCC4
32897,>XM_015280686.4,BDP1
32899,>XM_015280688.4,LOC107052389
32901,>XM_015280690.3,LOC101748770
32903,>XM_015280695.4,KIAA1958
32905,>XM_015280696.4,KIAA1958
32907,>XM_015280697.4,KIAA1958
32909,>XM_015280699.4,CR1
32911,>XM_015280701.3,PTBP3
32913,>XM_015280702.3,PTBP3
32915,>XM_015280703.4,PTBP3
32917,>XM_015280704.4,PTBP3
32919,>XM_015280709.4,RASGRF2
32921,>XM_015280710.4,RASGRF2
32923,>XM_015280711.4,RASGRF2
32925,>XM_015280714.4,ATG10
32927,>XM_015280721.4,PPP6R2
32929,>XM_015280726.3,SUSD1
32931,>XM_015280727.4,C9orf72
32933,>XM_015280728.4,PICALM
32935,>XM_015280733.4,FOXE1
32937,>XM_015280735.4,ELAVL2
32939,>XM_015280737.4,ELAVL2
32941,>XM_015280739.4,ELAVL2
32943,>XM_015280740.3,ELAVL2
32945,>XM_015280752.4,PICALM
32947,>XM_015280753.3,LOC107052416
32949,>XM_015280759.4,PICALM
32951,>XM_015280767.4,PICALM
32953,>XM_015280784.4,PAX5
32955,>XM_015280785.3,NRCAM
32957,>XM_015280786.4,SNX2
32959,>XM_015280787.4,SNX24
32961,>XM_015280794.4,MELK
32963,>XM_015280796.4,CREBZF
32965,>XM_015280797.3,FRMPD1
32967,>XM_015280798.4,ZBTB5
32969,>XM_015280801.4,ZCCHC7
32971,>XM_015280808.4,TRMT10B
32973,>XM_015280809.4,TRMT10B
32975,>XM_015280812.4,ZNF608
32977,>XM_015280813.4,ZNF608
32979,>XM_015280814.4,ZNF608
32981,>XM_015280817.4,FEM1C
32983,>XM_015280818.4,FEM1C
32985,>XM_015280819.4,CEP120
32987,>XM_015280824.4,CCDC112
32989,>XM_015280832.4,TRIM36
32991,>XM_015280835.4,PRDM6
32993,>XM_015280851.4,WNT11
32995,>XM_015280852.4,WNT11
32997,>XM_015280853.4,PAK1
32999,>XM_015280855.4,PAK1
33001,>XM_015280857.3,UVRAG
33003,>XM_015280858.4,UVRAG
33005,>XM_015280859.4,AAMDC
33007,>XM_015280860.4,AAMDC
33009,>XM_015280868.4,PTPRZ1
33011,>XM_015280871.4,USP35
33013,>XM_015280872.4,PTPRZ1
33015,>XM_015280873.4,LOC101748650
33017,>XM_015280874.4,INTS4
33019,>XM_015280875.4,INTS4
33021,>XM_015280876.4,AQP11
33023,>XM_015280878.4,AQP11
33025,>XM_015280880.3,MYO7A
33027,>XM_015280881.3,MYO7A
33029,>XM_015280883.4,GDPD4
33031,>XM_015280884.4,PTPRZ1
33033,>XM_015280889.4,PTPRZ1
33035,>XM_015280898.3,XNDC1N
33037,>XM_015280899.4,RNF175
33039,>XM_015280900.4,IL18BP
33041,>XM_015280901.4,IL18BP
33043,>XM_015280902.4,IL18BP
33045,>XM_015280904.3,LOC107052453
33047,>XM_015280905.4,LAMTOR1
33049,>XM_015280906.4,LRTOMT
33051,>XM_015280910.4,FOLR1
33053,>XM_015280911.4,POT1
33055,>XM_015280913.4,POT1
33057,>XM_015280917.3,CHRNA10
33059,>XM_015280920.4,LCMT2
33061,>XM_015280923.4,LOC419074
33063,>XM_015280924.4,TPP1
33065,>XM_015280926.4,TAF10
33067,>XM_015280927.3,TRIM3
33069,>XM_015280928.4,TRIM3
33071,>XM_015280929.4,ARFIP2
33073,>XM_015280930.4,ARFIP2
33075,>XM_015280931.4,TIMM10B
33077,>XM_015280932.4,APBB1
33079,>XM_015280934.3,APBB1
33081,>XM_015280935.4,SMPD1
33083,>XM_015280937.4,CNGA4
33085,>XM_015280939.4,FHIP1B
33087,>XM_015280941.4,FHIP1B
33089,>XM_015280946.4,LOC419080
33091,>XM_015280950.4,RHOG
33093,>XM_015280954.4,NUP98
33095,>XM_015280965.4,FAM3C
33097,>XM_015280969.4,POLD3
33099,>XM_015280971.3,FAM3C
33101,>XM_015280973.4,RAB6A
33103,>XM_015280975.4,PLEKHB1
33105,>XM_015280976.4,GDPD5
33107,>XM_015280978.4,GDPD5
33109,>XM_015280985.4,ING3
33111,>XM_015280990.4,KLHL35
33113,>XM_015280992.4,FCHSD2
33115,>XM_015280993.4,FCHSD2
33117,>XM_015280994.4,P2RY2
33119,>XM_015281001.4,FAM168A
33121,>XM_015281005.4,COA4
33123,>XM_015281006.4,COA4
33125,>XM_015281008.4,NEU3
33127,>XM_015281009.4,NEU3
33129,>XM_015281011.3,NEU3
33131,>XM_015281014.4,RNF169
33133,>XM_015281015.4,CHRDL2
33135,>XM_015281016.4,CHRDL2
33137,>XM_015281017.4,CHRDL2
33139,>XM_015281019.4,LIPT2
33141,>XM_015281021.3,SLCO2B1
33143,>XM_015281023.4,ABCF2
33145,>XM_015281024.4,FASTK
33147,>XM_015281027.4,AGAP3
33149,>XM_015281032.4,AGAP3
33151,>XM_015281033.4,AGAP3
33153,>XM_015281034.4,AGAP3
33155,>XM_015281035.4,SMARCD3
33157,>XM_015281044.4,ANKRD26
33159,>XM_015281045.4,CRHR2
33161,>XM_015281047.4,VIPR1
33163,>XM_015281049.4,MYL3
33165,>XM_015281050.4,MYL3
33167,>XM_015281052.4,CTDSPL
33169,>XM_015281056.4,ZNF767
33171,>XM_015281057.4,ZNF767
33173,>XM_015281058.4,ZNF767
33175,>XM_015281060.4,ZNF767
33177,>XM_015281063.4,DHX30
33179,>XM_015281064.4,DHX30
33181,>XM_015281065.4,DHX30
33183,>XM_015281074.4,ADCYAP1R1
33185,>XM_015281075.4,ADCYAP1R1
33187,>XM_015281077.4,ADCYAP1R1
33189,>XM_015281082.4,IBA57
33191,>XM_015281083.4,IBA57
33193,>XM_015281085.4,GJC2
33195,>XM_015281086.4,GJC2
33197,>XM_015281087.4,JMJD4
33199,>XM_015281088.4,KLHL18
33201,>XM_015281089.4,KLHL18
33203,>XM_015281091.4,KLHL18
33205,>XM_015281093.4,KLHL18
33207,>XM_015281095.4,CCM2
33209,>XM_015281097.4,LOC420419
33211,>XM_015281099.4,LOC420419
33213,>XM_015281100.4,ST7
33215,>XM_015281104.3,HIGD1C
33217,>XM_015281116.4,VILL
33219,>XM_015281117.4,VILL
33221,>XM_015281118.4,PLCD1
33223,>XM_015281119.4,PLCD1
33225,>XM_015281120.4,GIMAP6
33227,>XM_015281125.4,SETD2
33229,>XM_015281126.4,KIF9
33231,>XM_015281128.3,KIF9
33233,>XM_015281129.4,CHDSD
33235,>XM_015281133.4,TMIE
33237,>XM_015281134.4,ALS2L
33239,>XM_015281135.4,ALS2L
33241,>XM_015281136.3,ALS2L
33243,>XM_015281137.4,C1orf35
33245,>XM_015281138.4,C1orf35
33247,>XM_015281141.4,LOC769510
33249,>XM_015281147.4,SEC22C
33251,>XM_015281148.4,SEC22C
33253,>XM_015281150.4,KCNH2
33255,>XM_015281153.4,AOC1
33257,>XM_015281157.4,MAP4
33259,>XM_015281158.4,MAP4
33261,>XM_015281160.4,MAP4
33263,>XM_015281162.4,MAP4
33265,>XM_015281163.4,MAP4
33267,>XM_015281164.4,MAP4
33269,>XM_015281165.4,MAP4
33271,>XM_015281166.4,MAP4
33273,>XM_015281167.4,MAP4
33275,>XM_015281168.4,MAP4
33277,>XM_015281170.4,SMARCC1
33279,>XM_015281172.4,GIMAP8
33281,>XM_015281173.4,LOC107052489
33283,>XM_015281174.4,LOC107052489
33285,>XM_015281175.4,LOC426355
33287,>XM_015281178.3,ZNF212
33289,>XM_015281179.3,ZNF212
33291,>XM_015281180.4,LOC107052490
33293,>XM_015281181.4,ZNF467
33295,>XM_015281184.4,ZNF746
33297,>XM_015281185.4,ZNF746
